sensorID,zoneID,equipmentID,sensorType,currentReading,lastUpdateTime
S1322,Z370,,Light,735.5,2025-07-01 19:15:04
S1323,Z370,,Motion,1.0,2025-06-30 06:32:44
S1324,Z370,E2571,Temperature,81.9,2025-07-01 17:41:07
S1325,Z371,E1706,Occupancy,15.0,2025-07-01 21:48:38
S1326,Z371,,Light,853.4,2025-07-01 11:09:05
S1327,Z371,,CO2,1056.3,2025-07-01 01:21:20
S1328,Z371,,Motion,0.0,2025-06-29 01:09:26
S1329,Z371,,Temperature,67.7,2025-06-30 13:58:08
S1330,Z372,,Occupancy,2.0,2025-07-01 04:37:54
S1331,Z372,,Motion,1.0,2025-06-30 10:20:40
S1332,Z373,,Vibration,59.3,2025-07-01 04:43:04
S1333,Z373,,CO2,885.2,2025-07-01 20:03:29
S1334,Z374,,Pressure,30.1,2025-07-01 11:54:03
S1335,Z374,,Occupancy,4.0,2025-07-01 11:04:38
S1336,Z374,,Pressure,30.0,2025-06-30 01:04:53
S1337,Z375,E1728,Vibration,69.4,2025-07-01 05:18:05
S1338,Z375,,Vibration,47.3,2025-07-01 22:56:44
S1339,Z375,E5276,AirQuality,29.4,2025-07-01 17:44:52
S1340,Z375,,Temperature,68.5,2025-06-30 15:45:50
S1341,Z376,E3533,Light,130.9,2025-06-29 11:27:59
S1342,Z376,,Motion,0.0,2025-07-01 20:29:08
S1343,Z377,E2953,Humidity,38.1,2025-07-01 03:47:39
S1344,Z377,E3369,Sound,40.8,2025-07-01 11:30:32
S1345,Z377,,Smoke,5.7,2025-06-29 12:31:06
S1346,Z378,,Temperature,79.8,2025-07-01 19:12:09
S1347,Z378,,CO2,423.9,2025-07-01 11:07:14
S1348,Z378,,Pressure,30.3,2025-07-01 05:06:35
S1349,Z379,E2727,Smoke,2.5,2025-07-01 22:03:17
S1350,Z379,,Occupancy,23.0,2025-07-01 19:50:26
S1351,Z380,,Pressure,29.6,2025-06-30 12:42:24
S1352,Z380,,Sound,74.1,2025-07-01 20:52:01
S1353,Z381,,Light,154.4,2025-07-01 12:56:24
S1354,Z381,E1542,Vibration,40.3,2025-07-01 07:33:39
S1355,Z381,,Occupancy,4.0,2025-06-29 09:51:17
S1356,Z381,,AirQuality,23.7,2025-07-01 21:37:17
S1357,Z381,E3877,Pressure,30.4,2025-07-01 03:33:28
S1358,Z382,,Sound,55.5,2025-07-01 21:12:17
S1359,Z382,,Smoke,1.5,2025-07-01 17:33:11
S1360,Z382,,Humidity,32.2,2025-07-01 06:02:26
S1361,Z382,,CO2,327.5,2025-06-30 09:53:30
S1362,Z383,,AirQuality,58.8,2025-07-01 10:27:31
S1363,Z383,E4822,Occupancy,19.0,2025-07-01 03:24:05
S1364,Z383,,Occupancy,12.0,2025-07-01 04:27:05
S1365,Z383,,Occupancy,22.0,2025-07-01 11:58:09
S1366,Z384,,Temperature,80.4,2025-07-01 19:05:57
S1367,Z384,,AirQuality,76.1,2025-07-01 20:02:57
S1368,Z385,,Temperature,81.0,2025-07-01 17:15:31
S1369,Z385,E1125,Sound,42.8,2025-06-30 00:06:54
S1370,Z386,,Occupancy,1.0,2025-07-01 06:11:28
S1371,Z386,E2962,Humidity,45.1,2025-07-01 10:47:33
S1372,Z386,,Humidity,43.4,2025-07-01 13:46:55
S1373,Z386,,Humidity,48.1,2025-07-01 17:50:08
S1374,Z386,,Pressure,30.0,2025-06-30 17:05:37
S1375,Z387,,Motion,1.0,2025-06-29 20:25:09
S1376,Z387,E2102,Sound,67.0,2025-06-30 12:42:41
S1377,Z388,E0162,Vibration,47.6,2025-07-01 06:22:57
S1378,Z388,,Occupancy,7.0,2025-07-01 07:27:29
S1379,Z388,,Sound,50.9,2025-07-01 05:37:38
S1380,Z389,,Temperature,76.9,2025-07-01 16:44:59
S1381,Z389,,Pressure,30.1,2025-07-01 01:25:00
S1382,Z389,,Pressure,29.6,2025-06-29 20:51:59
S1383,Z390,,Smoke,4.5,2025-07-01 23:31:20
S1384,Z390,E2007,Smoke,8.1,2025-07-01 17:34:17
S1385,Z390,,Occupancy,24.0,2025-07-01 18:22:23
S1386,Z390,,AirQuality,41.5,2025-06-29 22:46:31
S1387,Z391,,Temperature,76.0,2025-07-01 01:13:20
S1388,Z391,,AirQuality,47.5,2025-07-01 18:03:42
S1389,Z392,E4791,Sound,39.4,2025-06-29 02:53:40
S1390,Z392,,Pressure,29.8,2025-07-01 08:32:21
S1391,Z392,,Humidity,49.2,2025-07-01 18:36:34
S1392,Z392,,Humidity,60.8,2025-07-01 03:13:42
S1393,Z392,E0063,Pressure,30.0,2025-07-01 02:03:01
S1394,Z393,,Temperature,78.6,2025-07-01 04:20:58
S1395,Z393,E0509,Occupancy,10.0,2025-07-01 12:20:55
S1396,Z394,,Smoke,7.6,2025-07-01 00:41:59
S1397,Z394,,Temperature,80.5,2025-07-01 02:50:53
S1398,Z394,,Light,512.9,2025-07-01 11:08:54
S1399,Z394,E3984,AirQuality,66.9,2025-07-01 14:54:00
S1400,Z395,,Vibration,22.8,2025-07-01 17:52:18
S1401,Z395,E1716,Humidity,34.7,2025-07-01 14:14:45
S1402,Z396,E3667,Motion,1.0,2025-07-01 21:38:55
S1403,Z396,E1789,Occupancy,19.0,2025-07-01 16:20:03
S1404,Z396,,Humidity,59.8,2025-07-01 09:56:13
S1405,Z396,,CO2,555.9,2025-06-30 02:49:47
S1406,Z396,,Temperature,68.2,2025-07-01 17:25:06
S1407,Z397,,Light,769.4,2025-07-01 06:33:40
S1408,Z397,E0481,AirQuality,32.8,2025-07-01 08:32:29
S1409,Z398,,Temperature,70.1,2025-06-29 11:23:55
S1410,Z398,E3740,Smoke,0.4,2025-07-01 05:48:44
S1411,Z398,,Pressure,30.3,2025-07-01 10:08:10
S1412,Z398,,Smoke,0.4,2025-06-29 00:48:04
S1413,Z398,E3250,Pressure,30.5,2025-07-01 06:12:41
S1414,Z399,E1619,Pressure,30.1,2025-07-01 20:54:21
S1415,Z399,E2109,Smoke,0.8,2025-07-01 19:24:32
S1416,Z399,E0540,AirQuality,27.4,2025-07-01 19:35:42
S1417,Z400,E3721,Occupancy,19.0,2025-07-01 19:42:41
S1418,Z400,,Smoke,0.9,2025-07-01 07:36:08
S1419,Z400,,Humidity,52.8,2025-07-01 10:13:36
S1420,Z401,E2353,Humidity,49.5,2025-07-01 16:43:27
S1421,Z401,,Vibration,26.2,2025-06-29 02:25:20
S1422,Z401,,Temperature,66.9,2025-07-01 23:07:33
S1423,Z401,,Pressure,29.7,2025-07-01 08:31:24
S1424,Z402,,Smoke,6.8,2025-07-01 05:57:34
S1425,Z402,E1136,Temperature,72.6,2025-07-01 08:27:04
S1426,Z402,,Sound,68.5,2025-07-01 01:45:10
S1427,Z403,,Light,219.0,2025-06-29 21:13:27
S1428,Z403,,Humidity,47.5,2025-07-01 02:35:22
S1429,Z404,,Smoke,4.2,2025-07-01 03:09:33
S1430,Z404,,Motion,0.0,2025-06-30 20:18:42
S1431,Z404,E0740,Humidity,47.0,2025-07-01 23:15:55
S1432,Z404,,Motion,0.0,2025-07-01 08:45:59
S1433,Z404,E4662,Light,453.8,2025-06-29 06:49:34
S1434,Z405,,AirQuality,62.5,2025-07-01 15:25:48
S1435,Z405,,Light,512.9,2025-07-01 11:43:28
S1436,Z406,,Smoke,1.3,2025-07-01 15:36:08
S1437,Z406,,Motion,1.0,2025-07-01 07:59:45
S1438,Z407,E1481,Occupancy,4.0,2025-06-30 12:18:01
S1439,Z407,,Vibration,50.0,2025-07-01 08:10:55
S1440,Z407,,Motion,1.0,2025-07-01 14:07:38
S1441,Z407,,Vibration,92.4,2025-07-01 15:28:39
S1442,Z407,E2362,Vibration,36.6,2025-07-01 12:37:31
S1443,Z408,E2314,Humidity,59.3,2025-07-01 20:22:00
S1444,Z408,,CO2,794.5,2025-07-01 19:07:04
S1445,Z408,,Motion,0.0,2025-07-01 07:12:22
S1446,Z409,E1820,Light,363.0,2025-06-29 18:14:02
S1447,Z409,,Smoke,7.6,2025-07-01 00:51:23
S1448,Z409,,AirQuality,34.8,2025-06-30 17:03:31
S1449,Z409,,Vibration,27.4,2025-07-01 10:31:32
S1450,Z409,E3821,Temperature,73.6,2025-06-30 03:28:28
S1451,Z410,,Light,139.6,2025-07-01 22:51:05
S1452,Z410,,Smoke,3.1,2025-07-01 21:43:11
S1453,Z410,E4344,Vibration,67.2,2025-07-01 11:24:43
S1454,Z410,E2440,Occupancy,8.0,2025-07-01 04:29:01
S1455,Z411,,Vibration,31.7,2025-06-30 19:16:17
S1456,Z411,,Sound,66.9,2025-07-01 14:58:07
S1457,Z411,E0269,Temperature,78.3,2025-07-01 16:08:12
S1458,Z411,,CO2,768.2,2025-06-30 09:26:54
S1459,Z412,,Occupancy,14.0,2025-07-01 04:27:27
S1460,Z412,,Sound,63.4,2025-07-01 03:46:57
S1461,Z413,E4183,Occupancy,17.0,2025-07-01 06:13:59
S1462,Z413,,Occupancy,17.0,2025-07-01 02:29:30
S1463,Z413,,AirQuality,93.1,2025-07-01 01:56:49
S1464,Z413,,CO2,916.5,2025-07-01 06:21:34
S1465,Z414,,Temperature,66.4,2025-07-01 11:03:57
S1466,Z414,,AirQuality,80.3,2025-07-01 20:49:22
S1467,Z414,E3556,Vibration,6.4,2025-07-01 22:10:29
S1468,Z414,,Occupancy,20.0,2025-07-01 10:37:22
S1469,Z415,,Motion,1.0,2025-07-01 21:41:47
S1470,Z415,E4606,Humidity,52.9,2025-07-01 20:41:46
S1471,Z415,,CO2,822.2,2025-07-01 03:44:33
S1472,Z415,,Temperature,77.1,2025-07-01 01:51:28
S1473,Z415,,Smoke,9.7,2025-07-01 07:49:56
S1474,Z416,E1174,Sound,48.6,2025-07-01 22:55:45
S1475,Z416,,Sound,52.2,2025-07-01 01:54:23
S1476,Z417,,Smoke,9.0,2025-07-01 13:22:10
S1477,Z417,,Occupancy,5.0,2025-07-01 17:50:50
S1478,Z417,,Motion,1.0,2025-06-30 00:20:50
S1479,Z417,E3230,Motion,0.0,2025-07-01 14:27:16
S1480,Z418,,Pressure,29.9,2025-07-01 11:00:55
S1481,Z418,,Vibration,98.7,2025-06-29 17:20:13
S1482,Z418,E4403,Pressure,29.8,2025-06-30 05:20:23
S1483,Z418,,Pressure,29.8,2025-07-01 10:53:55
S1484,Z419,E0839,Sound,71.7,2025-07-01 21:23:20
S1485,Z419,,AirQuality,85.0,2025-07-01 00:55:51
S1486,Z420,E4115,Pressure,30.5,2025-07-01 21:40:54
S1487,Z420,,CO2,791.0,2025-06-30 17:15:28
S1488,Z420,E4655,Light,450.8,2025-07-01 04:17:37
S1489,Z421,,Sound,52.9,2025-06-29 10:19:31
S1490,Z421,,Sound,55.0,2025-06-29 20:38:34
S1491,Z421,,Humidity,38.3,2025-06-30 19:12:43
S1492,Z422,,Pressure,30.2,2025-06-30 16:19:59
S1493,Z422,E0182,Temperature,67.0,2025-07-01 17:31:34
S1494,Z422,,Vibration,3.4,2025-07-01 10:02:38
S1495,Z422,,CO2,382.2,2025-07-01 12:55:43
S1496,Z423,,Light,426.4,2025-06-29 07:11:58
S1497,Z423,E2207,Temperature,85.0,2025-07-01 21:14:40
S1498,Z423,,Occupancy,19.0,2025-07-01 07:13:29
S1499,Z423,,Smoke,1.2,2025-07-01 11:40:35
S1500,Z423,E0794,Temperature,76.1,2025-07-01 05:39:17
S1501,Z424,,Humidity,45.9,2025-07-01 16:29:53
S1502,Z424,,Humidity,69.1,2025-07-01 17:36:34
S1503,Z424,E0841,Occupancy,4.0,2025-07-01 13:11:27
S1504,Z425,E3199,Light,384.5,2025-07-01 04:16:07
S1505,Z425,E3170,AirQuality,58.7,2025-07-01 16:24:44
S1506,Z425,,Vibration,71.7,2025-07-01 03:38:37
S1507,Z426,,Humidity,30.6,2025-07-01 11:14:06
S1508,Z426,,Temperature,70.0,2025-07-01 17:51:34
S1509,Z426,E4535,Smoke,9.1,2025-07-01 14:41:32
S1510,Z427,,Motion,1.0,2025-07-01 09:03:44
S1511,Z427,,Humidity,56.7,2025-07-01 21:48:51
S1512,Z428,,Vibration,33.3,2025-07-01 11:54:36
S1513,Z428,,Motion,0.0,2025-06-30 03:27:01
S1514,Z428,,Light,764.0,2025-07-01 15:54:21
S1515,Z429,,CO2,549.8,2025-07-01 20:28:29
S1516,Z429,E2951,Smoke,1.3,2025-06-29 04:50:00
S1517,Z429,E2013,Pressure,29.7,2025-06-29 21:00:33
S1518,Z429,,Humidity,65.6,2025-07-01 09:54:16
S1519,Z430,E3879,Occupancy,4.0,2025-06-29 07:13:27
S1520,Z430,,Temperature,84.2,2025-06-29 06:15:58
S1521,Z430,,Smoke,8.6,2025-06-29 16:27:02
S1522,Z430,,Smoke,0.6,2025-07-01 08:45:38
S1523,Z430,,Motion,0.0,2025-06-29 06:14:57
S1524,Z431,E4698,Humidity,57.2,2025-07-01 09:49:02
S1525,Z431,,CO2,1178.4,2025-07-01 17:35:23
S1526,Z431,,Vibration,0.5,2025-07-01 11:30:43
S1527,Z431,,Humidity,37.5,2025-07-01 02:47:43
S1528,Z432,E1781,AirQuality,52.5,2025-06-30 03:34:05
S1529,Z432,E0446,Smoke,8.2,2025-07-01 22:17:27
S1530,Z433,,CO2,653.7,2025-07-01 11:09:21
S1531,Z433,,AirQuality,22.6,2025-06-30 19:36:24
S1532,Z434,E0982,Occupancy,11.0,2025-07-01 11:17:12
S1533,Z434,,Humidity,63.9,2025-07-01 17:23:38
S1534,Z434,E5510,Humidity,67.8,2025-07-01 14:56:54
S1535,Z434,E1222,Occupancy,9.0,2025-07-01 02:03:57
S1536,Z435,,Smoke,1.7,2025-06-30 10:14:59
S1537,Z435,,Pressure,30.5,2025-07-01 13:30:28
S1538,Z435,,Occupancy,15.0,2025-07-01 10:07:32
S1539,Z435,,Pressure,29.7,2025-07-01 11:35:26
S1540,Z436,E0664,CO2,746.3,2025-06-30 07:16:15
S1541,Z436,,Sound,78.6,2025-07-01 22:00:16
S1542,Z436,,Sound,74.1,2025-06-29 05:32:03
S1543,Z436,,Motion,0.0,2025-07-01 16:04:49
S1544,Z437,,Light,995.4,2025-07-01 23:03:49
S1545,Z437,,Temperature,78.0,2025-07-01 09:15:57
S1546,Z437,,AirQuality,93.4,2025-07-01 18:59:48
S1547,Z438,,Smoke,3.0,2025-07-01 09:14:42
S1548,Z438,,Temperature,83.3,2025-07-01 18:17:16
S1549,Z438,,Vibration,78.9,2025-07-01 23:29:22
S1550,Z438,,Motion,0.0,2025-07-01 02:27:17
S1551,Z439,,CO2,796.9,2025-06-29 08:05:19
S1552,Z439,,Motion,0.0,2025-07-01 21:50:16
S1553,Z440,E4547,CO2,853.6,2025-07-01 11:20:02
S1554,Z440,E5353,Temperature,80.8,2025-07-01 15:58:46
S1555,Z440,E2467,Occupancy,19.0,2025-07-01 11:30:25
S1556,Z441,,Occupancy,18.0,2025-07-01 02:57:08
S1557,Z441,E1000,Humidity,60.0,2025-07-01 15:08:56
S1558,Z441,,Pressure,29.7,2025-07-01 20:25:02
S1559,Z441,E2395,Sound,37.4,2025-07-01 22:17:23
S1560,Z442,,Light,577.0,2025-07-01 21:50:04
S1561,Z442,E2018,Light,802.6,2025-07-01 07:21:16
S1562,Z442,E4444,Humidity,54.9,2025-06-29 02:28:13
S1563,Z442,E2777,Motion,1.0,2025-07-01 03:30:28
S1564,Z442,E4803,Temperature,65.7,2025-07-01 15:16:37
S1565,Z443,,Sound,48.5,2025-07-01 21:26:59
S1566,Z443,,Sound,60.5,2025-07-01 14:25:37
S1567,Z443,E0139,Light,850.3,2025-07-01 18:56:29
S1568,Z443,E0041,CO2,971.2,2025-07-01 15:26:53
S1569,Z443,,Sound,42.0,2025-07-01 02:50:00
S1570,Z444,E1941,Smoke,1.5,2025-07-01 12:12:45
S1571,Z444,E2721,CO2,910.3,2025-07-01 11:30:33
S1572,Z444,E1758,Sound,49.8,2025-07-01 20:32:10
S1573,Z444,E0876,AirQuality,18.5,2025-07-01 13:52:41
S1574,Z445,,Vibration,38.4,2025-07-01 08:22:21
S1575,Z445,,Vibration,67.7,2025-07-01 06:12:14
S1576,Z446,,Temperature,73.3,2025-07-01 07:37:41
S1577,Z446,,Light,984.9,2025-07-01 01:13:03
S1578,Z447,E3762,Light,598.4,2025-07-01 04:06:27
S1579,Z447,E1147,Occupancy,24.0,2025-07-01 08:29:05
S1580,Z448,,CO2,834.6,2025-07-01 14:14:38
S1581,Z448,,Temperature,70.0,2025-07-01 14:00:17
S1582,Z448,,CO2,881.2,2025-07-01 01:28:31
S1583,Z448,,Occupancy,24.0,2025-07-01 01:39:26
S1584,Z449,,Light,670.3,2025-07-01 03:28:39
S1585,Z449,,Smoke,9.3,2025-07-01 23:03:34
S1586,Z449,,Occupancy,24.0,2025-07-01 15:59:06
S1587,Z450,,Pressure,30.4,2025-07-01 05:52:29
S1588,Z450,,Smoke,7.4,2025-07-01 07:27:09
S1589,Z451,,AirQuality,79.3,2025-07-01 22:45:37
S1590,Z451,E3294,AirQuality,30.6,2025-07-01 00:57:32
S1591,Z452,,Temperature,70.5,2025-07-01 23:27:11
S1592,Z452,,Light,807.4,2025-06-30 00:14:01
S1593,Z452,E0988,Smoke,0.2,2025-07-01 15:51:18
S1594,Z453,E5034,Sound,39.5,2025-07-01 07:44:38
S1595,Z453,,AirQuality,84.4,2025-07-01 11:42:20
S1596,Z454,,Temperature,80.6,2025-06-30 02:53:34
S1597,Z454,,Light,192.3,2025-07-01 06:25:56
S1598,Z454,,Smoke,5.0,2025-07-01 03:10:43
S1599,Z455,,Smoke,1.3,2025-06-29 10:10:22
S1600,Z455,E1045,Temperature,75.7,2025-07-01 03:30:19
S1601,Z455,E3871,AirQuality,54.4,2025-07-01 21:42:54
S1602,Z455,,Light,88.6,2025-07-01 15:57:55
S1603,Z455,,Motion,1.0,2025-07-01 11:39:24
S1604,Z456,,AirQuality,79.2,2025-07-01 03:37:57
S1605,Z456,,Temperature,71.5,2025-07-01 21:14:53
S1606,Z456,,Pressure,30.2,2025-07-01 02:04:17
S1607,Z456,,Motion,0.0,2025-07-01 16:31:23
S1608,Z456,,Light,182.0,2025-07-01 14:04:19
S1609,Z457,E0247,Motion,1.0,2025-07-01 21:47:27
S1610,Z457,E2706,Temperature,81.7,2025-07-01 07:37:39
S1611,Z458,E1894,Light,441.0,2025-06-29 20:36:05
S1612,Z458,,Motion,0.0,2025-07-01 21:36:01
S1613,Z459,,Light,844.7,2025-07-01 02:37:49
S1614,Z459,,Vibration,48.3,2025-07-01 11:28:44
S1615,Z459,,Occupancy,13.0,2025-07-01 23:00:48
S1616,Z460,,Sound,42.2,2025-07-01 15:35:24
S1617,Z460,,Humidity,59.8,2025-07-01 03:21:04
S1618,Z460,,Motion,0.0,2025-07-01 22:34:36
S1619,Z461,,CO2,365.9,2025-06-29 22:33:40
S1620,Z461,,Smoke,2.2,2025-07-01 07:10:15
S1621,Z461,E0933,Occupancy,13.0,2025-07-01 15:57:45
S1622,Z462,E0932,Temperature,69.8,2025-07-01 18:43:31
S1623,Z462,E3092,AirQuality,57.2,2025-06-30 13:19:12
S1624,Z462,E0451,AirQuality,19.8,2025-07-01 15:17:09
S1625,Z462,,Light,253.4,2025-07-01 05:26:51
S1626,Z463,E2067,Humidity,33.7,2025-07-01 20:59:37
S1627,Z463,,Temperature,83.9,2025-06-30 19:46:28
S1628,Z463,,Occupancy,21.0,2025-07-01 00:56:46
S1629,Z464,E5111,Light,875.0,2025-07-01 11:14:28
S1630,Z464,E4043,Smoke,10.0,2025-07-01 01:06:19
S1631,Z464,,Temperature,68.8,2025-07-01 03:37:34
S1632,Z465,E4055,Light,703.0,2025-07-01 13:54:25
S1633,Z465,,Motion,0.0,2025-07-01 10:56:38
S1634,Z465,,Occupancy,11.0,2025-07-01 01:19:36
S1635,Z466,,CO2,1197.3,2025-07-01 05:59:11
S1636,Z466,,Motion,1.0,2025-07-01 07:14:40
S1637,Z467,E0320,Sound,43.3,2025-07-01 00:55:48
S1638,Z467,E3438,AirQuality,84.8,2025-07-01 07:21:12
S1639,Z467,,Temperature,74.7,2025-07-01 14:28:29
S1640,Z468,E0924,Smoke,7.0,2025-07-01 05:20:27
S1641,Z468,,Humidity,60.1,2025-07-01 14:34:08
S1642,Z469,,Sound,46.7,2025-06-30 10:02:56
S1643,Z469,E4813,Humidity,34.8,2025-07-01 08:31:42
S1644,Z469,,CO2,581.6,2025-07-01 19:07:59
S1645,Z470,,AirQuality,81.0,2025-07-01 17:56:16
S1646,Z470,E1190,Light,974.3,2025-07-01 19:15:48
S1647,Z471,,Sound,68.5,2025-07-01 11:31:27
S1648,Z471,,CO2,1191.7,2025-07-01 05:03:44
S1649,Z471,,CO2,726.3,2025-07-01 10:32:05
S1650,Z471,E4420,Motion,1.0,2025-07-01 17:40:20
S1651,Z472,,Light,584.2,2025-07-01 16:56:07
S1652,Z472,,Light,934.6,2025-07-01 13:39:54
S1653,Z472,E1412,Smoke,9.3,2025-07-01 20:40:59
S1654,Z473,E2004,CO2,600.3,2025-07-01 06:46:59
S1655,Z473,,AirQuality,90.9,2025-06-29 01:38:55
S1656,Z473,E4837,Smoke,10.0,2025-07-01 14:24:44
S1657,Z473,E4282,Temperature,81.8,2025-07-01 23:29:35
S1658,Z474,,Vibration,73.5,2025-07-01 06:26:37
S1659,Z474,,Humidity,39.3,2025-07-01 10:05:37
S1660,Z474,E0991,Humidity,54.7,2025-07-01 21:23:21
S1661,Z474,,Temperature,66.6,2025-07-01 08:22:00
S1662,Z474,,Motion,1.0,2025-07-01 06:44:23
S1663,Z475,E0323,Occupancy,18.0,2025-06-29 03:23:58
S1664,Z475,E3905,Occupancy,23.0,2025-07-01 03:36:20
S1665,Z475,,Humidity,37.6,2025-07-01 07:45:05
S1666,Z476,,Occupancy,6.0,2025-07-01 18:17:48
S1667,Z476,,Occupancy,14.0,2025-07-01 19:56:49
S1668,Z477,E0524,Temperature,77.5,2025-07-01 10:29:07
S1669,Z477,,AirQuality,76.8,2025-06-30 04:06:49
S1670,Z477,,Light,112.7,2025-07-01 02:41:52
S1671,Z478,E2854,Light,664.4,2025-06-30 03:43:11
S1672,Z478,,Motion,0.0,2025-06-30 06:41:48
S1673,Z479,,Vibration,71.3,2025-07-01 21:32:18
S1674,Z479,,Light,832.9,2025-07-01 18:23:25
S1675,Z479,E2601,Smoke,1.9,2025-07-01 07:34:47
S1676,Z479,,AirQuality,46.3,2025-07-01 06:25:01
S1677,Z480,,Light,937.6,2025-06-30 13:49:26
S1678,Z480,,Smoke,2.1,2025-07-01 21:10:53
S1679,Z480,,Humidity,54.4,2025-07-01 23:24:58
S1680,Z481,E1930,Pressure,29.6,2025-07-01 09:55:42
S1681,Z481,,Pressure,29.5,2025-07-01 19:54:22
S1682,Z481,,Smoke,0.1,2025-07-01 06:11:00
S1683,Z482,E1047,Smoke,1.8,2025-07-01 04:43:55
S1684,Z482,,Motion,0.0,2025-07-01 21:43:22
S1685,Z482,E1752,Vibration,33.4,2025-06-30 03:46:06
S1686,Z483,,Temperature,72.3,2025-06-30 22:20:39
S1687,Z483,,Light,621.7,2025-07-01 15:51:50
S1688,Z483,,Motion,0.0,2025-07-01 04:03:06
S1689,Z483,E1876,Light,764.5,2025-06-30 10:43:17
S1690,Z484,,Sound,60.7,2025-07-01 02:10:45
S1691,Z484,E3700,Smoke,3.2,2025-07-01 15:32:55
S1692,Z484,E4052,AirQuality,63.9,2025-07-01 01:07:47
S1693,Z484,E1479,CO2,951.5,2025-07-01 14:24:00
S1694,Z484,,Vibration,37.0,2025-07-01 04:25:04
S1695,Z485,E0838,Vibration,79.3,2025-07-01 02:08:30
S1696,Z485,,Light,256.0,2025-06-30 05:43:06
S1697,Z485,,CO2,655.8,2025-06-30 15:47:16
S1698,Z486,,Occupancy,13.0,2025-07-01 07:00:34
S1699,Z486,,Temperature,65.7,2025-07-01 18:40:19
S1700,Z486,,CO2,779.2,2025-07-01 10:40:48
S1701,Z487,E0214,Humidity,66.6,2025-07-01 17:55:45
S1702,Z487,,Pressure,29.9,2025-07-01 01:23:16
S1703,Z487,E5110,Smoke,7.5,2025-07-01 02:31:16
S1704,Z488,,Humidity,38.6,2025-07-01 08:02:37
S1705,Z488,E2134,Light,490.1,2025-07-01 15:43:48
S1706,Z488,,Pressure,29.9,2025-07-01 12:11:15
S1707,Z488,E0323,CO2,1041.9,2025-07-01 04:02:46
S1708,Z489,,Occupancy,6.0,2025-06-29 06:47:34
S1709,Z489,,Pressure,29.9,2025-07-01 12:12:53
S1710,Z489,,Temperature,76.7,2025-07-01 19:29:09
S1711,Z489,,Smoke,4.6,2025-06-30 10:11:08
S1712,Z490,E4907,Smoke,7.1,2025-07-01 19:01:06
S1713,Z490,,Smoke,4.8,2025-07-01 08:11:48
S1714,Z490,,Occupancy,17.0,2025-07-01 06:07:56
S1715,Z491,,Vibration,77.4,2025-07-01 07:24:33
S1716,Z491,,CO2,1098.6,2025-07-01 17:02:37
S1717,Z491,E3186,Vibration,64.0,2025-07-01 08:07:13
S1718,Z492,E5054,AirQuality,47.2,2025-07-01 15:47:12
S1719,Z492,E0146,AirQuality,82.8,2025-07-01 10:05:32
S1720,Z492,,Temperature,83.2,2025-07-01 17:04:16
S1721,Z493,,Pressure,29.6,2025-07-01 23:13:06
S1722,Z493,,CO2,1000.4,2025-06-29 07:16:20
S1723,Z493,,Temperature,65.9,2025-07-01 09:05:03
S1724,Z494,,Temperature,78.9,2025-07-01 02:33:59
S1725,Z494,,Humidity,60.0,2025-07-01 22:51:52
S1726,Z494,,AirQuality,85.4,2025-06-30 00:28:59
S1727,Z494,,Temperature,82.6,2025-06-30 11:09:49
S1728,Z495,,AirQuality,61.8,2025-07-01 10:51:44
S1729,Z495,,CO2,405.9,2025-06-30 00:05:07
S1730,Z495,,Light,678.7,2025-07-01 23:19:25
S1731,Z496,E2361,Humidity,65.3,2025-06-29 17:59:25
S1732,Z496,E0140,Smoke,5.4,2025-07-01 09:18:02
S1733,Z496,,Temperature,72.6,2025-07-01 15:17:02
S1734,Z497,,Temperature,66.5,2025-07-01 03:12:57
S1735,Z497,E0568,Temperature,78.8,2025-07-01 22:08:00
S1736,Z497,,Smoke,3.8,2025-07-01 19:53:02
S1737,Z497,,Light,777.3,2025-07-01 00:38:23
S1738,Z497,E2655,Vibration,23.4,2025-07-01 08:35:33
S1739,Z498,,Sound,67.7,2025-06-29 14:40:48
S1740,Z498,E0712,AirQuality,41.5,2025-07-01 04:48:41
S1741,Z499,,Sound,74.9,2025-07-01 05:52:20
S1742,Z499,,Vibration,75.9,2025-07-01 21:50:21
S1743,Z499,E4397,AirQuality,90.9,2025-06-29 00:59:59
S1744,Z499,E3091,Sound,66.7,2025-07-01 03:01:41
S1745,Z499,E1105,CO2,995.2,2025-07-01 09:25:28
S1746,Z500,E3151,Light,434.3,2025-07-01 13:37:15
S1747,Z500,,Sound,79.4,2025-06-30 22:16:11
S1748,Z500,,Occupancy,7.0,2025-07-01 04:02:31
S1749,Z500,,Light,226.0,2025-07-01 09:34:18
S1750,Z500,E5424,AirQuality,69.9,2025-07-01 22:37:38
S1751,Z501,,Sound,74.5,2025-07-01 15:41:03
S1752,Z501,,Motion,1.0,2025-07-01 05:16:15
S1753,Z501,,AirQuality,86.5,2025-07-01 20:38:42
S1754,Z501,,Light,154.8,2025-07-01 20:10:10
S1755,Z501,,Smoke,5.1,2025-07-01 09:03:01
S1756,Z502,,AirQuality,62.5,2025-07-01 18:20:08
S1757,Z502,E2623,Light,978.3,2025-07-01 07:22:47
S1758,Z503,E4107,Pressure,30.4,2025-07-01 13:58:09
S1759,Z503,E3953,CO2,366.8,2025-07-01 10:17:47
S1760,Z504,E4061,CO2,747.4,2025-07-01 01:04:55
