policy_id,policy_group_id,start_date,end_date,line_of_business,coverage_term_months,underwriting_year,currency,ifrs_model_type,status
POL79502884,GRP16483,2024-12-02,2027-05-21,Motor,30,2024,GBP,PAA,Cancelled
POL40178298,GRP60403,2025-05-29,2027-11-15,Motor,30,2025,USD,PAA,Cancelled
POL74252498,GRP63074,2019-05-19,2020-02-13,Motor,9,2019,GBP,PAA,Active
POL05605885,GRP36777,2025-08-12,2027-10-31,Property,27,2025,EUR,GMM,Expired
POL13339960,GRP53394,2020-12-01,2021-10-27,Life,11,2020,USD,GMM,Expired
POL59776746,GRP44608,2020-07-15,2023-04-01,Health,33,2020,USD,GMM,Active
POL38898130,GRP55078,2024-10-01,2027-02-18,Health,29,2024,GBP,GMM,Expired
POL49189308,GRP72276,2018-10-08,2020-01-01,Property,15,2018,USD,PAA,Expired
POL09718743,GRP93524,2019-06-20,2021-06-09,Health,24,2019,EUR,GMM,Cancelled
POL49660487,GRP41325,2018-02-26,2019-08-20,Health,18,2018,USD,PAA,Cancelled
POL50603230,GRP31260,2025-03-30,2026-03-25,Motor,12,2025,GBP,GMM,Active
POL07437105,GRP79822,2025-05-18,2027-03-09,Motor,22,2025,USD,GMM,Active
POL54203460,GRP29341,2020-01-18,2021-12-08,Property,23,2020,GBP,PAA,Active
POL61603179,GRP81255,2020-12-02,2023-04-21,Life,29,2020,EUR,GMM,Expired
POL64436377,GRP87374,2020-11-01,2021-10-27,Property,12,2020,GBP,PAA,Active
POL39930746,GRP24648,2025-02-10,2027-01-01,Life,23,2025,GBP,PAA,Cancelled
POL15477576,GRP99607,2022-04-18,2024-07-06,Health,27,2022,USD,GMM,Cancelled
POL67114949,GRP73956,2020-10-08,2023-04-26,Life,31,2020,EUR,GMM,Active
POL38665733,GRP46320,2019-01-01,2021-03-21,Life,27,2019,GBP,GMM,Expired
POL01317368,GRP91967,2020-08-22,2021-03-20,Health,7,2020,GBP,GMM,Active
POL64771312,GRP51648,2019-04-14,2021-12-29,Health,33,2019,GBP,PAA,Active
POL39852913,GRP94871,2025-02-14,2027-07-04,Motor,29,2025,GBP,PAA,Active
POL29795443,GRP21011,2020-12-01,2022-06-24,Motor,19,2020,USD,PAA,Active
POL24558821,GRP74538,2021-01-31,2021-12-27,Property,11,2021,EUR,PAA,Cancelled
POL07328230,GRP96479,2020-04-28,2022-10-15,Life,30,2020,USD,PAA,Expired
POL90253452,GRP48268,2023-03-24,2024-03-18,Motor,12,2023,EUR,PAA,Active
POL66259530,GRP13872,2022-09-20,2023-04-18,Property,7,2022,USD,GMM,Expired
POL46527562,GRP48954,2024-01-03,2025-09-24,Life,21,2024,EUR,GMM,Active
POL13572654,GRP52168,2023-07-15,2025-04-05,Motor,21,2023,USD,GMM,Cancelled
POL28130297,GRP05325,2022-11-19,2023-12-14,Health,13,2022,USD,PAA,Expired
POL32700189,GRP82769,2018-10-31,2021-10-15,Property,36,2018,EUR,PAA,Expired
POL54165009,GRP04164,2019-11-21,2020-06-18,Property,7,2019,EUR,PAA,Cancelled
POL74914537,GRP42500,2024-06-23,2026-01-14,Health,19,2024,EUR,GMM,Expired
POL37999386,GRP66439,2025-09-08,2027-03-02,Life,18,2025,EUR,PAA,Cancelled
POL45965668,GRP22930,2019-05-27,2022-04-11,Motor,35,2019,EUR,PAA,Cancelled
POL88191818,GRP74548,2025-11-10,2027-06-03,Life,19,2025,EUR,PAA,Expired
POL92933280,GRP22462,2019-08-05,2020-04-01,Life,8,2019,EUR,GMM,Expired
POL31836751,GRP13745,2020-11-01,2022-01-25,Motor,15,2020,EUR,GMM,Active
POL53884267,GRP42006,2021-12-14,2023-03-09,Property,15,2021,EUR,PAA,Cancelled
POL79402923,GRP88095,2025-03-26,2027-06-14,Motor,27,2025,USD,GMM,Active
POL10098320,GRP34519,2019-03-22,2021-02-09,Life,23,2019,GBP,PAA,Cancelled
POL57479095,GRP15743,2022-04-03,2024-04-22,Motor,25,2022,GBP,GMM,Cancelled
POL44274282,GRP77249,2025-12-01,2028-01-20,Motor,26,2025,GBP,GMM,Active
POL73746163,GRP09821,2024-05-19,2025-02-13,Health,9,2024,GBP,PAA,Expired
POL61925719,GRP90879,2022-02-25,2023-05-21,Property,15,2022,GBP,PAA,Active
POL29566795,GRP39348,2025-03-27,2026-11-17,Health,20,2025,USD,PAA,Cancelled
POL25742600,GRP40299,2020-12-20,2023-05-09,Health,29,2020,GBP,GMM,Active
POL78803001,GRP49155,2023-04-01,2024-10-22,Health,19,2023,USD,GMM,Active
POL58058941,GRP32170,2021-03-16,2022-01-10,Motor,10,2021,EUR,PAA,Active
POL60367186,GRP55940,2022-03-08,2024-01-27,Health,23,2022,EUR,PAA,Expired
POL64521748,GRP96245,2022-05-02,2024-04-21,Motor,24,2022,EUR,GMM,Active
POL17236454,GRP42147,2020-12-17,2023-04-06,Life,28,2020,GBP,PAA,Active
POL61702796,GRP41025,2019-05-06,2021-06-24,Motor,26,2019,USD,GMM,Cancelled
POL81787007,GRP56692,2018-11-22,2020-11-11,Property,24,2018,USD,GMM,Expired
POL36117709,GRP75041,2022-02-03,2024-11-19,Life,34,2022,USD,GMM,Expired
POL33174168,GRP43505,2022-04-26,2023-08-19,Property,16,2022,GBP,PAA,Expired
POL17904359,GRP29461,2021-11-04,2023-11-24,Life,25,2021,USD,GMM,Cancelled
POL66661250,GRP70266,2021-01-28,2022-07-22,Life,18,2021,USD,PAA,Cancelled
POL37501361,GRP36156,2022-08-31,2025-04-17,Property,32,2022,EUR,PAA,Active
POL03824809,GRP59505,2020-07-24,2023-03-11,Health,32,2020,EUR,PAA,Active
POL48980074,GRP92865,2018-04-22,2020-08-09,Motor,28,2018,EUR,GMM,Active
POL31815160,GRP81442,2020-12-01,2022-04-25,Motor,17,2020,GBP,GMM,Expired
POL56003648,GRP22810,2018-11-18,2021-01-06,Motor,26,2018,USD,PAA,Cancelled
POL45930235,GRP03441,2024-03-25,2027-01-09,Life,34,2024,EUR,PAA,Cancelled
POL80606504,GRP10831,2025-10-20,2026-08-16,Motor,10,2025,EUR,PAA,Expired
POL89718140,GRP64977,2025-03-21,2026-10-12,Health,19,2025,EUR,PAA,Cancelled
POL81599725,GRP26177,2018-07-31,2019-03-28,Motor,8,2018,EUR,GMM,Cancelled
POL08891904,GRP39768,2024-01-01,2026-03-21,Life,27,2024,USD,PAA,Expired
POL41186291,GRP56349,2021-07-29,2023-01-20,Life,18,2021,USD,PAA,Expired
POL20849552,GRP75059,2023-08-14,2025-04-05,Motor,20,2023,GBP,PAA,Cancelled
POL80943869,GRP04884,2019-03-06,2021-02-23,Health,24,2019,EUR,PAA,Cancelled
POL57806664,GRP41428,2025-04-18,2028-04-02,Property,36,2025,GBP,GMM,Cancelled
POL37186904,GRP57818,2021-03-05,2021-12-30,Life,10,2021,GBP,GMM,Cancelled
POL44828885,GRP65549,2018-03-26,2019-04-20,Property,13,2018,USD,PAA,Cancelled
POL39534183,GRP83228,2024-07-02,2026-10-20,Health,28,2024,EUR,GMM,Active
POL72189267,GRP43614,2022-02-08,2023-04-04,Life,14,2022,GBP,GMM,Cancelled
POL09260672,GRP95282,2021-10-23,2022-07-20,Property,9,2021,USD,PAA,Cancelled
POL03274398,GRP05303,2022-07-09,2023-12-31,Property,18,2022,EUR,PAA,Active
POL08368262,GRP14569,2020-04-14,2023-01-29,Motor,34,2020,EUR,PAA,Expired
POL40025802,GRP37777,2021-02-16,2022-09-09,Health,19,2021,USD,GMM,Cancelled
POL65873567,GRP94834,2024-02-23,2027-01-08,Property,35,2024,USD,GMM,Active
POL49848331,GRP94818,2024-07-11,2026-08-30,Motor,26,2024,EUR,GMM,Active
POL89577996,GRP74771,2018-06-19,2019-07-14,Health,13,2018,USD,PAA,Expired
POL63207983,GRP44725,2020-01-13,2020-08-10,Property,7,2020,GBP,PAA,Cancelled
POL82834534,GRP66930,2018-04-30,2021-04-14,Motor,36,2018,EUR,GMM,Expired
POL07351035,GRP94099,2025-12-19,2026-06-17,Life,6,2025,USD,PAA,Active
POL28406091,GRP11662,2025-10-01,2028-08-16,Life,35,2025,GBP,PAA,Expired
POL44903951,GRP44492,2022-09-05,2024-03-28,Life,19,2022,USD,GMM,Active
POL04638077,GRP54314,2021-04-15,2022-04-10,Life,12,2021,GBP,PAA,Cancelled
POL24187600,GRP37921,2025-06-05,2026-01-31,Motor,8,2025,EUR,GMM,Expired
POL84463514,GRP72159,2021-12-26,2023-09-17,Property,21,2021,EUR,PAA,Expired
POL51765471,GRP73886,2021-03-12,2022-10-03,Property,19,2021,USD,PAA,Active
POL48022538,GRP98445,2021-02-04,2023-09-22,Motor,32,2021,USD,GMM,Expired
POL31013688,GRP81036,2024-06-03,2027-03-20,Motor,34,2024,GBP,GMM,Cancelled
POL76923674,GRP67423,2022-02-20,2023-01-16,Life,11,2022,GBP,GMM,Active
POL11158235,GRP34125,2019-09-27,2020-04-24,Life,7,2019,USD,GMM,Cancelled
POL73612225,GRP00511,2018-08-06,2021-05-22,Motor,34,2018,USD,PAA,Active
POL37787884,GRP30357,2024-11-29,2026-03-24,Life,16,2024,USD,PAA,Expired
