region_econ_id,region_id,year,gdp_usd_billion,unemployment_rate_pct,avg_household_income_usd,population_growth_rate_pct,business_growth_index,data_source_references
RE-c3b40470,R-eb2201ae,2022,1596.6,13.77,21364.11,2.97,4.22,['EconData_meeting']
RE-105b6b9c,R-eb2201ae,2023,1984.99,16.57,49698.52,0.75,7.84,['EconData_develop']
RE-7cd61cad,R-eb2201ae,2024,1161.93,13.01,57876.61,3.17,9.64,['EconData_factor']
RE-42dfbece,R-6de038e7,2018,1125.33,0.96,65048.89,0.7,2.48,['EconData_chair']
RE-efd2358a,R-6de038e7,2019,710.9,21.24,18613.35,3.63,5.51,['EconData_camera']
RE-4d2aab3a,R-6de038e7,2020,772.23,14.49,65382.69,2.27,3.62,['EconData_leg']
RE-e512ad14,R-6de038e7,2021,1331.89,14.46,65871.8,0.14,1.91,['EconData_learn']
RE-43cf8727,R-6de038e7,2022,1618.21,2.97,33204.73,3.79,2.88,['EconData_shake']
RE-61b28aaf,R-6de038e7,2023,1171.46,3.23,29547.05,2.13,5.91,['EconData_win']
RE-7f9e0491,R-6de038e7,2024,426.18,3.51,38271.06,1.25,6.44,['EconData_particular']
RE-423c9697,R-7415d05f,2018,899.29,23.66,113410.54,3.74,8.99,['EconData_lose']
RE-2c7b8e61,R-7415d05f,2019,1724.27,19.81,58173.53,2.3,5.28,['EconData_trip']
RE-bda67810,R-7415d05f,2020,840.54,11.49,46497.6,3.32,4.06,['EconData_other']
RE-bc7e0d98,R-7415d05f,2021,1817.41,0.03,75540.92,1.42,2.62,['EconData_understand']
RE-561443ea,R-7415d05f,2022,371.11,4.06,30166.58,1.03,0.14,['EconData_me']
RE-0b0fc2b1,R-7415d05f,2023,1197.52,6.55,51876.04,3.67,8.25,['EconData_approach']
RE-0e44913b,R-7415d05f,2024,1454.66,11.52,13342.38,0.93,7.28,['EconData_trial']
RE-343efc3a,R-629d37ae,2018,20.08,5.59,70371.01,1.87,5.77,['EconData_song']
RE-385a4b05,R-629d37ae,2019,1999.78,3.57,70682.55,3.91,5.43,['EconData_whose']
RE-c5aedb30,R-629d37ae,2020,786.87,3.72,24148.93,3.59,5.12,['EconData_training']
RE-cb8b377f,R-629d37ae,2021,190.61,18.97,94990.87,2.98,5.87,['EconData_player']
RE-3daaab4c,R-629d37ae,2022,1922.95,3.13,89980.83,2.5,9.48,['EconData_practice']
RE-4fea697f,R-629d37ae,2023,59.03,1.23,109933.22,1.09,6.88,['EconData_religious']
RE-59cefa5f,R-629d37ae,2024,1948.68,11.37,51210.04,3.96,5.44,['EconData_only']
RE-4f21b388,R-fb9b75f3,2018,362.44,4.06,50644.11,2.93,5.76,['EconData_quickly']
RE-9184b907,R-fb9b75f3,2019,1173.19,1.36,62478.54,3.23,3.8,['EconData_example']
RE-f7d716ee,R-fb9b75f3,2020,247.51,17.81,74444.39,2.75,5.28,['EconData_his']
RE-1e72c355,R-fb9b75f3,2021,658.56,3.16,59539.4,3.45,9.04,['EconData_company']
RE-da2b8785,R-fb9b75f3,2022,733.33,2.14,104622.23,2.17,4.36,['EconData_their']
RE-fb2b82ee,R-fb9b75f3,2023,690.09,12.43,70340.78,2.72,9.18,['EconData_work']
RE-3255f1ee,R-fb9b75f3,2024,729.3,2.87,25577.73,2.11,2.03,['EconData_challenge']
RE-7735bbe6,R-99650c22,2018,729.42,13.0,68049.07,2.21,3.18,['EconData_all']
RE-58f245df,R-99650c22,2019,828.57,9.22,116443.33,2.55,6.43,['EconData_get']
RE-28931bc3,R-99650c22,2020,1505.48,21.99,52150.03,1.73,7.56,['EconData_page']
RE-1af16996,R-99650c22,2021,432.38,23.98,82596.77,1.14,3.54,['EconData_seek']
RE-e0be27e1,R-99650c22,2022,946.45,22.76,30881.23,1.64,4.95,['EconData_media']
RE-1119a736,R-99650c22,2023,298.93,24.03,97301.13,1.98,7.53,['EconData_special']
RE-bf96c162,R-99650c22,2024,1633.5,9.9,49408.39,2.09,6.88,['EconData_place']
RE-f5b00ee1,R-2aa5d7ec,2018,828.69,7.86,15130.8,0.69,0.72,['EconData_news']
RE-d28f7b16,R-2aa5d7ec,2019,1821.04,16.41,69472.31,3.48,1.73,['EconData_reveal']
RE-6d4bafad,R-2aa5d7ec,2020,1643.22,0.67,60282.57,1.52,1.59,['EconData_night']
RE-df2c46b8,R-2aa5d7ec,2021,1733.53,21.27,107165.11,1.35,8.91,['EconData_fall']
RE-fa3f2c1f,R-2aa5d7ec,2022,539.96,24.22,102569.11,1.58,0.17,['EconData_religious']
RE-4f5ff7d8,R-2aa5d7ec,2023,1643.02,11.71,27969.47,0.69,3.27,['EconData_since']
RE-e4ebd088,R-2aa5d7ec,2024,1584.85,8.83,54314.06,3.15,8.24,['EconData_threat']
RE-bb58bf15,R-367aa6c5,2018,1150.78,12.8,36458.41,1.74,2.3,['EconData_hit']
RE-74370568,R-367aa6c5,2019,724.45,6.38,97855.93,1.7,5.58,['EconData_form']
RE-41eec645,R-367aa6c5,2020,1049.1,9.86,95003.42,3.92,4.15,['EconData_fly']
RE-ee534668,R-367aa6c5,2021,1456.15,14.44,46031.12,0.76,5.24,['EconData_color']
RE-d776c675,R-367aa6c5,2022,1524.98,23.49,14173.56,3.04,5.14,['EconData_scientist']
RE-d941de98,R-367aa6c5,2023,461.04,18.77,85375.81,0.7,4.31,['EconData_maybe']
RE-bd6f8825,R-367aa6c5,2024,1654.55,19.08,101382.6,1.98,6.35,['EconData_several']
RE-c95e4ac2,R-377b4f2e,2018,227.28,6.53,34586.18,2.32,0.15,['EconData_discuss']
RE-e1fac374,R-377b4f2e,2019,1802.15,11.84,30396.63,3.17,3.15,['EconData_about']
RE-51046286,R-377b4f2e,2020,625.22,13.05,26830.32,3.65,7.91,['EconData_hand']
RE-bb0ccbbe,R-377b4f2e,2021,443.65,0.17,23762.15,2.71,4.08,['EconData_nation']
RE-6d5c3133,R-377b4f2e,2022,658.17,22.51,71528.41,1.71,8.34,['EconData_break']
RE-6bd9ae7e,R-377b4f2e,2023,1658.74,11.87,49968.05,1.46,5.17,['EconData_item']
RE-90fab79e,R-377b4f2e,2024,462.39,3.56,51372.56,0.46,0.12,['EconData_wait']
RE-fb163a2c,R-2e4ef024,2018,1715.91,12.29,29715.39,1.4,4.23,['EconData_early']
RE-f82286d5,R-2e4ef024,2019,703.21,16.96,78678.39,2.8,6.45,['EconData_service']
RE-495da8b5,R-2e4ef024,2020,285.7,15.27,27305.54,3.17,5.89,['EconData_professional']
RE-511026f9,R-2e4ef024,2021,841.05,3.15,47805.64,1.08,5.22,['EconData_then']
RE-e98e775c,R-2e4ef024,2022,890.86,9.79,110541.64,3.95,3.66,['EconData_summer']
RE-036f3715,R-2e4ef024,2023,432.42,16.14,100882.04,2.73,2.21,['EconData_act']
RE-d38a9f9b,R-2e4ef024,2024,217.31,20.12,21126.68,0.01,1.14,['EconData_move']
RE-dad63d7d,R-def8bc04,2018,1974.64,7.53,117669.3,1.94,6.83,['EconData_bag']
RE-f647ec02,R-def8bc04,2019,1135.79,10.64,85889.48,1.68,8.8,['EconData_public']
RE-1bf74121,R-def8bc04,2020,435.36,3.0,111698.23,3.3,3.76,['EconData_near']
RE-c9d67c0a,R-def8bc04,2021,1459.1,3.52,45594.23,2.69,2.28,['EconData_sure']
RE-d752edb6,R-def8bc04,2022,1822.13,2.35,76551.35,2.48,7.31,['EconData_drive']
RE-bc8e68cb,R-def8bc04,2023,1165.73,20.24,100079.06,0.42,1.95,['EconData_could']
RE-3e07429a,R-def8bc04,2024,273.37,10.44,21001.42,1.73,5.14,['EconData_war']
RE-f9b39107,R-163fd09d,2018,317.12,8.53,55238.0,0.64,3.36,['EconData_necessary']
RE-fd86662e,R-163fd09d,2019,485.96,1.53,100704.93,1.08,5.99,['EconData_buy']
RE-90a208bc,R-163fd09d,2020,1131.72,13.12,67543.3,0.38,8.49,['EconData_heart']
RE-0a9fadb1,R-163fd09d,2021,1455.3,11.29,80074.29,1.51,6.42,['EconData_page']
RE-71d67efe,R-163fd09d,2022,1299.76,20.37,43515.5,3.39,7.94,['EconData_gas']
RE-9c06dd58,R-163fd09d,2023,1322.87,1.9,29458.07,0.69,5.47,['EconData_low']
RE-efa17ecc,R-163fd09d,2024,1967.22,17.74,119103.27,2.58,1.91,['EconData_could']
RE-fee3bbd1,R-b1296082,2018,1523.47,16.9,98796.19,0.55,8.45,['EconData_lay']
RE-08e821bf,R-b1296082,2019,347.8,16.57,111243.69,0.18,0.8,['EconData_likely']
RE-928437a5,R-b1296082,2020,1766.57,1.59,80035.08,2.33,6.48,['EconData_such']
RE-867580e2,R-b1296082,2021,520.45,15.72,58903.4,2.77,8.4,['EconData_laugh']
RE-9546802a,R-b1296082,2022,300.82,10.48,61461.64,3.05,2.56,['EconData_reduce']
RE-9dcba8fe,R-b1296082,2023,997.55,14.73,86803.42,0.65,3.11,['EconData_until']
RE-b6d99e0a,R-b1296082,2024,1990.12,16.07,55917.6,0.74,2.01,['EconData_nation']
RE-e7d5974f,R-898edd39,2018,1378.98,22.72,20348.55,2.87,3.65,['EconData_media']
RE-ddc143cd,R-898edd39,2019,1485.02,15.49,75572.91,1.21,2.28,['EconData_star']
RE-a715314f,R-898edd39,2020,1201.1,1.38,48462.07,1.91,8.75,['EconData_team']
RE-e5778b85,R-898edd39,2021,297.54,12.55,41106.12,1.06,7.88,['EconData_outside']
RE-9084dca7,R-898edd39,2022,1173.31,19.82,100801.58,0.31,9.84,['EconData_often']
RE-0c4da9c5,R-898edd39,2023,1936.25,1.69,16665.48,1.38,8.53,['EconData_table']
RE-88eb9e0d,R-898edd39,2024,1035.23,4.01,46577.47,2.78,1.7,['EconData_majority']
RE-89d86a34,R-50779f07,2018,1909.55,24.88,44060.19,3.23,6.37,['EconData_interesting']
RE-5c61be9d,R-50779f07,2019,293.36,7.03,72430.83,3.85,0.39,['EconData_also']
RE-be00c523,R-50779f07,2020,743.62,6.0,84461.29,2.02,6.74,['EconData_growth']
RE-9769e3ef,R-50779f07,2021,1168.19,4.19,103502.87,3.31,2.52,['EconData_PM']
RE-c2d5b441,R-50779f07,2022,1386.37,10.81,86541.64,1.41,0.45,['EconData_benefit']
RE-816da046,R-50779f07,2023,1352.61,17.74,14550.27,1.46,3.63,['EconData_series']
RE-036ff44d,R-50779f07,2024,1170.59,10.28,40267.19,0.5,0.39,['EconData_central']
RE-5cfa620d,R-2ea7c139,2018,1344.94,8.98,55647.79,0.21,7.67,['EconData_quite']
RE-2b466550,R-2ea7c139,2019,1548.46,16.75,114333.36,3.81,8.87,['EconData_live']
RE-b4af8da0,R-2ea7c139,2020,1139.57,24.77,71058.79,0.22,4.49,['EconData_others']
RE-dd6522ff,R-2ea7c139,2021,1558.76,16.99,37312.9,3.22,7.96,['EconData_talk']
RE-399b1c10,R-2ea7c139,2022,488.31,3.03,103781.76,3.58,2.32,['EconData_miss']
RE-83249e3f,R-2ea7c139,2023,974.66,18.8,15216.28,2.54,5.47,['EconData_travel']
RE-13f4beff,R-2ea7c139,2024,215.05,24.84,76781.34,2.38,9.31,['EconData_certainly']
RE-dfdbb3b0,R-6539e69c,2018,1975.04,20.24,111535.85,1.67,6.82,['EconData_month']
RE-88fc4bc2,R-6539e69c,2019,1439.21,10.8,40295.23,0.09,6.58,['EconData_oil']
RE-64a844dd,R-6539e69c,2020,797.29,6.27,71870.42,3.18,0.6,['EconData_charge']
RE-d1185adf,R-6539e69c,2021,761.63,18.12,88906.17,3.4,5.06,['EconData_environment']
RE-1a20ea94,R-6539e69c,2022,1002.67,13.76,115706.78,2.58,9.75,['EconData_stuff']
RE-6220d0ff,R-6539e69c,2023,987.13,11.88,29994.06,2.54,7.49,['EconData_there']
RE-c214765e,R-6539e69c,2024,1369.12,23.28,89252.29,1.54,3.94,['EconData_through']
RE-a83d56ae,R-4035e76b,2018,829.25,14.55,58950.12,0.68,4.44,['EconData_wait']
RE-9ac2d461,R-4035e76b,2019,214.17,14.4,73981.29,2.84,7.49,['EconData_laugh']
RE-6073a38d,R-4035e76b,2020,940.59,12.14,37088.5,2.04,1.38,['EconData_decision']
RE-cab7eea0,R-4035e76b,2021,1189.86,21.51,91207.27,0.33,3.31,['EconData_hand']
RE-1ae23b78,R-4035e76b,2022,963.51,15.4,52201.96,0.33,2.74,['EconData_only']
RE-6c7babde,R-4035e76b,2023,1342.74,9.13,77534.69,1.1,4.13,['EconData_red']
RE-f9664674,R-4035e76b,2024,1736.69,14.3,61433.54,2.98,1.17,['EconData_hair']
RE-e2b8d8c7,R-a7ad00b8,2018,850.96,20.47,66084.61,3.54,4.18,['EconData_scientist']
RE-e12fd07c,R-a7ad00b8,2019,1576.92,21.78,63536.2,3.16,2.04,['EconData_stage']
RE-6a3bcb81,R-a7ad00b8,2020,1300.67,4.44,76491.15,1.31,5.31,['EconData_police']
RE-73160190,R-a7ad00b8,2021,1422.35,22.46,97168.77,0.26,1.12,['EconData_discover']
RE-e88e65fe,R-a7ad00b8,2022,117.03,0.26,37719.69,3.46,1.85,['EconData_check']
RE-cb288477,R-a7ad00b8,2023,1050.92,2.96,77174.6,1.05,2.68,['EconData_away']
RE-c979ad1e,R-a7ad00b8,2024,833.15,2.12,92147.16,1.53,2.05,['EconData_artist']
RE-c23c60b7,R-a16fdac9,2018,932.57,1.35,86557.01,3.27,7.5,['EconData_pretty']
RE-6b255006,R-a16fdac9,2019,1110.97,17.36,107588.9,3.89,0.5,['EconData_only']
RE-fc89ceff,R-a16fdac9,2020,998.55,7.95,119950.76,1.02,2.8,['EconData_glass']
RE-1e5fcec9,R-a16fdac9,2021,209.26,4.78,20964.63,3.05,9.76,['EconData_have']
RE-5c0976ea,R-a16fdac9,2022,301.97,10.19,88286.18,3.97,7.17,['EconData_impact']
RE-77933ca4,R-a16fdac9,2023,1204.18,3.94,79014.85,1.08,9.65,['EconData_future']
RE-de21c585,R-a16fdac9,2024,212.51,9.3,71428.24,1.72,7.81,['EconData_technology']
RE-58f2ee68,R-8e793b02,2018,451.97,5.4,24999.43,1.71,6.8,['EconData_medical']
RE-82a35ead,R-8e793b02,2019,1707.87,21.99,115098.89,2.49,5.2,['EconData_important']
RE-e3e53542,R-8e793b02,2020,852.44,13.38,52340.76,2.21,7.73,['EconData_offer']
RE-51606b7a,R-8e793b02,2021,1834.89,10.04,25444.01,2.8,2.8,['EconData_activity']
RE-c0ce8ec3,R-8e793b02,2022,837.6,18.44,85053.0,0.9,5.45,['EconData_business']
RE-0ed124bd,R-8e793b02,2023,746.7,14.8,101101.17,1.32,4.76,['EconData_modern']
RE-6e055cab,R-8e793b02,2024,627.05,11.21,65960.95,1.46,5.54,['EconData_no']
RE-3d877ae0,R-e2a16024,2018,1055.43,15.52,14126.69,0.32,1.17,['EconData_challenge']
RE-3e557d1b,R-e2a16024,2019,516.1,12.51,60245.87,2.49,4.44,['EconData_year']
RE-b5705fc6,R-e2a16024,2020,1694.19,16.26,72589.82,3.69,6.47,['EconData_ten']
RE-d5b799ed,R-e2a16024,2021,1201.76,8.31,71021.39,1.0,9.26,['EconData_piece']
RE-91c96a97,R-e2a16024,2022,1307.54,24.76,43848.99,3.21,3.29,['EconData_push']
RE-5f3a3ba1,R-e2a16024,2023,89.5,12.86,75672.97,1.89,2.79,['EconData_Congress']
RE-ae694546,R-e2a16024,2024,541.78,14.96,56897.71,3.67,0.58,['EconData_knowledge']
RE-d6e8fd85,R-b8c66b28,2018,660.24,11.13,30139.9,3.84,4.0,['EconData_move']
RE-10ff2d4b,R-b8c66b28,2019,1783.96,5.14,46334.33,1.87,9.73,['EconData_yes']
RE-19c27cdd,R-b8c66b28,2020,1201.68,22.92,22460.44,1.5,0.64,['EconData_of']
RE-a144ab07,R-b8c66b28,2021,1618.23,24.12,101041.34,1.64,1.02,['EconData_sense']
RE-a33a6e57,R-b8c66b28,2022,1774.79,15.51,98870.15,3.57,7.52,['EconData_start']
RE-22da0f52,R-b8c66b28,2023,1682.61,16.21,70267.93,2.63,2.93,['EconData_power']
RE-561c97e3,R-b8c66b28,2024,1202.76,3.65,114989.23,1.7,8.42,['EconData_near']
RE-0f221df4,R-06844744,2018,888.24,6.87,103678.07,0.09,3.52,['EconData_home']
RE-5f8f8904,R-06844744,2019,161.36,19.92,58410.42,2.76,2.1,['EconData_beautiful']
RE-240d9a32,R-06844744,2020,1696.26,3.58,50313.41,0.82,9.61,['EconData_health']
RE-6328b22d,R-06844744,2021,1672.88,13.62,67107.96,2.28,0.63,['EconData_hair']
RE-4554bd6a,R-06844744,2022,741.4,18.83,63234.37,3.41,9.6,['EconData_program']
RE-5423d831,R-06844744,2023,105.51,11.0,80684.15,3.14,5.91,['EconData_blood']
RE-4248a04d,R-06844744,2024,1637.2,7.5,32732.29,1.61,3.03,['EconData_people']
RE-16329364,R-9bd580b7,2018,1260.92,4.46,103074.74,1.27,6.45,['EconData_including']
RE-60009d21,R-9bd580b7,2019,1849.74,23.18,72817.55,2.85,2.59,['EconData_go']
RE-dc4a4d8b,R-9bd580b7,2020,1942.76,12.39,10330.98,1.84,7.94,['EconData_system']
RE-43992e2b,R-9bd580b7,2021,1580.11,8.3,116549.53,0.75,4.09,['EconData_leg']
RE-60fe21db,R-9bd580b7,2022,594.36,13.36,13911.67,1.92,9.82,['EconData_recognize']
RE-df6d6b6e,R-9bd580b7,2023,490.8,15.79,93847.3,1.98,4.52,['EconData_song']
RE-a6ca7398,R-9bd580b7,2024,1184.43,24.89,20112.35,0.49,7.44,['EconData_open']
RE-d1829367,R-e23c98bc,2018,302.74,5.47,24018.02,2.77,6.01,['EconData_ball']
RE-a3b7c843,R-e23c98bc,2019,272.01,15.77,37041.63,3.48,1.99,['EconData_it']
RE-44a2d461,R-e23c98bc,2020,912.97,2.0,70604.21,1.61,8.85,['EconData_race']
RE-a5b3e797,R-e23c98bc,2021,1184.65,6.97,116808.64,1.52,4.4,['EconData_poor']
RE-2a9a00dc,R-e23c98bc,2022,1603.11,12.89,10434.75,0.79,9.74,['EconData_brother']
RE-09c97114,R-e23c98bc,2023,1393.46,15.49,28948.75,2.19,5.06,['EconData_space']
RE-90360862,R-e23c98bc,2024,1039.65,11.44,33886.55,2.19,5.3,['EconData_manage']
RE-b2365133,R-57de5530,2018,1841.89,4.8,62098.13,3.76,6.83,['EconData_war']
RE-fe9a8751,R-57de5530,2019,1433.29,15.21,32303.48,3.96,0.97,['EconData_city']
RE-5ef02149,R-57de5530,2020,758.65,3.77,98346.09,0.29,5.95,['EconData_trip']
RE-ae71b09d,R-57de5530,2021,719.41,2.23,85755.98,3.3,5.25,['EconData_source']
RE-d5ba5d1a,R-57de5530,2022,535.52,3.87,23323.78,0.5,8.09,['EconData_day']
RE-44bcbb77,R-57de5530,2023,1094.27,15.58,106384.08,0.86,4.29,['EconData_business']
RE-16d8807b,R-57de5530,2024,242.25,4.88,109527.87,0.18,8.12,['EconData_enough']
RE-b12311d3,R-385f848c,2018,114.3,21.94,27575.58,0.4,2.62,['EconData_school']
RE-72bda601,R-385f848c,2019,944.78,12.08,16791.61,2.05,2.57,['EconData_agree']
RE-2bcb1346,R-385f848c,2020,1907.0,3.0,38833.95,3.63,7.96,['EconData_evidence']
RE-c590b495,R-385f848c,2021,413.52,20.65,90095.21,0.72,4.75,['EconData_can']
RE-4056aedb,R-385f848c,2022,547.14,7.08,109013.29,3.49,0.56,['EconData_give']
RE-cc731993,R-385f848c,2023,1833.78,15.3,55449.65,0.64,4.78,['EconData_employee']
RE-287dd219,R-385f848c,2024,1481.69,12.59,104894.59,2.08,6.63,['EconData_hard']
RE-de330ba3,R-af0e3d34,2018,1206.32,21.68,76445.67,3.78,3.29,['EconData_fly']
RE-e4e21155,R-af0e3d34,2019,1154.22,10.27,76036.94,0.39,1.58,['EconData_us']
RE-61fbec54,R-af0e3d34,2020,233.07,19.45,94036.36,0.4,0.16,['EconData_natural']
RE-33cdfd36,R-af0e3d34,2021,822.47,1.83,117278.97,2.58,9.43,['EconData_black']
RE-3c9a00e0,R-af0e3d34,2022,549.93,9.44,107871.44,0.69,0.18,['EconData_cup']
RE-6c7c9975,R-af0e3d34,2023,1876.9,2.92,62155.0,2.36,3.14,['EconData_many']
RE-b65c2444,R-af0e3d34,2024,459.93,2.6,91380.08,0.49,8.61,['EconData_animal']
RE-ed75ea0a,R-e6235760,2018,723.49,10.11,102667.07,1.86,9.73,['EconData_course']
RE-8c140966,R-e6235760,2019,1061.77,16.31,36532.68,2.37,2.94,['EconData_later']
RE-993ae67e,R-e6235760,2020,1639.62,2.41,60266.59,0.42,3.6,['EconData_where']
RE-0676ea63,R-e6235760,2021,1164.81,12.65,81260.23,2.47,4.48,['EconData_stop']
RE-c980906e,R-e6235760,2022,1009.32,7.58,100433.01,3.12,4.29,['EconData_work']
RE-f36aaf8f,R-e6235760,2023,735.18,8.25,60443.81,0.0,4.69,['EconData_special']
RE-e63feecd,R-e6235760,2024,418.86,6.99,73332.36,1.2,0.1,['EconData_my']
RE-bd99fcd4,R-266f1e58,2018,1785.15,22.68,46531.1,3.97,6.5,['EconData_travel']
RE-b06414f2,R-266f1e58,2019,379.86,24.04,93418.86,0.75,3.06,['EconData_party']
RE-e2c465a3,R-266f1e58,2020,528.96,6.41,94480.94,1.45,4.22,['EconData_site']
RE-44a94735,R-266f1e58,2021,1878.57,18.71,96136.64,3.44,2.01,['EconData_reality']
RE-c1587bb5,R-266f1e58,2022,439.31,18.42,87001.17,1.33,3.29,['EconData_country']
RE-c0148c82,R-266f1e58,2023,1312.37,15.87,81449.32,2.74,6.37,['EconData_arrive']
RE-3fb5b639,R-266f1e58,2024,412.56,3.4,80169.55,3.73,4.92,['EconData_then']
RE-c59193ea,R-9bda29d3,2018,1306.56,15.68,90812.15,3.54,2.14,['EconData_adult']
RE-e2c13f3c,R-9bda29d3,2019,597.48,18.61,89951.57,1.33,0.2,['EconData_tree']
RE-db2f7b2e,R-9bda29d3,2020,1780.46,14.09,25198.22,2.6,3.37,['EconData_group']
RE-135f2d9e,R-9bda29d3,2021,49.3,17.64,88739.13,3.9,5.2,['EconData_oil']
RE-b0d748d7,R-9bda29d3,2022,955.33,4.4,101238.94,0.46,6.54,['EconData_compare']
RE-d8a8312f,R-9bda29d3,2023,1773.62,21.81,105453.09,0.88,1.1,['EconData_apply']
RE-0265a96a,R-9bda29d3,2024,540.66,16.5,28623.79,1.94,1.46,['EconData_population']
RE-c13e40dd,R-0aed0ffe,2018,295.42,15.73,118802.2,2.12,0.99,['EconData_effort']
RE-9c09d37e,R-0aed0ffe,2019,978.21,13.51,116084.97,3.64,8.7,['EconData_tree']
RE-cc97b92e,R-0aed0ffe,2020,282.44,4.76,16355.6,3.92,2.23,['EconData_hair']
RE-e0fc9487,R-0aed0ffe,2021,1869.95,21.1,73213.67,1.57,1.96,['EconData_little']
RE-fbeb9f6c,R-0aed0ffe,2022,1030.39,24.93,78233.37,2.16,0.65,['EconData_film']
RE-6a033518,R-0aed0ffe,2023,834.36,8.18,95585.06,0.47,4.44,['EconData_until']
RE-a31da9f3,R-0aed0ffe,2024,1300.24,0.33,108432.7,2.98,6.95,['EconData_feel']
RE-4ae12438,R-8bed91e7,2018,559.42,0.61,22392.25,1.0,4.98,['EconData_wear']
RE-d430d700,R-8bed91e7,2019,1882.5,4.95,27246.31,1.11,4.51,['EconData_attention']
RE-29781b9e,R-8bed91e7,2020,872.52,3.52,112507.01,2.82,7.97,['EconData_news']
RE-318d8feb,R-8bed91e7,2021,879.44,6.71,81662.81,0.27,4.56,['EconData_book']
RE-be5751c1,R-8bed91e7,2022,1658.83,16.87,102597.38,0.27,5.75,['EconData_feeling']
RE-fc90f109,R-8bed91e7,2023,1381.96,9.54,93188.04,3.86,0.69,['EconData_wonder']
RE-e21dda24,R-8bed91e7,2024,1837.76,3.78,26785.96,1.71,8.8,['EconData_job']
RE-99cd8b14,R-9ec4c469,2018,1223.47,1.15,74470.37,1.22,4.96,['EconData_under']
RE-06fdc1ab,R-9ec4c469,2019,1679.13,3.65,112464.95,3.5,5.52,['EconData_person']
RE-7e6a8256,R-9ec4c469,2020,297.45,1.9,29313.21,3.0,1.84,['EconData_recognize']
RE-da47abea,R-9ec4c469,2021,1811.2,16.57,119290.7,2.22,2.18,['EconData_stage']
RE-84148f86,R-9ec4c469,2022,1401.18,24.36,94542.59,3.88,2.85,['EconData_gun']
RE-026502d0,R-9ec4c469,2023,1024.5,19.0,51944.18,2.26,4.82,['EconData_response']
RE-f20be43f,R-9ec4c469,2024,210.29,0.64,16760.11,1.04,7.9,['EconData_public']
RE-ec667ecf,R-40aea921,2018,1026.45,10.52,113052.73,3.61,6.73,['EconData_answer']
RE-66b56b04,R-40aea921,2019,811.04,7.85,103912.03,3.9,3.07,['EconData_voice']
RE-354c550c,R-40aea921,2020,392.17,18.94,113175.78,0.73,1.69,['EconData_maybe']
RE-1107feb0,R-40aea921,2021,392.63,19.42,39410.52,3.08,4.91,['EconData_sister']
RE-f7e4cf7a,R-40aea921,2022,677.2,12.02,34003.85,2.79,5.93,['EconData_attention']
RE-dfaf1158,R-40aea921,2023,1045.64,14.75,102601.14,2.92,4.35,['EconData_see']
RE-2b040ba0,R-40aea921,2024,1072.55,20.6,74055.9,1.11,9.14,['EconData_first']
RE-f8d0ca8e,R-a175108e,2018,46.64,9.81,67893.44,0.83,0.01,['EconData_avoid']
RE-c6d63925,R-a175108e,2019,1559.83,10.04,78955.13,1.46,2.45,['EconData_story']
RE-a0565d46,R-a175108e,2020,1419.4,20.44,45449.16,1.53,9.64,['EconData_hour']
RE-e9ea8353,R-a175108e,2021,340.38,18.24,38427.47,2.75,7.47,['EconData_something']
RE-35bcb274,R-a175108e,2022,616.09,10.06,67958.97,3.97,4.42,['EconData_morning']
RE-49fe627c,R-a175108e,2023,520.14,24.21,96929.1,3.83,1.72,['EconData_arm']
RE-1691849e,R-a175108e,2024,1371.98,14.94,22275.01,0.14,5.55,['EconData_test']
RE-1edab4e7,R-e27a5ff1,2018,232.9,24.18,63305.34,1.13,7.65,['EconData_sense']
RE-d742b466,R-e27a5ff1,2019,128.18,12.46,111831.8,1.17,6.6,['EconData_especially']
RE-23cdf568,R-e27a5ff1,2020,237.51,1.48,46410.02,0.9,5.78,['EconData_key']
RE-7f79d9b0,R-e27a5ff1,2021,698.87,14.49,71515.68,1.68,5.87,['EconData_have']
RE-e83ad3a0,R-e27a5ff1,2022,1996.09,1.36,116442.76,0.37,8.36,['EconData_lose']
RE-a321af97,R-e27a5ff1,2023,359.95,3.73,25371.58,1.62,3.12,['EconData_catch']
RE-aef86489,R-e27a5ff1,2024,604.14,15.44,52521.66,2.05,6.36,['EconData_bank']
RE-9b1c2357,R-882fec77,2018,402.42,1.7,62458.49,2.22,0.21,['EconData_bill']
RE-a9acd80e,R-882fec77,2019,578.39,14.01,106357.96,1.67,9.4,['EconData_old']
RE-ce774f58,R-882fec77,2020,79.86,1.87,11574.81,2.55,1.2,['EconData_likely']
RE-2f7d4367,R-882fec77,2021,850.25,0.5,18699.39,2.77,8.4,['EconData_summer']
RE-f72e84d7,R-882fec77,2022,612.5,2.76,105762.07,3.98,3.37,['EconData_what']
RE-8401a264,R-882fec77,2023,1596.47,8.01,115780.89,3.23,6.58,['EconData_choose']
RE-342a1a14,R-882fec77,2024,1800.59,6.2,114714.37,0.13,9.69,['EconData_most']
RE-8ad642b3,R-a3f86a25,2018,433.58,15.49,17231.13,1.34,4.99,['EconData_seat']
RE-13035736,R-a3f86a25,2019,1547.28,22.23,88709.43,2.7,9.76,['EconData_social']
RE-a98f157e,R-a3f86a25,2020,690.4,2.06,109116.54,3.11,2.46,['EconData_nor']
RE-335237b8,R-a3f86a25,2021,1449.59,9.67,95843.48,0.77,7.1,['EconData_ever']
