region_id,name,country,sub_region,population,major_metropolitan_areas,energy_regulatory_body,data_source_references
R-2d54c6c2,Rodriguezstad,Montserrat,Maine,12885094,"['New Ericstad', 'Vickieport', 'Toddberg']",RegBody_change,['Source_step']
R-a16196d0,Williamsport,Tuvalu,Maine,12564587,['East Lori'],RegBody_middle,['Source_able']
R-ae84f317,New Michaelton,Israel,New Mexico,7945761,"['Arielmouth', 'Alvarezberg']",RegBody_sound,['Source_certainly']
R-127fe0fc,Gillmouth,Canada,Washington,939687,"['Christopherchester', 'Hallfurt', 'Ambermouth']",RegBody_simply,['Source_fall']
R-4f50e303,Port Gabrieltown,Montserrat,South Dakota,18937705,"['Annville', 'East Stephanieside']",RegBody_part,['Source_sometimes']
R-dd767270,New Aimeefort,Macao,Alaska,7527850,"['Lake Sharonburgh', 'West Kristinbury', 'Millerside']",RegBody_policy,['Source_full']
R-87771dcb,Chapmanfort,Tokelau,Alaska,2221211,"['Samuelchester', 'Port Allisonfurt', 'Christopherville']",RegBody_number,['Source_concern']
R-424289bd,Douglasview,Seychelles,Colorado,15678233,"['West Stephanie', 'North Christina', 'Howardton']",RegBody_fire,['Source_in']
R-ce1d75e6,West Douglasmouth,Eritrea,Missouri,10239819,"['North Jamesshire', 'South William', 'Averyview']",RegBody_ask,['Source_friend']
R-bcdad789,Tranland,Liberia,Alaska,13800135,['Schultztown'],RegBody_exist,['Source_once']
R-7231df30,East Kathrynberg,Gabon,Oregon,4790138,['Griffinhaven'],RegBody_Democrat,['Source_stay']
R-3e27631c,West Amber,Chile,Kansas,1348631,"['Aliside', 'Williamsmouth']",RegBody_themselves,['Source_pressure']
R-bf805b7d,Deniseburgh,Afghanistan,Arkansas,16629739,['Nelsonview'],RegBody_those,['Source_response']
R-4daf18e0,Kiddborough,Myanmar,North Carolina,3361222,['Brandonside'],RegBody_order,['Source_available']
R-bff7802b,Christopherville,Switzerland,Florida,18137071,['Natalieborough'],RegBody_popular,['Source_mother']
R-cff35421,Nicolemouth,North Macedonia,Kentucky,13140790,"['Nelsonmouth', 'Jasonmouth']",RegBody_admit,['Source_white']
R-fae32e72,Lake Sandra,New Caledonia,New Mexico,12549080,"['North Emilychester', 'Farmerside', 'Port Nancyland']",RegBody_nothing,['Source_allow']
R-8ba7298d,Chambersstad,Suriname,Missouri,18225852,"['Paultown', 'South Mitchellborough']",RegBody_light,['Source_act']
R-015ccf53,Lake Andrew,Fiji,Utah,19807871,"['Jamesport', 'East Tina', 'Benjaminfort']",RegBody_west,['Source_score']
R-f71fe32c,North James,Swaziland,South Dakota,5284928,"['Rodriguezview', 'Jacksonborough']",RegBody_receive,['Source_single']
R-9d541ca8,North Brianna,Samoa,California,3422614,"['West Sarah', 'New Jessica']",RegBody_eye,['Source_dark']
R-f748baec,Lake Ericaview,Pitcairn Islands,Oklahoma,13794096,"['Smithchester', 'Port Sheilachester']",RegBody_three,['Source_investment']
R-9a82c577,Davidhaven,Lao People's Democratic Republic,New York,1197776,"['Zacharyton', 'North Joshua', 'Patelmouth']",RegBody_accept,['Source_including']
R-8c5bc12c,West Christopher,Montserrat,Alaska,12532922,['Lake Rodney'],RegBody_bad,['Source_whose']
R-f70e0b68,East Frank,Georgia,California,14977467,"['North Timothytown', 'Marybury']",RegBody_box,['Source_material']
R-5573f16f,West Marissa,Swaziland,Michigan,8022625,"['North Kimberly', 'Duranmouth']",RegBody_particular,['Source_capital']
R-e65c0df5,North Sabrinafurt,Germany,Vermont,3433787,"['Port Davidmouth', 'West Cherylchester', 'North Ericaside']",RegBody_area,['Source_financial']
R-400c6125,Moraleschester,Djibouti,Rhode Island,12425715,"['South Patrickchester', 'West Debratown', 'Holmesshire']",RegBody_data,['Source_box']
R-57983a78,North Brookeland,Nauru,Illinois,12135097,['Lake William'],RegBody_hear,['Source_know']
R-35efa99f,Hardymouth,Colombia,Kansas,13459349,"['Port Bradley', 'West Breanna']",RegBody_must,['Source_reach']
R-f4244fa4,Larryside,Singapore,Georgia,6468918,['South Kyle'],RegBody_gun,['Source_film']
R-a41d4d49,Tarahaven,Namibia,Texas,15357783,['North John'],RegBody_tell,['Source_thing']
R-52654d8d,South Mauriceborough,Northern Mariana Islands,Illinois,7217090,"['West Jaimefort', 'Greenemouth', 'Christinachester']",RegBody_get,['Source_commercial']
R-c0f24dd4,South Nancyton,Lithuania,Iowa,816637,['Lake Jeffreybury'],RegBody_man,['Source_price']
R-21ab763d,East Timothy,Seychelles,Michigan,11290710,['Harrisburgh'],RegBody_that,['Source_according']
R-6574531d,Alejandrostad,Antarctica (the territory South of 60 deg S),Oklahoma,4325304,"['East Kellyborough', 'Bradleytown', 'East Justin']",RegBody_discuss,['Source_value']
R-1b50f03a,Jennifermouth,Tanzania,Oklahoma,6985556,['East James'],RegBody_control,['Source_threat']
R-b1b8f3d1,Reneetown,Switzerland,Utah,18696127,['South Diana'],RegBody_value,['Source_bring']
R-0b4118eb,Sharonport,Korea,Kansas,19775751,['Lisaburgh'],RegBody_yeah,['Source_new']
R-3e04c5aa,Johnsland,British Indian Ocean Territory (Chagos Archipelago),Georgia,7918138,"['Port Jake', 'Bensonmouth']",RegBody_place,['Source_laugh']
R-bdc15954,North Kathryn,Namibia,Illinois,5051096,"['Kristinemouth', 'North Crystal', 'Moniquehaven']",RegBody_pattern,['Source_various']
R-266b5719,Clarkland,Slovenia,New Mexico,195145,"['East Williamhaven', 'Victormouth']",RegBody_country,['Source_fund']
R-2de39fb4,Aliciafort,Saint Barthelemy,New York,4954922,['Adamsfurt'],RegBody_pull,['Source_will']
R-c60e3768,East Jeffreyborough,Korea,Kansas,18226622,"['Robinsonchester', 'Duncanstad']",RegBody_environmental,['Source_oil']
R-a0f60a59,East Karenport,Kenya,North Dakota,5955151,['Jerryton'],RegBody_make,['Source_music']
R-2492c012,Ronaldmouth,Jersey,Nebraska,965038,['Lindamouth'],RegBody_explain,['Source_idea']
R-92391289,East Scottview,Oman,California,598629,"['Rachelport', 'Port Joshuabury']",RegBody_billion,['Source_by']
R-b589ce3a,West Benjaminborough,Grenada,Illinois,8083659,"['Johnview', 'Lake Cassandra', 'Port Karen']",RegBody_sister,['Source_of']
R-1d7b2ffa,Alanport,Finland,Minnesota,10963967,['Bautistashire'],RegBody_sometimes,['Source_reality']
R-3488b1ca,South Destinyberg,Tonga,Montana,5946732,"['East Jennifer', 'South Jesus']",RegBody_people,['Source_stock']
R-1800349a,Sharpmouth,Guam,Colorado,1858219,['Meganchester'],RegBody_speech,['Source_year']
R-f4b32fdd,Clarkmouth,Timor-Leste,Oklahoma,14225092,"['West Donberg', 'Sherrytown', 'Cochranstad']",RegBody_group,['Source_down']
R-6954b7ec,Simmonsfurt,Serbia,Wyoming,3913437,"['Marktown', 'East Ericmouth', 'Bairdborough']",RegBody_include,['Source_attack']
R-088b42cf,Lopezville,Greenland,Oregon,2232653,"['Fowlerport', 'East Damonside']",RegBody_cost,['Source_almost']
R-ac9565cd,Johnsonborough,Bangladesh,Missouri,15141620,"['Jamieport', 'South Brianhaven']",RegBody_activity,['Source_Congress']
R-5ff7d633,Michelechester,India,Hawaii,17321408,"['East Amandafort', 'South Stephanieborough', 'Port Jamie']",RegBody_lay,['Source_television']
R-840bedbe,Mooreshire,Wallis and Futuna,Maryland,3759245,"['New Jennifer', 'Hilltown']",RegBody_character,['Source_like']
R-779257b6,Port Reginaldbury,Malta,Michigan,17006021,['Stevensshire'],RegBody_among,['Source_since']
R-74f5cb04,West Debbiemouth,Guatemala,Vermont,1555089,"['Peterburgh', 'Wrightchester', 'Cruzburgh']",RegBody_say,['Source_outside']
R-ff1ca30f,South Hollyton,Dominican Republic,Hawaii,17596999,"['Nicoleside', 'Elizabethland']",RegBody_save,['Source_she']
R-eeb207b4,South Robert,Serbia,Oklahoma,15469356,"['West Charlesville', 'Robertburgh', 'Jaredton']",RegBody_maintain,['Source_agreement']
R-9dbaf577,Lake Heathermouth,Hong Kong,Michigan,1145242,['Foleyfurt'],RegBody_always,['Source_action']
R-c6d739fa,Dannyberg,Greece,Texas,16171965,"['Washingtonland', 'New Dianemouth']",RegBody_challenge,['Source_market']
R-d90c1b94,Mckenzieburgh,Taiwan,Alaska,14403369,"['East Kellyside', 'Jacksontown', 'Ericstad']",RegBody_could,['Source_direction']
R-75e88960,Lake Amandamouth,Qatar,Arkansas,3722597,"['South Hannahmouth', 'New Adamfurt']",RegBody_speak,['Source_defense']
R-4367b85a,West Regina,Cook Islands,Colorado,14983482,['South Anthonytown'],RegBody_green,['Source_tend']
R-6bef309c,Lake Elizabeth,Cyprus,Connecticut,2810878,"['Lake Gary', 'Huntmouth']",RegBody_future,['Source_or']
R-000e2d8e,New Jamie,Mauritius,Montana,5077257,['Martinezborough'],RegBody_born,['Source_heavy']
R-0b83077b,Glennfurt,Palau,Massachusetts,4334287,"['South Jasonbury', 'Lake Lisastad']",RegBody_animal,['Source_audience']
R-c01bf2fe,South Kevin,Netherlands Antilles,New York,19741579,"['Lake Amandashire', 'West Susan', 'Tinafurt']",RegBody_resource,['Source_window']
R-fd4252b4,West Gregory,Senegal,Vermont,11011412,"['Tiffanyfort', 'West Andresshire']",RegBody_list,['Source_idea']
R-b3267160,New Briana,American Samoa,Iowa,17902533,"['New Katherineville', 'Joelchester']",RegBody_sometimes,['Source_either']
R-008079a8,North Devinfort,French Polynesia,Illinois,15324163,"['South James', 'East Sandramouth', 'Dennismouth']",RegBody_quickly,['Source_stop']
R-d86eedb2,New Latoyachester,Oman,Maine,14535094,['East Melaniemouth'],RegBody_guess,['Source_eight']
R-4f9e6773,New Brian,United States Virgin Islands,Texas,3939099,"['Port Grace', 'New Monique', 'Isaiahtown']",RegBody_attention,['Source_true']
R-630b3cb7,Jonesborough,Austria,South Dakota,18599740,"['East David', 'New Ana', 'East William']",RegBody_last,['Source_share']
R-ebaa22f8,Collinsborough,Ecuador,Nevada,7314976,"['New John', 'Barbaraborough']",RegBody_expert,['Source_travel']
R-b279b860,Millerstad,Indonesia,Missouri,15251668,['South Scott'],RegBody_mouth,['Source_poor']
R-1d13b9c1,Wolffort,Angola,Wisconsin,13985279,"['Simmonsland', 'Brookeberg']",RegBody_on,['Source_short']
R-ccb1e97f,West Oscar,Gambia,New Jersey,15316898,"['Nicholasfort', 'West Derrickfort']",RegBody_deal,['Source_clear']
R-4ac53bb0,North Alexander,Macao,Washington,14058296,"['Travischester', 'Wallerstad', 'Burnsshire']",RegBody_avoid,['Source_issue']
R-d639c88c,North Paulshire,Central African Republic,Illinois,3290551,"['Kruegerstad', 'Reidstad']",RegBody_same,['Source_article']
R-4c3865cd,Housebury,Ecuador,New Mexico,14419823,"['Port Michaeltown', 'West Catherine']",RegBody_yet,['Source_responsibility']
R-bf22d899,West John,Mozambique,Texas,8652682,"['North Darryl', 'Lake Jenniferfurt']",RegBody_information,['Source_seat']
R-975e9810,New Reneechester,Chad,Nevada,5221712,"['Heatherhaven', 'Willischester', 'North Daisystad']",RegBody_teach,['Source_character']
R-6630b857,Kaitlynfurt,Qatar,Maryland,16013789,['East Lisatown'],RegBody_bill,['Source_available']
R-5930acdb,Warrenport,Saint Martin,Nevada,3160995,['East Nicholas'],RegBody_score,['Source_center']
R-b6adf3a6,South Hunter,Yemen,Delaware,3228283,"['Bradleyborough', 'East Brian']",RegBody_cover,['Source_table']
R-2ba34b31,West Tonya,Tunisia,Nebraska,3340164,"['Simsville', 'North Kelly', 'Martinezland']",RegBody_guess,['Source_all']
R-f91ada9f,South Todd,Senegal,Connecticut,12603953,['North Josephtown'],RegBody_reduce,['Source_pass']
R-19c65ef0,North Jasontown,Honduras,Rhode Island,18768704,['Sarahfort'],RegBody_sometimes,['Source_green']
R-b70badbd,Rogersmouth,Germany,Kansas,19778502,"['Elizabethfurt', 'West Morganville', 'South Monicafurt']",RegBody_share,['Source_thing']
R-4f416b44,North Carolyn,Trinidad and Tobago,North Dakota,18946966,"['Stephaniebury', 'Shannonfort']",RegBody_myself,['Source_job']
R-c686d058,North Valerie,Western Sahara,Massachusetts,4201401,"['Lake Michaelton', 'Ericabury']",RegBody_policy,['Source_memory']
R-9aacb633,Stevensonland,Guernsey,Nevada,11964782,"['Hatfieldville', 'Carterborough', 'Port Abigail']",RegBody_owner,['Source_still']
R-a8ca5eed,East Tylerland,Gabon,Utah,14291405,"['Jacksonmouth', 'South Elainebury', 'East George']",RegBody_yet,['Source_receive']
R-1eb47b2a,North Ryantown,Central African Republic,Massachusetts,1826243,"['Mirandabury', 'Elizabethville']",RegBody_reduce,['Source_century']
R-4b8e200e,Davismouth,Tunisia,Iowa,10584045,"['Lake Matthewfurt', 'Stokesbury']",RegBody_event,['Source_business']
R-a52b7d66,Christopherland,Guam,West Virginia,3576258,"['Lake Sheri', 'Davidmouth', 'Raytown']",RegBody_foreign,['Source_assume']
R-a8baf1b4,Port Paul,Jamaica,Massachusetts,17125939,['Laurenberg'],RegBody_nature,['Source_record']
R-f836d5c1,North Randall,Mauritania,New Jersey,5291883,"['Duaneport', 'South Erin', 'New Justin']",RegBody_skin,['Source_reduce']
R-8f39faca,New Lukehaven,Portugal,Delaware,16279591,['Wendyshire'],RegBody_mean,['Source_program']
R-c1d35e13,South Kelly,Honduras,Arkansas,3731206,"['Ericborough', 'Lake Jill']",RegBody_wind,['Source_tree']
R-72398e14,Port Tony,India,Maryland,18765172,"['North Amy', 'Robertofort']",RegBody_happen,['Source_sometimes']
R-cfac9304,Myershaven,Saint Lucia,Maine,3954911,"['Heatherborough', 'Davismouth']",RegBody_soldier,['Source_strong']
R-581e6d2c,Port Sarahport,Kuwait,Tennessee,19363599,['New Devin'],RegBody_safe,['Source_meeting']
R-31c2c5c7,Phyllisborough,Cuba,West Virginia,14498623,"['Lake Denise', 'Jessicashire', 'Lake Kristenberg']",RegBody_however,['Source_late']
R-2cf454a0,North Cody,Lebanon,Idaho,18781086,['North Tinamouth'],RegBody_personal,['Source_leader']
R-41b1108f,Lake Jennifer,Ecuador,Arizona,9074056,['East Randyport'],RegBody_rise,['Source_pick']
R-ef8f6c5c,Lake Julie,Singapore,Vermont,6153758,"['Port Stevenfurt', 'Cynthiamouth']",RegBody_hold,['Source_activity']
R-8dfa8b30,North Christopherfort,Norway,Texas,10467805,"['North Brenda', 'Hillville']",RegBody_study,['Source_personal']
R-3a303800,South Todd,Oman,Vermont,11878391,['Evansberg'],RegBody_bit,['Source_gas']
R-b1e42709,Lake Reginaside,Colombia,Montana,6186960,['South Angelaside'],RegBody_step,['Source_task']
R-a8883c6a,Brownshire,Mauritania,Virginia,19102582,"['Port Karenville', 'Port Carol', 'North Angela']",RegBody_such,['Source_former']
R-58a4e77f,North Davidborough,Palau,Hawaii,13548091,['New Jonathanton'],RegBody_become,['Source_capital']
R-65b41d1a,Michaelside,Chile,Nevada,4860523,"['East Kevinhaven', 'Donnamouth', 'New Tracy']",RegBody_form,['Source_necessary']
R-0973c283,Catherinehaven,Cote d'Ivoire,Vermont,1128681,['Lake Loribury'],RegBody_although,['Source_cup']
R-a1b58226,West Melissa,Cuba,Florida,17900045,['New Michael'],RegBody_career,['Source_shoulder']
R-17fd659c,Jonesview,Eritrea,Missouri,12722989,"['South Stephen', 'Ericaberg']",RegBody_north,['Source_Democrat']
R-9ced4d5f,Lake Jessicaborough,Rwanda,Mississippi,15321826,"['South Lorraine', 'Victoriachester']",RegBody_hundred,['Source_agree']
R-524329bd,North Joseph,Martinique,Delaware,5381778,"['Jonesland', 'Reginaview']",RegBody_child,['Source_trouble']
R-5aa1b259,West Alejandro,Honduras,Iowa,10556814,"['Lynnville', 'New Jessica', 'Briannafort']",RegBody_beyond,['Source_newspaper']
R-65d17889,Jackieport,Micronesia,Louisiana,10984483,"['North Georgefurt', 'West Linda', 'Woodsberg']",RegBody_event,['Source_act']
R-0385dc74,Lake David,Honduras,Oregon,2950685,['Brianstad'],RegBody_second,['Source_star']
R-523c6172,Lake Charlotte,Romania,New Jersey,5320395,['South Valerie'],RegBody_success,['Source_management']
R-07d3fe22,Joshuachester,Mali,Virginia,1769752,"['West Cynthia', 'West Richardmouth', 'Lake Christopherbury']",RegBody_you,['Source_better']
R-4e90b0ac,New Brian,Samoa,Maine,2837421,"['Stokestown', 'Rhodesberg']",RegBody_media,['Source_modern']
R-3062fffc,South Alexanderborough,United States Minor Outlying Islands,West Virginia,14968404,"['Lake Ronaldside', 'Johnhaven', 'New Shaneburgh']",RegBody_represent,['Source_wonder']
R-5ac03f0d,East Charles,Taiwan,Florida,14327574,"['Stephaniechester', 'Graystad']",RegBody_budget,['Source_ground']
R-eaf578ad,Port Amber,Seychelles,Delaware,14932541,"['Kevinport', 'Jasonshire']",RegBody_indeed,['Source_director']
R-72fb80d1,Sarahhaven,Sweden,Arizona,9265958,['Staffordfort'],RegBody_art,['Source_heart']
R-0047d77b,New Stevenport,Guinea,Connecticut,17291489,['West Pamelaburgh'],RegBody_interest,['Source_hear']
R-56693c9d,North Ryanborough,Belize,North Dakota,11682079,"['South David', 'Smithview']",RegBody_draw,['Source_many']
R-4a280e27,Brooksstad,Japan,Idaho,3820843,"['Danielmouth', 'Martinstad']",RegBody_small,['Source_leader']
R-93dd205b,West Nicoleborough,Bouvet Island (Bouvetoya),Illinois,16428685,"['Billyfurt', 'Mannington', 'Lake James']",RegBody_measure,['Source_reduce']
R-1b1500f2,Davidfort,Mexico,New York,10448837,['West Karen'],RegBody_statement,['Source_upon']
R-ceb2688b,Shawfurt,Bulgaria,Delaware,7499370,"['Port Andrewberg', 'Vincentbury']",RegBody_area,['Source_resource']
R-aec8ad96,Russelltown,Jordan,New Mexico,1938177,['Justinland'],RegBody_sort,['Source_laugh']
R-362d8d7b,New Elijah,Malawi,Idaho,6959301,"['West Katie', 'Virginiabury']",RegBody_reflect,['Source_tend']
R-7704de39,Gonzalezville,Reunion,Washington,7187836,['East Victoria'],RegBody_perhaps,['Source_professional']
R-aa8224fb,East David,Iran,Arizona,8673811,"['Veronicaberg', 'Smithborough']",RegBody_benefit,['Source_treatment']
R-f2f7ec24,South Richardport,Reunion,South Dakota,11109959,['East Matthew'],RegBody_measure,['Source_ask']
R-92bfd988,Schneiderport,Bouvet Island (Bouvetoya),Louisiana,359372,"['Juanstad', 'Wrightton']",RegBody_court,['Source_amount']
R-ffd4b46a,North Donnamouth,Croatia,Maine,14550384,['Ramirezville'],RegBody_lawyer,['Source_crime']
R-8332859f,Stacystad,Grenada,Maryland,4434752,"['North Elizabethside', 'West Michael']",RegBody_take,['Source_high']
R-ce926a6b,Johnview,Cote d'Ivoire,Pennsylvania,17970498,"['Millerville', 'Lake Julia', 'North Brendaborough']",RegBody_data,['Source_sea']
R-f4a2a4e4,Schaeferland,Western Sahara,Ohio,7821234,"['Kevinfort', 'New Jennifer', 'East Jamesside']",RegBody_seek,['Source_entire']
R-5f977e63,Patriciamouth,Norfolk Island,Virginia,18847651,"['South Carloschester', 'East Carolberg', 'Brandonshire']",RegBody_ask,['Source_study']
R-202141e4,Lake Lisa,Lithuania,Utah,11983878,['East Samuelhaven'],RegBody_if,['Source_or']
R-87d0d108,Moralesview,Costa Rica,Idaho,13423497,"['East Ashleyshire', 'Port Williamhaven', 'Kevinbury']",RegBody_fine,['Source_section']
R-c60326da,Andreaburgh,Czech Republic,Arizona,1519428,"['West Benjamin', 'West Sara']",RegBody_expect,['Source_TV']
R-60bcf44f,Lake Tinaborough,Martinique,Delaware,728861,"['Lake Michaelstad', 'Christopherside']",RegBody_everything,['Source_seven']
R-cff6df7d,South Rachel,French Polynesia,Massachusetts,2712635,"['Lake Lisastad', 'Lake Tammy']",RegBody_control,['Source_establish']
R-961f3878,New Dianeshire,Botswana,Washington,19419271,"['Bautistaview', 'Port Scott']",RegBody_garden,['Source_exist']
R-a5a66ca3,New Crystal,Togo,Wisconsin,19340100,"['Moorebury', 'Richardsonfort']",RegBody_better,['Source_mission']
R-b44f3931,South Jackson,Tokelau,Idaho,14115483,"['New Tracy', 'Lake Julian']",RegBody_force,['Source_commercial']
R-47d2ccba,Port Phillip,New Caledonia,Illinois,3964577,"['East Charlesbury', 'Stoutfurt']",RegBody_black,['Source_shake']
R-367526aa,Lake Karen,American Samoa,Rhode Island,799829,"['South Patrickville', 'Port Mariaton']",RegBody_cause,['Source_energy']
R-18e644f1,West Douglastown,Somalia,Alabama,5867106,"['New Jillmouth', 'East Donaldshire', 'Ochoaport']",RegBody_glass,['Source_measure']
R-9556bb65,East Brian,Puerto Rico,Louisiana,15538290,"['North Malloryville', 'Curtischester', 'North Rhonda']",RegBody_agent,['Source_dream']
R-0b4a4087,Cruzstad,Palau,Maine,12241761,['Lake Paul'],RegBody_usually,['Source_senior']
R-593a8819,South Gavinville,Czech Republic,Connecticut,14753615,['Michaelmouth'],RegBody_by,['Source_herself']
R-e02709ca,North Cassandraburgh,Japan,North Dakota,8264346,"['Carolchester', 'Lake Gloria']",RegBody_probably,['Source_television']
R-7afcba5c,Michaelville,Faroe Islands,New York,19859241,"['Sarahland', 'Port Sarahberg']",RegBody_star,['Source_reality']
R-be942566,West Dylan,Kiribati,Washington,17681265,['Briggsville'],RegBody_participant,['Source_late']
R-8d503487,Duanemouth,Brunei Darussalam,Idaho,13379726,"['Gomezfort', 'Olsonchester']",RegBody_play,['Source_student']
R-e3b6272b,Devonbury,Hungary,Nebraska,11492175,['Ryanfort'],RegBody_no,['Source_not']
R-43595ce9,South Christopher,Saint Barthelemy,Nebraska,11275928,['Lake Christopher'],RegBody_high,['Source_able']
R-a36fb7d5,Port Andre,Moldova,New Mexico,2662866,"['North Brian', 'Michaelberg', 'Stevenside']",RegBody_word,['Source_while']
R-15064b56,Sanchezbury,Azerbaijan,West Virginia,3926099,"['North Suzanne', 'South Jessica', 'Watsonville']",RegBody_recognize,['Source_party']
R-3beedbaf,South Maryburgh,Antarctica (the territory South of 60 deg S),Georgia,17211151,['Donaldbury'],RegBody_ball,['Source_actually']
R-e72ff563,Hernandezburgh,Latvia,West Virginia,11823088,"['Lake Allison', 'Theodoremouth']",RegBody_life,['Source_station']
R-7a4b61d8,West Danielton,Turkmenistan,Tennessee,5055648,['New Karenhaven'],RegBody_college,['Source_activity']
R-b5a2417e,Wallmouth,Micronesia,Virginia,3549547,['Samanthahaven'],RegBody_follow,['Source_security']
R-94f55684,South Sarah,Faroe Islands,Colorado,8688868,['Spenceberg'],RegBody_situation,['Source_development']
R-a3940592,Montgomerybury,India,Idaho,5921661,"['Port Heatherfort', 'Denisefurt', 'Martinstad']",RegBody_radio,['Source_language']
R-0b5a3846,West Daniel,Belarus,Mississippi,5229458,"['Anthonyport', 'New Daniel', 'New Alex']",RegBody_where,['Source_for']
R-8ba3c0e8,New James,Vanuatu,Arizona,2628436,['West Christopher'],RegBody_over,['Source_other']
R-fa1b9da1,New Valeriefort,Aruba,Arkansas,16679816,"['Christopherport', 'West Karenfurt']",RegBody_month,['Source_day']
R-c722bd44,Karenstad,Bulgaria,Vermont,19015823,"['West Richardhaven', 'New Lindseyberg', 'New Laurafort']",RegBody_peace,['Source_trouble']
R-aa20cca6,West Evanmouth,Belgium,South Dakota,15162760,"['Lake Jesseborough', 'Port Jennifer', 'Sethberg']",RegBody_group,['Source_fill']
R-c50fb8c3,Cindychester,Armenia,Virginia,19041201,"['Allenland', 'New Courtney', 'Davistown']",RegBody_character,['Source_space']
R-5f392ea0,Amyland,Luxembourg,Connecticut,10945068,"['Edwardsport', 'North Joshua', 'Michaelland']",RegBody_country,['Source_see']
R-82028a47,Scottfort,Equatorial Guinea,Wisconsin,10707861,['Santosberg'],RegBody_yard,['Source_candidate']
R-5003af44,Williamsport,Iran,Nebraska,14855991,['South Michael'],RegBody_through,['Source_probably']
R-51c00d5f,Nathanielchester,Madagascar,New Hampshire,15834380,"['Natalieton', 'Lake Krystalside']",RegBody_across,['Source_clear']
R-283de1a8,West Nicholasshire,Iran,California,10260967,"['South Morgan', 'West Stevenside']",RegBody_we,['Source_television']
R-5a023117,Rodriguezburgh,Saint Martin,Connecticut,19944754,['Tateborough'],RegBody_interest,['Source_get']
R-5ab3f131,West Matthewfort,Croatia,Vermont,11909221,"['Wilsonmouth', 'New Ericfort', 'Lake Jason']",RegBody_out,['Source_almost']
R-84c9f11a,Brownstad,Somalia,Nevada,2589425,"['Lewisborough', 'Port Gabrielaview']",RegBody_entire,['Source_prove']
R-25e21297,North Donald,Falkland Islands (Malvinas),Montana,15593506,"['West Morganmouth', 'Warrenview']",RegBody_create,['Source_then']
R-94fb4c6c,North Pattychester,Guam,Wisconsin,1361889,['Franklinstad'],RegBody_year,['Source_kind']
R-60b6b52e,Alvarezburgh,Qatar,Nevada,12472780,"['Ritashire', 'Morrowside']",RegBody_stay,['Source_wall']
R-7a92ff80,North Jennifer,Mozambique,South Carolina,2674665,"['West Elizabeth', 'Alexismouth', 'South Michelle']",RegBody_build,['Source_structure']
R-4cfdc43d,Bakertown,Korea,Florida,3129847,"['Fowlershire', 'North Jefferyborough', 'Hortonburgh']",RegBody_plant,['Source_huge']
R-5bb9da4c,West Jason,Comoros,Utah,17114372,"['West Lisatown', 'Peggyhaven']",RegBody_tell,['Source_trip']
R-9214b7f3,Lake Victormouth,Isle of Man,Nebraska,15626026,"['Michaelside', 'Millsmouth', 'East Stephenstad']",RegBody_cost,['Source_on']
R-ad37aa4e,New Ryan,Finland,Texas,18699770,"['Waltersville', 'Port Maryland', 'New Sarahville']",RegBody_model,['Source_so']
R-dd1ddc20,Lake Seanshire,Sri Lanka,Arizona,1476493,"['Melissaborough', 'Port Shawn']",RegBody_I,['Source_building']
R-0ddf9b30,Port Terrence,British Virgin Islands,Minnesota,19281615,"['Gutierrezfurt', 'West Kimberlyhaven', 'Josephview']",RegBody_food,['Source_this']
R-e24b15cf,Nuneztown,United Arab Emirates,Nebraska,6416268,"['North Anthonystad', 'Matthewshire']",RegBody_law,['Source_effort']
R-0729ceeb,Leefurt,Switzerland,Arkansas,16059461,"['Andersonfurt', 'South Rebecca', 'South Jerry']",RegBody_see,['Source_suddenly']
R-a52507bb,New David,Morocco,Montana,5162057,['Maryburgh'],RegBody_future,['Source_Democrat']
R-eff29172,North Anthonytown,Niue,Wyoming,15217047,['North Christine'],RegBody_of,['Source_wife']
R-eb2201ae,New Patrickberg,Korea,South Dakota,11623859,"['Jacobbury', 'Jamesbury', 'Townsendton']",RegBody_face,['Source_beautiful']
R-6de038e7,Lake Andrew,Mozambique,Connecticut,2929616,"['South Saraville', 'East Justinburgh', 'North Troystad']",RegBody_while,['Source_this']
R-7415d05f,South Craig,South Africa,Alaska,5890116,['Jonesland'],RegBody_develop,['Source_right']
R-629d37ae,Brooksmouth,North Macedonia,New Hampshire,8412899,"['East Kent', 'Lake Ashley', 'North Theresastad']",RegBody_member,['Source_positive']
R-fb9b75f3,East Aimeeview,Vanuatu,Delaware,14788730,"['New Anthony', 'New Williamberg']",RegBody_direction,['Source_trial']
R-99650c22,Dannyborough,Antarctica (the territory South of 60 deg S),Massachusetts,17684822,"['East Christopher', 'West Joshua', 'North Michael']",RegBody_ok,['Source_reach']
R-2aa5d7ec,Stuartfort,Jordan,North Carolina,5426638,"['Nielsenview', 'East Gloria']",RegBody_very,['Source_series']
R-367aa6c5,Suzanneville,Myanmar,Wyoming,12610836,"['Gabrielborough', 'Hamiltonmouth']",RegBody_land,['Source_pick']
R-377b4f2e,Lisaville,New Caledonia,Missouri,13099542,"['Gonzalezstad', 'Rachaelland']",RegBody_listen,['Source_computer']
R-2e4ef024,New Johnnychester,French Polynesia,Rhode Island,11453717,"['Raymondville', 'Port Marcus', 'West John']",RegBody_dinner,['Source_realize']
R-def8bc04,Nathanmouth,British Virgin Islands,Alabama,1857095,"['Haleymouth', 'South Ashley', 'Rachelside']",RegBody_attorney,['Source_image']
