td_profile_id,market_id,total_line_miles,substation_count,avg_system_voltage_kv,planned_upgrades_count,projected_load_growth_pct,reliability_metric_sadi,distribution_automation_index
TD-a9ee1bfb,M-665b0f76,55111.68,2423,261.5,23,1.81,3.38,5.06
TD-6affa404,M-9269b5db,40241.66,2551,201.59,17,2.55,0.73,4.76
TD-65395864,M-14a2995e,62954.5,4703,114.12,17,3.89,1.48,4.11
TD-083734b4,M-34ed0eb9,59905.45,4287,146.1,22,2.12,3.37,3.66
TD-444925cc,M-88c679b6,1805.1,2755,287.12,34,2.72,0.67,8.75
TD-ee4265dd,M-c4447cc0,50030.17,3808,485.67,39,3.11,3.79,1.16
TD-b8943d33,M-d6ee2604,78975.45,779,327.28,4,4.07,3.95,9.91
TD-adbd8b3e,M-fa4f6a7e,70690.67,20,165.05,13,1.56,4.13,3.75
TD-bd0ffce4,M-91c5cbb7,42119.52,3445,156.59,7,0.72,1.91,0.31
TD-2c0e9376,M-83c92f45,88676.91,1638,494.86,13,1.97,0.53,9.36
TD-3a3d321c,M-70139d01,16721.47,1427,411.01,24,0.75,3.05,0.77
TD-a81973d6,M-565073ad,38835.06,2264,93.92,24,2.29,4.72,2.31
TD-47f7e1b8,M-e455b562,37976.1,2399,57.51,35,4.79,1.36,0.08
TD-5fcdffe3,M-922f9fed,47588.34,3678,89.54,50,3.12,1.92,9.21
TD-a91c91ac,M-a2940296,25079.86,2740,389.05,38,3.5,3.08,0.29
TD-3c72f267,M-7d55f84a,7452.92,96,35.65,48,4.16,2.36,4.41
TD-66e55ed5,M-cd5fba76,80878.55,2934,106.46,26,4.99,2.14,3.69
TD-2b412916,M-8cccb15a,47237.08,3541,144.44,11,1.69,1.58,9.45
TD-2de7ae16,M-581fb35b,15092.23,1522,409.54,33,4.03,2.19,9.94
TD-d61f7cca,M-0a600324,5526.81,3394,185.49,27,0.6,1.83,1.68
TD-3be2d89b,M-b25da4e0,19407.63,3652,238.62,18,0.87,1.85,0.44
TD-085909e7,M-c51b5551,47134.79,4083,190.44,9,1.08,2.73,6.82
TD-1b1deac0,M-ac58e804,93003.81,4041,357.14,43,3.96,1.23,9.85
TD-bd297c04,M-1c64fc49,31659.25,3806,473.79,33,3.31,4.6,9.25
TD-fc1bdc2d,M-94dca4c3,59518.12,945,220.29,46,2.99,1.62,4.77
TD-78559a35,M-8864d44c,10678.39,929,76.72,16,1.23,1.68,1.57
TD-4af98f98,M-1975bb1e,70201.71,4103,178.59,23,4.49,4.85,4.4
TD-8f067d14,M-1f3e1815,7528.87,1671,240.19,47,2.61,4.29,7.14
TD-7f6ec7a3,M-b97a2a9a,9331.57,5,351.68,25,3.19,1.9,9.44
TD-3a950b69,M-a63aa468,65499.94,4447,197.33,47,4.16,1.36,0.07
TD-487a7ed1,M-b3250bf5,12312.38,744,468.78,25,4.47,0.9,0.29
TD-68b77eb5,M-2ab3260a,10516.16,302,85.94,43,1.07,1.46,2.22
TD-23eabf38,M-1756ae72,9138.38,4280,327.89,41,0.9,1.23,9.38
TD-f170e9ad,M-c1b736b5,96484.49,3852,307.19,22,4.8,2.4,0.12
TD-5911eb53,M-930c306a,6458.77,523,343.88,41,4.68,4.6,2.91
TD-96d5433e,M-cd519aa3,13075.03,3268,370.55,45,4.52,2.47,8.2
TD-d9178b5b,M-893c6da9,14940.39,2384,68.08,26,4.42,1.43,7.62
TD-48cbc5cd,M-71d26b86,17335.54,572,423.51,16,4.45,2.63,8.78
TD-66c934e4,M-bba43e2b,65921.94,3576,100.48,48,2.88,1.07,9.52
TD-7dcc00ab,M-120486e3,6338.46,3486,450.76,18,1.07,0.83,0.79
TD-c601e516,M-6add59b3,92064.47,2144,219.95,14,2.83,4.77,5.98
TD-d90064de,M-3174ba65,34835.88,2769,319.45,15,1.76,3.6,3.91
TD-48de2b50,M-2f697052,14771.55,4058,166.85,16,1.96,3.93,2.34
TD-6558f9c2,M-f49904a1,94661.53,2215,304.09,20,0.54,0.65,3.24
TD-b00ad7e2,M-16b8fbbd,82170.59,848,77.89,13,2.64,5.0,6.53
TD-412771e3,M-349b7a42,93141.7,2381,332.24,47,4.48,1.59,1.05
TD-c53de5aa,M-b268a31b,68391.26,4067,286.73,43,0.7,2.68,4.28
TD-1d0b712d,M-f6e7da92,83577.5,2632,244.49,24,0.74,3.01,7.66
TD-881ea994,M-0862e408,22819.43,113,161.09,44,3.53,3.35,9.67
TD-27291e3d,M-36736ef4,63908.7,4002,176.11,31,1.58,1.7,2.23
TD-0a255161,M-f2163e8f,98574.38,4987,251.93,27,3.92,2.65,0.94
TD-ca6cd158,M-2d07812f,42714.47,2952,105.96,23,4.27,0.84,8.09
TD-8a766d74,M-2dc294c7,70268.48,2620,55.78,0,4.08,1.46,0.19
TD-eff67d40,M-db191cc5,91202.47,947,275.06,39,2.29,3.08,4.48
TD-87ed8f34,M-6c7064ab,64461.94,2937,111.99,1,1.97,4.05,9.38
TD-506766fa,M-da2fbcd5,3347.68,2869,258.6,36,1.19,0.8,2.67
TD-f0191fad,M-b2d45fd4,73019.16,3200,218.97,3,2.29,1.42,8.79
TD-3f80730d,M-434039e5,60599.79,1409,167.51,27,4.73,0.93,5.97
TD-03588756,M-a8895f02,86197.39,289,412.44,46,3.76,4.54,8.29
TD-9dd1e322,M-9718ad82,78945.22,1455,378.43,32,3.41,4.52,0.26
TD-5d64b850,M-0dc813f9,97709.76,442,216.88,12,0.9,1.05,9.6
TD-bf5af26c,M-69435c0e,82185.82,3772,470.37,21,3.21,4.45,1.49
TD-ac4e3927,M-a5f3e761,82617.24,1313,130.91,5,1.33,2.26,4.98
TD-4152bce8,M-d6a39a87,34687.0,1755,275.42,22,4.74,4.51,1.23
TD-bfda8fe4,M-2bbe73b0,17568.83,3773,359.57,16,0.91,1.76,1.74
TD-4f292ec5,M-bc0726b7,65305.72,4052,121.09,12,1.92,2.71,7.0
TD-c679e364,M-e78d4a7e,86305.49,1474,457.13,6,3.54,1.89,1.51
TD-d7762c27,M-a5d3148c,60959.23,1517,49.2,38,1.57,2.67,1.12
TD-82a953d2,M-c43acd63,64983.34,3731,63.59,45,3.27,1.15,0.5
TD-1828123f,M-7b59a59b,85957.04,2698,498.31,8,3.48,4.31,3.3
TD-f28099a6,M-2c1d8abf,95237.07,18,436.26,36,2.14,3.6,7.39
TD-5651b7ff,M-16825d95,54785.03,4050,316.84,45,3.23,2.28,6.71
TD-c26403af,M-a1b30b01,18295.28,1728,247.98,22,2.54,1.5,7.22
TD-81a9c48a,M-49f8a3f4,10044.54,586,92.62,9,0.88,1.94,1.02
TD-0cc60786,M-fd02321c,88825.81,604,144.79,13,0.73,0.63,3.28
TD-ceff2a24,M-e3a56c2b,37358.27,364,116.18,16,2.32,3.1,9.55
TD-5a54ac83,M-9e0c69bd,83245.32,2363,365.25,6,1.27,1.13,7.29
TD-84aaf773,M-c89dc62f,18217.85,1394,456.26,35,2.68,1.62,7.53
TD-7ab72e69,M-6fb5e01b,88659.8,3888,60.66,49,3.91,3.74,3.04
TD-2c6bc8b7,M-4373584b,58518.19,859,149.07,0,4.93,4.89,5.62
TD-683ad6ea,M-f04ecb6f,44016.69,4254,128.78,39,1.26,1.51,9.87
TD-7791aac1,M-9fa5b0b8,42482.66,4538,119.77,24,3.42,2.82,6.17
TD-64ff358d,M-525a1822,80989.85,1714,241.46,23,0.98,1.54,9.25
TD-941f2d84,M-7d936a44,84260.76,2471,159.07,38,2.95,4.04,8.04
TD-e539ddc8,M-faffb01f,54077.2,1617,240.47,17,4.93,2.47,7.4
TD-4d193602,M-1fde6609,23207.86,1011,77.7,50,1.44,0.78,2.5
TD-fa6f69c7,M-666873cc,26731.61,1385,175.99,23,1.91,0.64,8.56
TD-719e355b,M-8d756304,88244.96,125,40.25,14,4.63,1.95,9.43
TD-ca8543d2,M-f62031c8,51926.56,1675,461.34,35,3.76,3.5,7.79
TD-0a37d839,M-6986c82d,2840.61,4550,411.8,36,3.43,1.55,9.92
TD-3e696328,M-2baa4cd4,5890.1,1117,373.52,34,1.76,2.67,9.75
TD-b4739639,M-24657e90,76400.27,2791,273.71,47,2.09,2.59,9.92
TD-ed3efaaa,M-9657e8e2,42674.24,2415,79.85,15,1.47,0.65,7.72
TD-1d4c9e2e,M-4bb2b306,38194.43,3409,351.06,31,0.77,4.51,6.98
TD-2bf93550,M-794838b0,21395.13,1909,75.32,36,4.05,0.81,4.31
TD-6d71467f,M-d3f73df6,9420.56,855,494.96,37,2.0,3.85,0.26
TD-8435151e,M-da503e92,24565.8,1684,372.23,12,1.65,0.76,4.88
TD-294547f9,M-a0664e72,62314.62,3822,36.93,13,2.69,3.34,2.11
TD-2970092c,M-0ce5a8a8,41475.45,4412,304.19,3,4.53,1.79,9.2
TD-7f4014d1,M-3c374c92,51784.24,370,255.67,6,2.26,4.23,4.49
TD-747c6461,M-6df632dc,69307.99,1041,172.42,35,1.72,2.65,1.47
TD-18d5e4b8,M-23a72d1f,87919.91,2632,61.31,27,4.75,4.26,5.76
TD-51b59f0d,M-aa71f9fa,60629.87,2747,367.61,14,2.23,4.62,4.41
TD-c24c63dd,M-8e44593b,63610.0,1060,44.31,28,4.94,4.58,7.48
TD-546b18e6,M-e51fe50b,3517.18,2832,255.61,42,4.86,0.6,2.34
TD-e59b274e,M-ef50945f,69562.81,2629,38.22,34,0.94,3.22,8.02
TD-b40f471e,M-7d552918,96725.81,3395,285.0,47,1.68,1.95,3.27
TD-30f8da6a,M-80c05cab,70433.98,4413,397.16,46,2.51,1.82,1.85
TD-34fe469a,M-ca5207c3,96976.32,2133,58.93,40,2.13,0.88,8.94
TD-fbd00281,M-6feca3e6,37053.39,2670,229.06,17,0.54,4.04,0.49
TD-0456eace,M-6f8f3871,72961.59,4084,406.08,38,3.81,3.56,0.35
TD-4763faf4,M-6294a3b7,98098.67,587,137.64,16,4.39,0.85,8.73
TD-80947a28,M-33b878ac,34976.55,4415,57.36,40,2.65,3.07,8.43
TD-f662221f,M-af96700a,78364.46,2227,478.25,22,1.89,1.66,9.76
TD-3feda752,M-1afc0973,1453.79,2407,50.47,18,3.71,1.65,3.59
TD-1346d29d,M-ab2cc323,62364.68,3155,279.77,13,1.83,4.85,8.1
TD-fffe446a,M-632fb66a,35165.58,2960,222.74,18,4.97,2.98,6.05
TD-3c1c9efa,M-96ce58c4,85981.77,3247,231.47,20,2.5,0.77,9.66
TD-5347ca0b,M-00cb7912,53081.39,3855,314.34,47,0.86,4.94,1.12
TD-39c10b81,M-64742051,66792.0,875,403.15,24,2.09,3.57,3.73
TD-4dfb224b,M-591101d7,55731.6,963,204.92,21,3.21,1.89,1.09
TD-d2a942b9,M-02b828e9,94014.32,3598,438.36,4,3.99,1.66,6.32
TD-0e06fa47,M-7a6615ac,68407.89,3941,476.37,30,4.36,4.87,6.61
TD-3b8e7767,M-fd408eed,87821.62,832,325.27,44,4.83,1.53,8.23
TD-cb7393ee,M-7b1dc02e,70088.8,997,305.7,25,2.62,1.23,3.07
TD-695420ab,M-6853b0f0,37637.72,3386,271.12,18,1.75,3.17,2.83
TD-d40d1d26,M-3b95e399,76131.89,4138,316.44,48,1.31,3.57,0.84
TD-3ebdbcb8,M-8cf5f118,66461.26,1868,119.5,49,0.8,0.9,7.99
TD-00cb87ab,M-114529c9,24283.68,3637,328.48,17,4.74,3.57,2.79
TD-95d3ef55,M-eacb664f,49362.1,4880,414.55,10,4.02,2.56,7.17
TD-615203dd,M-03f2be8c,97915.39,757,368.11,17,4.62,1.85,5.3
TD-b24e3aae,M-3e82440e,92090.63,2505,42.35,0,3.08,1.89,3.4
TD-3c964e5a,M-437a3d03,76097.97,4460,152.12,25,1.56,4.87,5.8
TD-213c4bb7,M-c9512b1e,64471.64,2370,294.68,32,2.72,0.58,9.58
TD-8fc91152,M-3b2c65ce,75219.21,3920,218.54,40,3.53,2.65,8.03
TD-f873b3a9,M-97bf5a34,85384.69,3851,465.08,28,2.89,1.95,2.74
TD-30128e54,M-f4d02f07,14886.76,914,295.88,34,2.55,2.41,8.47
TD-2d34d530,M-4b86a3e6,57207.82,2512,239.2,29,2.45,3.62,4.0
TD-6e9065e4,M-cefcb474,5831.44,669,307.75,38,1.35,2.14,3.81
TD-45928a98,M-b8a3ea13,25386.52,2806,302.4,41,3.25,1.01,4.35
TD-1e19ef3b,M-0c51ed17,57979.14,127,280.95,22,2.39,4.36,3.19
TD-1b82adb9,M-52794591,11765.92,3071,427.95,27,3.8,1.46,8.91
TD-243721fa,M-9b213206,59162.3,3406,259.47,42,1.86,1.75,4.45
TD-f8c1f6df,M-b3d3a31e,96600.65,910,159.88,22,4.12,4.31,4.68
TD-b7b37a3e,M-726ad131,92531.4,1105,485.65,47,0.58,0.88,3.69
TD-fe921ea5,M-59005367,28281.67,2312,49.71,50,3.29,3.3,5.38
TD-5e776b12,M-b4107198,45883.27,2653,94.73,24,4.97,1.47,2.58
TD-bc7ce25e,M-faca7ff5,90654.72,4503,158.66,21,3.8,3.69,6.54
TD-5ba5a03a,M-5c9cccf1,39098.59,3359,131.31,21,3.6,4.87,0.03
TD-497c1409,M-12a7faa0,90477.75,2736,45.32,36,4.54,4.78,7.8
TD-9169315b,M-2117da0c,68614.0,1316,252.69,46,2.62,2.88,7.07
TD-890c37b9,M-13be47fa,77486.63,3890,214.7,20,3.53,4.46,4.98
TD-2356a425,M-d0f07537,94681.01,4550,304.36,17,4.29,4.39,7.35
TD-2634e9bb,M-888ab1e0,64546.89,3493,414.5,1,1.56,4.66,8.11
TD-f7ca3f24,M-b48ded08,54076.59,1536,396.26,27,3.57,1.88,5.41
TD-4f673146,M-3f274dd3,64178.34,4916,482.45,18,1.38,2.12,0.57
TD-24ce8d1b,M-1fee2575,48246.41,3262,407.52,27,2.1,2.65,8.71
TD-43ccf480,M-91a2cfc5,46756.74,4305,152.57,17,2.71,2.39,2.88
TD-f5f2502d,M-1f78230b,99498.08,4804,85.16,12,4.75,2.43,3.34
TD-38773136,M-af0bae18,85467.53,3857,407.92,21,3.23,2.05,0.99
TD-d48edbb3,M-ae960ca7,60683.16,2857,232.45,30,2.89,2.66,5.1
TD-17d9ec81,M-3bfb7d6b,20895.15,3918,345.84,1,2.86,1.39,7.54
TD-711e59d2,M-0f19f92d,74978.1,4748,41.58,13,4.76,2.66,2.32
TD-18535900,M-0040b40c,83137.09,3541,301.16,45,1.29,4.01,6.24
TD-6bc3dd3a,M-40c8d789,9857.14,31,75.16,24,3.53,3.37,9.08
TD-b8edcf23,M-401c1da4,61355.95,967,334.15,11,3.08,1.85,9.01
TD-7a65e476,M-e2701676,4038.7,559,495.76,34,1.2,2.58,6.0
TD-c7645653,M-83c65b51,9533.76,3561,460.23,37,2.07,4.9,6.54
TD-1efdd928,M-74fd7919,2846.71,1545,418.93,36,4.16,3.87,0.6
TD-5b5f420c,M-79c922cd,36807.2,3153,492.46,43,2.45,3.11,1.54
TD-91f321a2,M-4ea31729,57438.43,2377,419.25,35,3.54,3.74,3.57
TD-3ad1f0ca,M-145c2c27,86191.64,2352,447.05,33,2.75,2.23,4.74
TD-a5c41dfc,M-4b5db6a3,47986.15,2511,326.19,40,4.0,0.74,2.44
TD-2091547c,M-f34b50c6,81647.79,1469,441.25,30,4.06,3.58,0.79
TD-7f8aafde,M-47d6f71c,45449.47,1675,413.15,25,1.21,0.71,8.41
TD-aaa3f88c,M-cedc1b2b,35314.79,1294,231.25,39,3.23,1.75,8.42
TD-84d547d9,M-e3fd355d,63405.39,4187,147.92,29,1.15,4.79,7.19
TD-ca648702,M-0624eb6c,76253.39,3993,308.15,15,3.8,4.46,5.26
TD-ad4ac674,M-feebf0a2,83228.22,4871,70.01,10,4.35,4.85,4.42
TD-110c5fd3,M-b930a22e,50691.9,3934,153.07,50,2.92,4.64,0.83
TD-e2c9d5ec,M-fb63bffb,29526.95,3630,210.18,50,1.24,2.2,6.2
TD-234f0dd5,M-250474f0,79458.31,2569,118.29,47,1.77,3.85,4.86
TD-b286f59d,M-b32304de,7523.43,4209,56.44,1,1.79,1.69,7.04
TD-f92a4955,M-7c979fd0,894.35,838,297.69,8,3.18,4.12,2.49
TD-1d1432ad,M-0ec439c7,68878.79,3739,59.26,11,2.4,2.47,9.23
TD-bc8aa7f6,M-2566fa96,29181.45,3242,136.68,22,1.93,0.86,2.1
TD-5b498cfe,M-9a2f8913,20981.72,517,342.02,1,4.47,3.74,5.11
TD-9245085e,M-6ff9dcde,37000.91,3629,426.84,5,4.16,2.65,6.94
TD-b901516f,M-fdaccf77,72417.55,538,493.98,44,2.58,3.05,0.92
TD-17c0ceff,M-d819e98f,95113.77,2945,226.74,1,4.11,5.0,0.07
TD-23b7c748,M-0b3574dc,94377.62,3648,132.52,13,1.56,3.18,8.11
TD-f69afde8,M-e26a8efe,65930.62,684,425.96,0,0.94,4.47,2.89
TD-7f804da9,M-e809dfab,17263.3,1282,68.84,35,3.27,1.21,8.65
TD-4dd4d97f,M-81f8e18e,94934.76,2139,40.26,0,2.37,1.44,3.81
TD-44dd7820,M-3aefcb88,27065.39,4863,232.11,25,0.74,4.62,3.13
TD-63bb9b58,M-091e45a7,8592.34,2219,149.54,34,3.75,4.26,8.29
TD-63f34980,M-8497fcd6,8437.69,4564,365.14,1,4.97,0.65,3.03
TD-76e7aa3a,M-f16d816d,5353.91,2588,381.55,4,3.68,3.07,3.28
TD-4831e125,M-54d02d72,96703.92,3330,60.14,9,2.67,3.2,1.91
TD-9e212a7d,M-e13074da,88879.53,2245,405.05,48,2.72,2.68,4.37
TD-08023b4a,M-ea44817f,5063.57,2682,152.86,32,4.29,2.0,1.5
TD-b6b4ff5a,M-01d38cd2,47272.29,68,424.06,10,1.31,2.3,2.61
TD-44e5d642,M-43315a5a,5783.93,4839,442.43,42,3.86,2.75,7.57
TD-89cd96f9,M-4523f4e9,78058.0,4031,190.62,16,4.46,3.82,1.59
TD-cc797f89,M-9f115ba8,77739.84,896,403.49,19,3.03,4.22,0.97
TD-55b4db2a,M-e6abb4fd,5646.11,4558,42.84,4,3.05,3.52,8.63
TD-e8768741,M-a75c3fed,35476.68,4015,52.63,10,2.31,3.82,3.81
TD-dc343926,M-1a934dc4,95751.56,383,155.66,46,1.8,4.56,9.06
TD-465c93c5,M-4761fde7,27971.41,1126,324.47,16,3.95,3.87,4.94
TD-309adb2e,M-6983b42e,62952.68,4343,284.63,44,2.06,0.7,3.28
TD-464bc1b9,M-3f59fd30,12473.51,3591,345.46,42,2.37,3.97,1.77
TD-a57234a1,M-d01cd6a5,51033.8,3640,53.08,9,1.65,2.35,5.63
TD-d12df2ea,M-db0310c6,50540.44,2416,102.99,0,2.5,2.22,5.39
TD-c7034dd1,M-a8636505,43969.93,87,53.59,34,0.85,1.69,4.26
TD-32f38399,M-0e8adbc7,57720.47,1263,346.68,14,3.18,3.43,4.68
TD-c6ee6d19,M-a238ebc3,41170.53,859,352.04,20,1.63,4.39,7.83
TD-7d1447bd,M-3dfea6bf,32312.36,240,404.98,27,0.56,3.6,8.71
TD-88caa0c0,M-4dfaddcf,34851.54,909,364.74,34,4.46,0.52,4.49
TD-f84956c2,M-2a71b159,47377.89,2052,116.6,18,4.88,2.13,4.37
TD-48720bb5,M-1a41d764,52994.47,3506,463.1,30,4.1,2.45,4.88
TD-dbcde210,M-84cea45f,68837.08,4949,372.1,11,2.99,1.55,5.86
TD-be32e9a0,M-dcee8449,11820.3,1682,37.98,40,3.16,1.18,3.62
TD-987b69c7,M-a07b4a19,45302.26,1448,381.07,39,2.68,1.5,4.23
TD-c68f4238,M-2d67a22c,82892.39,2297,399.66,3,4.53,3.55,1.02
TD-a2681f3c,M-2d34a6d3,68728.71,369,194.25,37,4.14,4.14,6.88
TD-3af9e83b,M-cdf7542e,62842.2,3204,308.95,34,4.95,2.93,0.91
TD-21a0762e,M-c0ede6f0,67150.18,1354,192.83,25,4.09,0.77,2.16
TD-af095f0d,M-9a4154e7,9694.05,120,434.48,34,0.67,2.11,8.24
TD-4626d103,M-2f6a2bc5,3944.64,573,429.9,41,1.26,0.71,6.54
TD-3d87bd24,M-c4369693,71855.16,3750,62.08,23,4.67,3.29,8.85
TD-878f1aa5,M-52d88353,62312.54,2606,90.56,28,4.55,3.89,4.36
TD-96abef91,M-272c72f7,41393.68,4691,222.54,22,2.94,2.28,8.73
TD-8bbcf2f2,M-6f5418f1,19366.95,446,95.0,23,1.6,4.38,5.13
TD-6050b3ed,M-ce3007c4,18881.95,1183,410.98,39,1.17,1.97,2.76
TD-388995e7,M-25d50c09,4695.46,4503,497.28,1,2.24,1.71,6.13
TD-6a471657,M-686d834c,55959.05,3794,415.65,41,4.38,2.74,0.97
TD-4085825f,M-f43ae6c8,84030.33,1640,330.01,18,4.51,3.9,9.82
TD-dc8a7c02,M-125f406c,64008.22,3581,214.9,34,1.82,1.79,9.6
TD-04ff4483,M-c758c966,96233.97,4617,141.08,1,3.9,1.74,0.62
TD-70f9c51d,M-f5f81247,70186.13,2566,423.66,45,2.36,3.69,6.09
TD-942fab7a,M-bb762f03,85273.71,4068,447.5,24,1.74,4.38,6.83
TD-58be25f2,M-87d53af1,47084.03,44,165.92,29,4.48,4.9,6.35
TD-6f6eefc0,M-0d2ed18c,94726.44,4543,416.61,3,1.68,0.57,4.89
TD-7f56823b,M-f8cc7337,53023.8,194,107.63,29,2.41,2.16,9.98
TD-1275d976,M-56c39729,537.87,392,182.74,40,4.08,4.54,1.18
TD-0aa74497,M-cccddfda,62356.08,2686,460.57,21,1.84,1.44,5.42
TD-354879e8,M-9ae19f30,77502.39,4440,165.04,31,1.88,2.22,5.11
TD-827c49b5,M-9d0d5a19,50187.22,22,240.54,22,1.92,1.33,3.7
TD-b64a5378,M-2e4391f5,14089.53,4393,201.46,20,4.29,4.54,1.17
TD-4eda4df7,M-74beb4f0,33014.67,2072,251.61,5,4.1,2.99,4.74
TD-ee788733,M-f2940460,76100.85,2831,39.29,23,1.05,4.93,6.22
TD-2dab1b55,M-2c0a69f9,69193.57,4347,329.59,5,2.81,2.11,0.93
TD-e67b37a2,M-f89764a2,29020.38,1042,43.3,45,4.71,0.51,2.58
TD-f7e6d46e,M-c49d508c,92510.23,2252,376.23,23,0.8,2.43,6.04
TD-ce8978d1,M-28cd1544,83802.08,1772,407.64,9,2.63,3.65,1.45
TD-2784b908,M-3efa46dc,77452.8,4602,300.0,37,1.69,1.52,4.65
TD-f6ff7ae9,M-9e728425,61214.01,345,297.95,9,3.53,1.3,2.04
TD-ec78de99,M-0781fc99,4938.86,420,204.37,12,2.35,0.7,0.81
TD-0c148c00,M-e4448e05,30236.78,1009,128.07,13,3.24,1.84,0.87
TD-abc3f840,M-8dff08c7,64553.53,4385,494.61,4,3.05,4.52,3.89
TD-5354f1c0,M-c38a307b,28787.74,1554,234.13,13,4.86,2.07,6.93
TD-1ffb31bf,M-fbdc1f8f,8495.4,2509,453.83,20,3.62,3.18,7.92
TD-1bfb254e,M-5a17b223,37345.98,3447,290.75,7,2.16,3.89,5.84
TD-fe7f0f8a,M-9ca55151,99224.08,2405,211.15,14,4.05,4.68,1.08
TD-30f6d1d0,M-409bba37,44829.85,4511,303.36,26,4.01,1.58,6.74
TD-e9ffbbba,M-cb94395a,4732.2,1626,36.66,9,4.15,1.45,8.13
TD-98300137,M-3deadf5a,69181.04,4303,327.84,15,0.97,3.06,0.04
TD-677e6178,M-7d04840b,14603.06,222,318.14,45,3.47,2.73,2.59
TD-b1f30aeb,M-296d3411,2522.66,2543,147.49,34,4.63,4.68,4.29
TD-c373663f,M-6311ba70,30390.93,329,412.1,41,1.19,0.69,1.6
TD-ca8e86c6,M-1de702b4,31516.37,4148,315.99,27,1.41,2.77,3.57
TD-c2142f1f,M-2832decf,97100.2,3978,123.38,3,4.29,3.99,9.76
TD-7fd391a3,M-5deb7e6f,14808.67,1556,445.33,2,3.04,0.63,6.09
TD-09eefb9e,M-492a4f22,99317.73,4441,112.26,29,2.75,3.34,4.67
TD-330752c6,M-d3b403da,10017.63,3246,97.73,0,3.04,3.47,8.76
TD-fc7d6ce0,M-7ccf0bd6,65648.34,3392,425.04,25,2.57,4.71,6.86
TD-80955d1a,M-4eb35aaf,50598.09,558,443.66,34,4.76,2.24,0.14
TD-64880f93,M-65cd228d,77525.94,3269,431.59,32,3.56,2.86,8.75
TD-937baa01,M-a66ba7c3,16046.96,4817,54.93,46,4.4,2.16,5.44
TD-e89f2df7,M-7b46ef47,26699.3,2643,268.17,1,2.4,3.99,6.78
TD-278c06c1,M-6873bb1c,59718.6,1285,327.82,6,3.5,3.24,4.56
TD-2cbae6a4,M-37a9995b,60489.97,69,134.31,2,3.01,2.89,2.64
TD-2821248e,M-33f7d86c,72515.57,4474,459.89,22,4.48,1.66,9.08
TD-9149a528,M-7eb7936a,98609.24,4514,300.83,17,4.54,2.9,1.92
TD-7f9e8029,M-c407d296,41706.07,2608,284.8,44,2.56,3.81,1.35
TD-80322692,M-a5701a61,6081.98,819,134.13,42,4.98,3.59,4.22
TD-577c0d86,M-ef16e29b,42307.5,3400,172.0,20,4.65,3.23,5.78
TD-2ee3c2b2,M-a4ca3560,63577.87,2488,136.94,1,2.89,3.76,0.09
TD-83773535,M-6c24f64b,70300.55,3647,277.73,41,3.99,3.68,8.41
TD-414dc9d8,M-d9604715,43937.64,1039,228.33,33,2.87,0.6,9.93
TD-4b139d63,M-add6afec,8121.53,2622,260.25,40,0.94,3.34,4.4
TD-2376c870,M-7fefe523,71469.09,2325,415.26,7,4.28,3.51,3.88
TD-deec6050,M-f02b8076,13838.79,3937,310.49,17,4.84,1.63,1.96
TD-15eddb90,M-42e57422,11210.0,4462,107.28,14,3.75,0.68,6.49
TD-cb191d27,M-89001e0e,61704.43,3347,236.01,2,2.88,4.21,9.22
TD-0c398213,M-827fb195,44109.06,2247,366.9,25,1.64,0.56,1.15
TD-8b5dc182,M-da62c6fe,44277.57,2411,222.73,24,1.13,3.2,6.98
TD-4ed3f08a,M-a259bc96,51148.7,2594,426.45,21,3.34,1.92,3.44
TD-eed0b3b5,M-2255e972,85418.25,1227,155.85,35,4.05,2.31,1.75
TD-bdf25159,M-1db0cac0,17947.69,4974,58.61,29,1.23,4.92,4.2
TD-386bddc0,M-f866d534,61627.59,358,235.42,1,0.95,4.95,2.6
TD-27962069,M-0bd970a3,22843.69,1341,237.68,14,3.01,3.52,5.26
TD-43f541be,M-ea798852,98903.31,1106,408.23,34,3.5,3.23,3.9
TD-6af945b0,M-56dc5dbc,15598.02,2072,230.64,32,3.83,1.34,4.12
TD-05259574,M-893a2bb5,43129.9,712,61.2,23,2.31,2.74,6.41
TD-00462a5e,M-cdfd508a,5275.39,2558,126.76,41,4.67,3.68,8.32
TD-8ed6665b,M-cc44f817,58004.28,3363,101.02,14,3.32,0.52,3.99
TD-6009e6f8,M-ddd73ae8,5323.48,633,102.42,27,2.36,1.78,3.9
TD-a146ddad,M-079caf37,82812.83,4797,406.31,4,1.78,4.02,5.67
TD-7a719d58,M-9dc55cb2,85728.87,53,54.93,6,2.43,2.1,6.66
TD-b01b5bfd,M-c638528f,87313.3,2531,191.7,19,4.71,1.62,0.55
TD-684384f5,M-b419a8d4,47509.58,4252,438.96,25,1.09,3.81,4.91
TD-af466e15,M-e408923d,29881.76,1281,408.65,0,4.6,1.92,8.21
TD-26c1f499,M-49d885df,13140.31,4505,299.48,29,3.59,4.21,0.56
TD-ce92264b,M-d5544b60,77395.55,1625,106.71,26,4.96,2.18,7.74
TD-9b514bf1,M-65029c54,40046.38,869,54.41,28,0.77,2.89,6.68
TD-a1ef0977,M-02fa6bfb,75125.62,539,436.74,31,0.92,3.51,2.53
TD-37289412,M-ceec0932,63969.1,2930,48.66,1,2.33,1.29,9.79
