epi_id,region_id,year,inflation_rate_pct,interest_rate_pct,govt_debt_gdp_ratio,govt_budget_balance_usd_billion,consumer_confidence_index,data_source_references
EPI-15b41e34,R-25a993e1,2019,13.15,5.14,99.85,-5.19,116.0,['EPI_practice']
EPI-029fe2dc,R-cd499d9d,2018,5.23,2.09,103.26,39.14,88.85,['EPI_once']
EPI-81e4d508,R-cd499d9d,2021,14.74,1.05,13.81,-19.55,62.73,['EPI_open']
EPI-3175b405,R-cd499d9d,2024,1.29,7.53,172.47,126.75,58.13,['EPI_likely']
EPI-92b919c3,R-cd499d9d,2025,14.69,1.59,144.38,10.63,85.94,['EPI_begin']
EPI-d9e939c8,R-cd499d9d,2023,7.97,6.7,115.97,261.99,57.11,['EPI_everything']
EPI-22469fee,R-cd499d9d,2024,4.99,8.17,25.11,213.2,106.9,['EPI_standard']
EPI-90bfbe4c,R-cd499d9d,2021,13.3,9.84,77.87,0.22,99.42,['EPI_travel']
EPI-df3f4272,R-cd499d9d,2018,6.25,2.92,181.43,-80.45,72.51,['EPI_Congress']
EPI-9286d28b,R-cd499d9d,2022,12.88,7.17,166.97,-53.19,97.44,['EPI_candidate']
EPI-7c82a19f,R-cd499d9d,2021,0.48,8.02,176.89,210.73,82.63,['EPI_positive']
EPI-3b104581,R-c8e92f5f,2024,0.57,0.96,69.37,219.26,55.91,['EPI_concern']
EPI-13e1e24c,R-c8e92f5f,2023,4.88,3.93,122.59,-41.73,105.62,['EPI_early']
EPI-6ad9c9c2,R-c8e92f5f,2023,10.89,9.46,127.37,191.19,107.83,['EPI_similar']
EPI-9a6a4be2,R-c8e92f5f,2019,1.02,0.9,163.17,-15.04,108.96,['EPI_suggest']
EPI-cfb79ef4,R-c8e92f5f,2019,10.09,0.49,137.38,99.13,118.36,['EPI_themselves']
EPI-fb369264,R-c8e92f5f,2021,8.1,0.39,117.19,157.25,110.01,['EPI_throw']
EPI-ed45a9c2,R-c8e92f5f,2018,9.22,6.79,170.03,-56.17,55.32,['EPI_wear']
EPI-8673c0da,R-c8e92f5f,2018,10.98,1.95,62.53,230.84,95.19,['EPI_system']
EPI-aae53621,R-c8e92f5f,2019,9.39,1.02,40.22,205.5,92.02,['EPI_social']
EPI-fbb533ae,R-c8e92f5f,2018,2.97,6.77,62.13,167.07,58.28,['EPI_last']
EPI-d3b05649,R-ba1820ab,2019,4.0,2.15,27.2,245.52,72.92,['EPI_every']
EPI-7ff3589f,R-ba1820ab,2024,7.23,1.03,26.27,11.91,86.86,['EPI_impact']
EPI-552e56a0,R-ba1820ab,2023,2.19,3.06,178.36,280.83,56.82,['EPI_information']
EPI-97f91abb,R-ba1820ab,2020,8.11,1.79,177.2,-57.92,85.16,['EPI_inside']
EPI-29948112,R-ba1820ab,2020,5.18,4.01,91.97,-40.64,51.2,['EPI_article']
EPI-419657c2,R-ba1820ab,2026,13.55,7.86,51.99,242.16,74.44,['EPI_fear']
EPI-d1c9e406,R-ba1820ab,2022,4.04,2.54,150.68,-12.21,100.44,['EPI_room']
EPI-8315d971,R-ba1820ab,2026,14.51,5.35,44.43,179.52,70.74,['EPI_home']
EPI-af61162e,R-ba1820ab,2026,6.14,2.86,126.25,257.6,110.31,['EPI_on']
EPI-fd278a25,R-ba1820ab,2024,14.09,6.62,96.52,190.42,70.63,['EPI_pick']
EPI-52f8873e,R-9ccac495,2019,5.25,8.21,78.75,151.16,59.07,['EPI_enough']
EPI-fab94862,R-9ccac495,2022,11.32,0.83,161.36,-65.91,98.85,['EPI_good']
EPI-ec8d5881,R-9ccac495,2023,12.88,2.34,129.81,-24.91,116.67,['EPI_end']
EPI-85c6bdc1,R-9ccac495,2022,5.99,9.52,161.59,-99.76,74.12,['EPI_surface']
EPI-a8cdedd4,R-9ccac495,2018,8.18,9.5,154.96,-53.34,91.61,['EPI_civil']
EPI-758b39f1,R-9ccac495,2023,12.21,4.89,26.86,189.05,52.31,['EPI_offer']
EPI-d718703a,R-9ccac495,2022,13.82,1.38,148.81,45.02,114.82,['EPI_executive']
EPI-e920e346,R-9ccac495,2020,2.43,9.31,128.48,150.01,103.98,['EPI_seven']
EPI-a73d4042,R-9ccac495,2023,3.62,7.11,75.1,274.33,82.54,['EPI_visit']
EPI-142c0357,R-9ccac495,2021,4.63,0.63,57.09,113.51,53.5,['EPI_short']
EPI-eb175c97,R-923837f7,2025,12.58,2.61,156.81,191.8,89.72,['EPI_success']
EPI-1504ce60,R-923837f7,2020,6.99,7.93,169.73,174.89,77.05,['EPI_win']
EPI-c46147ac,R-923837f7,2024,11.15,1.01,62.75,104.01,63.39,['EPI_draw']
EPI-3b02e949,R-923837f7,2025,10.88,8.02,153.24,-54.04,111.17,['EPI_history']
EPI-75fc2370,R-923837f7,2020,0.03,6.91,105.83,-57.95,96.82,['EPI_likely']
EPI-1b194df5,R-923837f7,2020,7.98,6.9,46.85,286.67,53.54,['EPI_such']
EPI-c9d9c537,R-923837f7,2021,5.05,0.75,123.39,145.6,119.82,['EPI_total']
EPI-fbc1d506,R-923837f7,2018,12.16,5.46,71.07,-35.68,64.98,['EPI_Mrs']
EPI-e1de256d,R-923837f7,2021,11.71,7.69,71.78,67.18,96.65,['EPI_surface']
EPI-76007640,R-923837f7,2018,12.11,5.1,168.8,82.46,56.46,['EPI_support']
EPI-9b654490,R-d2c458eb,2023,13.85,2.69,115.45,260.74,52.6,['EPI_stock']
EPI-c3e91b29,R-d2c458eb,2022,11.46,9.67,173.33,224.49,67.71,['EPI_school']
EPI-e97b84d2,R-d2c458eb,2019,13.18,7.4,140.51,24.86,63.01,['EPI_news']
EPI-00f6a5bb,R-d2c458eb,2022,2.13,9.61,105.34,121.25,63.29,['EPI_everybody']
EPI-5c9a0a6f,R-d2c458eb,2019,13.02,1.0,22.84,158.24,116.57,['EPI_look']
EPI-9c319ebd,R-d2c458eb,2024,12.82,5.85,185.68,201.89,91.34,['EPI_sport']
EPI-df409e6c,R-d2c458eb,2018,1.44,9.77,36.67,-42.62,76.48,['EPI_skill']
EPI-5763ebb0,R-d2c458eb,2022,0.92,4.22,58.09,171.36,50.97,['EPI_budget']
EPI-527b00ff,R-d2c458eb,2025,1.77,8.81,37.85,-51.52,92.55,['EPI_hotel']
EPI-32a6442a,R-d2c458eb,2025,10.06,3.51,136.57,90.53,92.22,['EPI_role']
EPI-0dcfb92b,R-bbb72119,2024,11.52,9.58,66.3,192.35,79.15,['EPI_sound']
EPI-c9af5404,R-bbb72119,2021,7.66,4.47,13.59,55.61,97.3,['EPI_family']
EPI-e2db6b5f,R-bbb72119,2020,2.63,8.16,159.2,280.54,76.99,['EPI_brother']
EPI-3e014d61,R-bbb72119,2020,5.37,2.65,102.42,-87.86,101.25,['EPI_here']
EPI-21ecf7ce,R-bbb72119,2022,9.57,0.16,113.5,84.68,90.0,['EPI_political']
EPI-43425ebe,R-bbb72119,2026,2.03,8.29,199.45,188.57,72.6,['EPI_model']
EPI-d14bccc8,R-bbb72119,2021,1.61,1.73,147.76,103.07,105.08,['EPI_ability']
EPI-ad377266,R-bbb72119,2022,8.61,0.69,190.82,162.41,96.84,['EPI_range']
EPI-75f438d2,R-bbb72119,2018,13.68,3.57,158.28,-74.48,118.94,['EPI_head']
EPI-86603010,R-bbb72119,2019,3.74,0.78,14.43,37.69,113.8,['EPI_treat']
EPI-4b095186,R-509f98dd,2021,10.67,9.65,67.65,251.76,116.08,['EPI_travel']
EPI-37edbf2c,R-509f98dd,2023,3.5,4.88,149.18,113.21,116.5,['EPI_especially']
EPI-6475fcdf,R-509f98dd,2020,0.16,2.73,17.03,-86.95,93.29,['EPI_standard']
EPI-1af1b361,R-509f98dd,2018,7.03,1.98,196.73,137.44,111.86,['EPI_bed']
EPI-e38f4ef1,R-509f98dd,2023,4.3,7.48,116.97,208.63,103.31,['EPI_training']
EPI-cbd91448,R-509f98dd,2025,3.46,6.32,64.6,292.16,81.83,['EPI_discussion']
EPI-6b2236e1,R-509f98dd,2019,5.45,8.42,63.35,262.6,81.66,['EPI_focus']
EPI-c837716e,R-509f98dd,2019,0.51,2.56,13.13,20.67,118.05,['EPI_have']
EPI-e142a7a9,R-509f98dd,2020,7.28,7.11,176.05,31.83,98.52,['EPI_drive']
EPI-3059f994,R-509f98dd,2018,12.34,0.11,162.53,239.4,101.89,['EPI_American']
EPI-8d4beb96,R-51bed50d,2025,8.21,8.44,126.74,221.45,104.81,['EPI_fire']
EPI-459a9c3e,R-51bed50d,2022,8.05,9.06,168.16,88.37,77.87,['EPI_serve']
EPI-8d7f429e,R-51bed50d,2025,11.87,0.98,142.37,234.03,71.4,['EPI_heavy']
EPI-6a75794f,R-51bed50d,2021,4.72,6.18,36.84,100.75,78.33,['EPI_radio']
EPI-2a3857db,R-51bed50d,2021,0.22,5.91,167.41,-80.18,71.34,['EPI_drive']
EPI-6e78372a,R-51bed50d,2019,8.3,1.74,130.54,-56.23,99.79,['EPI_edge']
EPI-2a0276d7,R-51bed50d,2020,4.66,9.2,70.47,137.89,100.97,['EPI_trip']
EPI-ef34616f,R-51bed50d,2025,0.1,6.35,79.87,290.67,50.25,['EPI_toward']
EPI-c1223f66,R-51bed50d,2023,5.95,5.16,74.97,-14.94,95.02,['EPI_same']
EPI-8835a01f,R-51bed50d,2021,10.86,0.54,137.96,174.62,59.94,['EPI_to']
EPI-de2520db,R-76647736,2019,4.78,7.27,10.94,160.59,105.0,['EPI_forward']
EPI-7d4bfb33,R-76647736,2025,13.78,7.32,109.73,-44.59,100.12,['EPI_wear']
EPI-82140678,R-76647736,2023,9.31,4.94,107.87,-30.42,74.96,['EPI_least']
EPI-fabcf760,R-76647736,2018,12.97,0.75,61.66,276.86,58.17,['EPI_kitchen']
EPI-b060b6e1,R-76647736,2024,0.68,2.12,108.96,117.61,91.81,['EPI_second']
EPI-c3b9dc5f,R-76647736,2025,1.72,1.89,166.88,-18.87,114.61,['EPI_home']
EPI-46e5b2ca,R-76647736,2021,7.84,5.95,88.37,-14.36,91.6,['EPI_team']
EPI-cc70a47e,R-76647736,2023,0.12,9.15,112.37,230.24,78.61,['EPI_loss']
EPI-4e51fb55,R-76647736,2025,8.89,9.76,91.79,-29.01,114.76,['EPI_stage']
EPI-0eb6480a,R-76647736,2019,4.34,4.73,165.6,45.75,112.6,['EPI_treat']
EPI-6285f3d8,R-0562eca5,2019,0.58,7.74,56.37,25.06,114.47,['EPI_choice']
EPI-b94bae97,R-0562eca5,2023,11.07,8.11,38.98,137.7,64.7,['EPI_last']
EPI-3d8444f5,R-0562eca5,2019,14.94,5.02,17.17,89.22,103.98,['EPI_study']
EPI-b7b3ebca,R-0562eca5,2018,0.03,6.86,155.68,-15.54,64.67,['EPI_result']
EPI-76d116b0,R-0562eca5,2026,3.48,5.49,14.84,-50.94,98.47,['EPI_cultural']
EPI-846c815c,R-0562eca5,2026,12.3,4.8,135.37,69.22,75.16,['EPI_total']
EPI-b4a20503,R-0562eca5,2023,9.36,9.55,31.95,-50.13,76.17,['EPI_tonight']
EPI-868489fb,R-0562eca5,2024,0.01,3.67,38.96,271.23,51.91,['EPI_health']
EPI-960fbba2,R-0562eca5,2018,5.96,9.28,47.01,-26.06,74.4,['EPI_sound']
EPI-09fa2d76,R-0562eca5,2021,8.49,5.35,105.0,-43.09,82.91,['EPI_itself']
EPI-fd6b6c2b,R-768bcade,2026,0.86,8.83,70.3,-91.28,60.3,['EPI_conference']
EPI-7fe188f7,R-768bcade,2022,13.29,9.38,131.36,-40.2,105.34,['EPI_industry']
EPI-4c2602ad,R-768bcade,2020,12.11,4.92,199.91,256.29,92.31,['EPI_stock']
EPI-6a3ca0bd,R-768bcade,2024,6.28,5.68,21.1,159.06,57.11,['EPI_her']
EPI-2e44b8f6,R-768bcade,2026,8.59,5.33,131.64,259.48,86.62,['EPI_note']
EPI-abbc50f4,R-768bcade,2020,5.62,3.48,42.56,220.17,108.48,['EPI_go']
EPI-22db330f,R-768bcade,2019,6.59,7.48,182.15,-10.54,69.93,['EPI_owner']
EPI-e37cae16,R-768bcade,2019,2.6,1.88,147.14,241.82,89.06,['EPI_today']
EPI-4d80e6c0,R-768bcade,2020,6.35,9.78,135.63,101.15,80.6,['EPI_important']
EPI-5d40d981,R-768bcade,2026,2.04,7.79,57.22,227.94,60.46,['EPI_system']
EPI-b9dfd549,R-cd4a206a,2018,14.99,8.16,95.63,-13.55,95.06,['EPI_choose']
EPI-d87b449e,R-cd4a206a,2025,11.89,9.35,111.73,115.42,90.24,['EPI_recent']
EPI-efec38c8,R-cd4a206a,2023,6.6,3.16,114.16,262.11,88.8,['EPI_task']
EPI-057cd14e,R-cd4a206a,2023,7.7,6.37,137.17,223.24,58.22,['EPI_girl']
EPI-7940e1d6,R-cd4a206a,2022,6.23,3.01,147.02,-86.05,100.97,['EPI_increase']
EPI-f6a8c17d,R-cd4a206a,2020,8.34,9.26,112.69,-57.84,84.95,['EPI_reason']
EPI-dfbb4359,R-cd4a206a,2021,9.71,7.3,163.86,280.45,74.65,['EPI_another']
EPI-c4f71ca2,R-cd4a206a,2025,12.66,5.47,166.24,-4.44,112.54,['EPI_Mr']
EPI-769afed6,R-cd4a206a,2021,8.92,2.64,120.47,-7.15,92.51,['EPI_believe']
EPI-ae464fd8,R-cd4a206a,2024,10.39,3.42,79.88,279.8,79.35,['EPI_above']
EPI-1bcd499a,R-bd855bad,2026,0.0,2.63,193.51,154.18,85.94,['EPI_or']
EPI-4eaad050,R-bd855bad,2023,9.42,5.79,40.95,275.81,116.09,['EPI_fund']
EPI-8cc62749,R-bd855bad,2023,9.93,2.42,103.9,275.96,60.5,['EPI_letter']
EPI-d9476a0d,R-bd855bad,2022,1.52,9.5,20.65,109.16,110.77,['EPI_television']
EPI-ff93f2ba,R-bd855bad,2022,5.78,0.68,50.83,-95.42,102.69,['EPI_stuff']
EPI-ba1e8c7b,R-bd855bad,2021,10.27,1.76,89.54,-54.46,89.48,['EPI_once']
EPI-9dae8b80,R-bd855bad,2019,4.76,7.03,167.53,31.32,64.81,['EPI_technology']
EPI-9e2b3c1b,R-bd855bad,2021,9.3,4.95,18.51,168.32,76.12,['EPI_most']
EPI-53c48b86,R-bd855bad,2022,7.2,4.49,98.54,-47.55,106.1,['EPI_appear']
EPI-98d8387f,R-bd855bad,2023,4.96,1.72,116.07,86.31,60.59,['EPI_act']
EPI-c58f61b3,R-61d60791,2024,11.08,5.9,32.86,-20.22,112.4,['EPI_focus']
EPI-93e5ee80,R-61d60791,2026,3.49,0.94,75.45,72.5,61.59,['EPI_he']
EPI-586058a5,R-61d60791,2021,3.04,1.01,165.74,126.33,117.66,['EPI_where']
EPI-a8b4a445,R-61d60791,2018,14.43,3.08,18.4,-38.32,97.39,['EPI_per']
EPI-099ab752,R-61d60791,2025,0.46,0.56,166.84,197.73,69.06,['EPI_morning']
EPI-607ed6bd,R-61d60791,2021,12.87,5.46,118.98,5.06,89.86,['EPI_single']
EPI-e2fcb83a,R-61d60791,2021,8.73,8.83,96.73,90.82,85.6,['EPI_much']
EPI-2ab50251,R-61d60791,2022,12.7,1.89,177.85,-21.89,94.98,['EPI_pattern']
EPI-8a371dcb,R-61d60791,2022,14.06,1.37,143.57,250.64,80.17,['EPI_decide']
EPI-5646468a,R-61d60791,2023,12.12,2.83,36.87,134.22,92.09,['EPI_face']
EPI-4d7fe4a5,R-86e6cec5,2022,12.8,8.22,50.11,276.73,88.73,['EPI_be']
EPI-160e231d,R-86e6cec5,2023,14.91,8.23,90.33,188.62,96.6,['EPI_piece']
EPI-fb805a70,R-86e6cec5,2021,14.68,9.63,125.12,178.36,62.81,['EPI_piece']
EPI-96c06084,R-86e6cec5,2024,5.72,5.63,27.26,-73.4,98.57,['EPI_indicate']
EPI-571884db,R-86e6cec5,2018,6.16,6.82,162.99,-9.98,68.04,['EPI_thousand']
EPI-2bf2035d,R-86e6cec5,2025,13.53,1.48,74.09,25.56,63.63,['EPI_attack']
EPI-97c5a035,R-86e6cec5,2022,11.33,4.15,89.22,190.07,61.0,['EPI_likely']
EPI-699c0dc6,R-86e6cec5,2022,6.23,4.75,77.26,83.39,84.92,['EPI_relate']
EPI-bfa2a5c9,R-86e6cec5,2024,4.29,3.18,158.7,279.22,113.89,['EPI_item']
EPI-94481672,R-86e6cec5,2020,13.11,8.95,51.23,259.17,103.27,['EPI_fight']
EPI-24d483c1,R-c01ad354,2019,3.98,7.31,14.86,165.75,60.93,['EPI_will']
EPI-1cc985a9,R-c01ad354,2026,9.17,9.0,44.98,214.51,77.76,['EPI_example']
EPI-23096bf0,R-c01ad354,2019,3.9,6.4,96.55,220.78,107.55,['EPI_economic']
EPI-5816ab64,R-c01ad354,2018,4.38,1.26,54.96,159.05,84.38,['EPI_carry']
EPI-957738d3,R-c01ad354,2020,0.17,9.14,88.3,253.32,96.28,['EPI_police']
EPI-d553ea70,R-c01ad354,2021,12.75,5.23,199.31,-57.66,70.65,['EPI_accept']
EPI-0c4f7689,R-c01ad354,2021,9.6,9.79,157.1,-60.04,116.07,['EPI_many']
EPI-0959aa4e,R-c01ad354,2018,2.49,3.21,77.33,-93.98,115.22,['EPI_involve']
EPI-2b91b6d3,R-c01ad354,2026,9.11,2.91,56.2,81.74,89.4,['EPI_game']
EPI-256264b8,R-c01ad354,2021,14.73,7.22,26.94,97.01,64.98,['EPI_opportunity']
EPI-5f26293b,R-b43aa403,2019,10.61,3.65,67.15,213.46,102.14,['EPI_cause']
EPI-fbc7858c,R-b43aa403,2018,2.64,7.22,139.75,197.09,81.25,['EPI_enough']
EPI-c4702f47,R-b43aa403,2025,11.12,3.16,198.82,29.47,56.04,['EPI_unit']
EPI-3589d8a2,R-b43aa403,2023,12.63,2.08,148.08,-80.41,64.58,['EPI_see']
EPI-edeef98a,R-b43aa403,2026,7.2,3.13,165.18,167.33,115.67,['EPI_few']
EPI-4cf39623,R-b43aa403,2021,7.58,1.77,112.14,219.88,71.05,['EPI_simply']
EPI-b52fe5d7,R-b43aa403,2018,6.22,2.23,135.24,197.82,83.43,['EPI_night']
EPI-5bab0a35,R-b43aa403,2024,10.41,4.14,162.06,57.11,56.74,['EPI_person']
EPI-1e413883,R-b43aa403,2025,12.82,3.11,155.11,146.47,81.07,['EPI_wear']
EPI-e6e7924d,R-b43aa403,2023,8.89,7.33,171.89,-95.52,110.62,['EPI_Mr']
EPI-d4374a56,R-931c7671,2020,0.11,1.61,124.8,231.52,62.82,['EPI_mention']
EPI-2fe1b9c6,R-931c7671,2018,2.98,4.03,65.57,111.73,72.39,['EPI_week']
EPI-dd3c23a4,R-931c7671,2022,14.25,2.52,133.39,96.26,70.04,['EPI_management']
EPI-4302e773,R-931c7671,2021,10.73,9.45,68.56,275.75,99.81,['EPI_story']
EPI-225627e5,R-931c7671,2025,11.04,9.51,96.8,262.22,91.28,['EPI_similar']
EPI-87af1b69,R-931c7671,2025,8.0,2.92,139.82,-73.87,89.63,['EPI_exist']
EPI-d170510b,R-931c7671,2020,2.09,2.93,28.19,124.92,83.69,['EPI_out']
EPI-5fc8a4d8,R-931c7671,2025,2.88,3.21,140.16,238.44,111.91,['EPI_wear']
EPI-3f750053,R-931c7671,2019,9.08,6.86,66.07,7.48,57.35,['EPI_or']
EPI-6b6116f2,R-931c7671,2018,7.66,4.84,151.72,-26.61,72.03,['EPI_station']
EPI-9006e6dd,R-99c0f1da,2026,8.22,5.17,140.25,208.78,87.33,['EPI_growth']
EPI-1ff236fe,R-99c0f1da,2025,5.91,6.92,136.96,296.31,74.86,['EPI_establish']
EPI-165a5842,R-99c0f1da,2026,4.45,6.29,162.86,78.63,101.85,['EPI_smile']
EPI-957db302,R-99c0f1da,2022,6.44,9.73,42.81,227.07,72.03,['EPI_note']
EPI-4b49044e,R-99c0f1da,2021,13.66,4.51,96.59,142.13,76.47,['EPI_he']
EPI-4a42592f,R-99c0f1da,2022,1.06,1.05,50.02,101.58,103.48,['EPI_art']
EPI-ffc02065,R-99c0f1da,2019,6.09,9.71,88.11,-59.24,68.6,['EPI_inside']
EPI-07121d85,R-99c0f1da,2026,0.52,1.95,18.7,64.74,64.08,['EPI_majority']
EPI-3f9d56a4,R-99c0f1da,2022,14.37,4.96,81.85,119.68,61.97,['EPI_relationship']
EPI-f017396d,R-99c0f1da,2025,4.37,6.05,11.83,-50.6,102.41,['EPI_must']
EPI-81723576,R-f6555bf9,2023,0.15,1.78,116.2,-87.19,61.98,['EPI_study']
EPI-f80ddf78,R-f6555bf9,2024,2.11,3.17,92.63,-43.28,50.74,['EPI_author']
EPI-a6898ba5,R-f6555bf9,2020,14.83,8.36,18.72,138.2,99.69,['EPI_even']
EPI-4c5e475c,R-f6555bf9,2026,3.35,8.88,140.14,167.2,67.15,['EPI_finally']
EPI-37a33b4e,R-f6555bf9,2020,11.1,8.85,134.08,230.17,84.01,['EPI_learn']
EPI-56b0e957,R-f6555bf9,2021,3.24,8.64,167.54,214.32,110.7,['EPI_think']
EPI-20ffd918,R-f6555bf9,2025,5.25,9.97,123.09,22.98,112.66,['EPI_win']
EPI-7508470c,R-f6555bf9,2019,3.46,2.65,97.34,295.8,50.09,['EPI_example']
EPI-7c1f3709,R-f6555bf9,2024,14.42,8.2,172.46,-70.07,87.77,['EPI_this']
EPI-7a2387d1,R-f6555bf9,2026,13.55,1.61,142.97,-3.31,109.36,['EPI_resource']
EPI-4881c320,R-d151585e,2024,11.22,1.12,99.88,249.46,73.05,['EPI_past']
EPI-71961480,R-d151585e,2020,5.69,9.05,69.35,272.91,80.96,['EPI_work']
EPI-1a795fa4,R-d151585e,2022,13.23,0.43,48.68,235.69,55.87,['EPI_whole']
EPI-3729fc39,R-d151585e,2019,10.94,3.79,154.48,163.27,56.1,['EPI_financial']
EPI-bc785383,R-d151585e,2021,6.27,3.98,112.65,205.23,53.96,['EPI_question']
EPI-dcdfc30d,R-d151585e,2023,8.25,2.75,183.62,31.56,111.06,['EPI_he']
EPI-27fd1141,R-d151585e,2025,1.25,6.03,54.19,34.25,52.07,['EPI_suffer']
EPI-d0dfabf8,R-d151585e,2024,11.32,8.41,102.79,40.13,117.2,['EPI_performance']
EPI-1940c930,R-d151585e,2022,2.79,4.34,157.56,-93.27,50.36,['EPI_physical']
EPI-277e9881,R-d151585e,2020,11.51,5.19,166.73,128.82,104.93,['EPI_city']
EPI-ced6ea35,R-6906cf00,2022,8.52,6.04,151.18,184.5,97.79,['EPI_everybody']
EPI-b040558f,R-6906cf00,2018,9.99,2.01,140.8,184.74,115.52,['EPI_officer']
EPI-34f01f5b,R-6906cf00,2019,3.92,2.44,84.46,104.01,103.87,['EPI_raise']
EPI-56db9833,R-6906cf00,2018,5.27,0.21,88.05,-64.16,73.8,['EPI_hair']
EPI-599381fd,R-6906cf00,2020,11.66,9.91,172.0,202.58,75.99,['EPI_physical']
EPI-cc60f3d3,R-6906cf00,2026,1.32,9.19,18.08,104.26,63.29,['EPI_social']
EPI-1f5e5153,R-6906cf00,2026,1.38,0.57,159.12,185.27,100.17,['EPI_sell']
EPI-f5e3aafd,R-6906cf00,2021,3.69,4.02,105.91,183.38,78.98,['EPI_without']
EPI-ffa6cc28,R-6906cf00,2022,11.37,0.33,120.61,40.05,66.1,['EPI_remain']
EPI-7fb4b43b,R-6906cf00,2026,5.37,9.48,154.25,4.85,86.44,['EPI_then']
EPI-5a686829,R-204604a6,2019,1.43,2.87,132.17,-34.0,78.3,['EPI_red']
EPI-f30b5343,R-204604a6,2020,11.22,4.99,118.66,17.7,95.58,['EPI_campaign']
EPI-c1bdecfb,R-204604a6,2020,2.94,3.82,151.95,175.6,116.87,['EPI_war']
EPI-f8c62bd8,R-204604a6,2022,7.06,2.11,22.51,-15.11,51.98,['EPI_and']
EPI-457d634a,R-204604a6,2024,12.74,9.54,126.66,117.78,97.61,['EPI_learn']
EPI-b62f6fe2,R-204604a6,2026,10.27,6.87,90.02,-19.71,85.69,['EPI_because']
EPI-3aafa5a4,R-204604a6,2024,0.7,2.85,39.59,117.27,98.03,['EPI_guy']
EPI-9437be22,R-204604a6,2026,5.81,1.54,44.18,-95.83,64.23,['EPI_recognize']
EPI-92d66adf,R-204604a6,2020,10.96,8.05,158.29,-22.41,92.1,['EPI_drive']
EPI-5ff1e759,R-204604a6,2021,12.68,3.29,148.76,221.81,92.75,['EPI_surface']
EPI-883a6f66,R-a23b0f45,2018,2.21,2.86,79.66,104.5,90.76,['EPI_fast']
EPI-93a92294,R-a23b0f45,2022,6.11,1.74,137.24,237.98,107.92,['EPI_discussion']
EPI-4b00500c,R-a23b0f45,2021,5.36,9.49,130.33,32.0,104.23,['EPI_each']
EPI-c471cbaa,R-a23b0f45,2022,4.59,7.88,94.29,173.01,84.29,['EPI_international']
EPI-3c42f208,R-a23b0f45,2020,6.16,8.16,158.81,98.46,74.64,['EPI_imagine']
EPI-67c1d147,R-a23b0f45,2023,4.69,5.99,154.55,202.64,99.83,['EPI_may']
EPI-1004ac41,R-a23b0f45,2026,7.76,1.08,186.01,222.86,93.92,['EPI_time']
EPI-5d1d219c,R-a23b0f45,2021,10.37,6.42,169.81,52.59,56.63,['EPI_body']
EPI-c7c3e9e0,R-a23b0f45,2023,2.28,1.88,160.59,-64.92,96.79,['EPI_religious']
EPI-19e3f506,R-a23b0f45,2025,0.24,8.58,25.84,215.8,54.03,['EPI_continue']
EPI-603024de,R-5c9eb954,2023,7.2,1.74,167.25,-30.17,87.72,['EPI_ok']
EPI-aaad8236,R-5c9eb954,2019,2.58,6.74,156.61,93.28,87.88,['EPI_significant']
EPI-f6ccbba8,R-5c9eb954,2021,12.38,8.86,10.44,274.53,79.96,['EPI_short']
EPI-2a953581,R-5c9eb954,2022,8.93,8.88,191.03,156.77,55.13,['EPI_next']
EPI-170f1a4d,R-5c9eb954,2026,9.33,3.04,50.94,-70.02,117.44,['EPI_support']
EPI-b80031d5,R-5c9eb954,2021,9.34,9.22,136.0,92.83,75.3,['EPI_trial']
EPI-090fadeb,R-5c9eb954,2020,8.31,6.48,61.78,13.91,72.69,['EPI_bar']
EPI-34fd8571,R-5c9eb954,2018,6.01,3.09,116.88,241.33,70.43,['EPI_write']
EPI-8ece0250,R-5c9eb954,2022,12.18,8.74,89.35,159.57,79.35,['EPI_anyone']
EPI-48301e87,R-5c9eb954,2023,2.36,5.87,160.0,204.76,93.52,['EPI_reveal']
EPI-92627ae3,R-901cd7df,2021,5.22,8.08,149.3,241.86,96.68,['EPI_leg']
EPI-e6774edb,R-901cd7df,2023,0.2,7.77,42.09,141.32,113.54,['EPI_town']
EPI-bf9316c5,R-901cd7df,2019,1.69,7.96,38.34,283.85,60.22,['EPI_page']
EPI-cc33a30f,R-901cd7df,2022,2.26,5.63,107.65,6.7,64.26,['EPI_baby']
EPI-8e71621b,R-901cd7df,2020,4.18,5.21,137.37,-50.52,87.43,['EPI_after']
EPI-65b92b24,R-901cd7df,2022,12.5,9.58,29.01,180.47,85.24,['EPI_successful']
EPI-eafea80e,R-901cd7df,2018,7.18,7.32,184.48,279.55,78.29,['EPI_study']
EPI-24917bd9,R-901cd7df,2019,7.82,9.01,44.34,-44.07,74.98,['EPI_very']
EPI-ca66c956,R-901cd7df,2024,8.2,9.0,157.49,59.44,101.39,['EPI_nearly']
EPI-423489b0,R-901cd7df,2020,0.67,4.0,175.69,-76.4,72.57,['EPI_environment']
EPI-e9f76c49,R-610d33c7,2023,9.07,2.7,53.13,108.15,99.48,['EPI_term']
EPI-6b052b51,R-610d33c7,2020,14.67,1.2,92.53,57.57,105.58,['EPI_much']
EPI-9307b144,R-610d33c7,2020,5.89,7.74,102.3,167.6,104.64,['EPI_under']
EPI-cfd15a69,R-610d33c7,2018,12.91,2.45,11.96,19.69,79.4,['EPI_central']
EPI-09e12c69,R-610d33c7,2019,7.97,7.03,192.87,292.72,86.21,['EPI_five']
