workforce_id,region_id,year,total_employees,industry_skilled_labor_pct,avg_salary_usd,skill_availability_index,training_programs_count,data_source_references
WF-4639e89e,R-629d37ae,2019,1196861,0.37070000000000003,22057.05,1.78,84,['WF_voice']
WF-0e17740e,R-629d37ae,2020,1824438,0.1059,69129.62,3.83,92,['WF_miss']
WF-29357afb,R-629d37ae,2021,1063484,0.37829999999999997,125995.38,0.86,20,['WF_oil']
WF-7869ec50,R-629d37ae,2022,1367758,0.331,99311.4,6.49,30,['WF_or']
WF-83649233,R-629d37ae,2023,1250295,0.20929999999999999,32056.1,9.74,23,['WF_hour']
WF-7ca7dedc,R-629d37ae,2024,1781870,0.2644,38795.18,9.08,10,['WF_life']
WF-2bdf92cb,R-fb9b75f3,2018,1020796,0.3527,68284.53,3.93,96,['WF_away']
WF-32346364,R-fb9b75f3,2019,937324,0.3005,134159.54,2.3,57,['WF_all']
WF-2c6999f3,R-fb9b75f3,2020,448206,0.38159999999999994,67004.45,9.86,79,['WF_buy']
WF-c5519ff6,R-fb9b75f3,2021,983546,0.1535,78894.36,5.31,9,['WF_care']
WF-7d20d361,R-fb9b75f3,2022,974392,0.1202,44915.64,6.35,41,['WF_little']
WF-5c8901f0,R-fb9b75f3,2023,115069,0.2611,87426.35,5.99,99,['WF_sort']
WF-e1cbb7c8,R-fb9b75f3,2024,401350,0.16140000000000002,79135.24,2.77,61,['WF_direction']
WF-4d5aa548,R-99650c22,2018,1637889,0.1778,69643.31,8.12,77,['WF_own']
WF-415fb1ea,R-99650c22,2019,978455,0.2688,46375.44,8.53,22,['WF_media']
WF-aeb34b09,R-99650c22,2020,1420878,0.0683,83822.32,7.74,84,['WF_none']
WF-6c9819ac,R-99650c22,2021,1697319,0.20309999999999997,65128.01,0.4,94,['WF_state']
WF-96fcca25,R-99650c22,2022,1232190,0.0789,134905.91,4.64,77,['WF_its']
WF-6e820ebf,R-99650c22,2023,1153911,0.0819,123613.36,0.46,19,['WF_everyone']
WF-4b0b8c76,R-99650c22,2024,408414,0.3558,145115.01,5.65,7,['WF_girl']
WF-098aa073,R-2aa5d7ec,2018,1791475,0.3887,109192.91,0.11,57,['WF_think']
WF-087c264f,R-2aa5d7ec,2019,1484649,0.265,64756.23,9.53,92,['WF_camera']
WF-8392e468,R-2aa5d7ec,2020,129951,0.3757,87095.69,3.98,54,['WF_instead']
WF-dd6067db,R-2aa5d7ec,2021,1048164,0.22219999999999998,102693.81,6.67,23,['WF_mention']
WF-515add88,R-2aa5d7ec,2022,942198,0.0688,96258.69,3.88,78,['WF_oil']
WF-af1184ad,R-2aa5d7ec,2023,182920,0.1291,135622.29,4.55,74,['WF_near']
WF-65e370c9,R-2aa5d7ec,2024,14189,0.11630000000000001,36453.4,1.18,100,['WF_hold']
WF-cd55f57e,R-367aa6c5,2018,682297,0.1215,108971.09,6.66,75,['WF_size']
WF-ac455c99,R-367aa6c5,2019,1312038,0.0946,90625.4,3.11,43,['WF_after']
WF-ff4e0883,R-367aa6c5,2020,1983289,0.17149999999999999,55338.55,1.7,41,['WF_hope']
WF-c574414a,R-367aa6c5,2021,1916435,0.3013,82753.72,2.8,0,['WF_table']
WF-cf1d9f52,R-367aa6c5,2022,670776,0.2231,141295.44,9.6,44,['WF_remember']
WF-bf21ac7e,R-367aa6c5,2023,1948337,0.2189,96144.47,1.65,7,['WF_business']
WF-b1095c27,R-367aa6c5,2024,1833389,0.09880000000000001,40869.48,3.35,19,['WF_necessary']
WF-40ce1d42,R-377b4f2e,2018,1280322,0.1354,61476.05,7.96,16,['WF_a']
WF-c4b2d27a,R-377b4f2e,2019,795136,0.1272,56668.66,5.08,14,['WF_until']
WF-d0b5d4cb,R-377b4f2e,2020,1629016,0.2364,124827.62,3.47,61,['WF_summer']
WF-7aa76a7f,R-377b4f2e,2021,1211353,0.16519999999999999,34127.15,3.98,81,['WF_positive']
WF-af1e8c52,R-377b4f2e,2022,709504,0.3589,42384.08,3.54,77,['WF_understand']
WF-a533aed1,R-377b4f2e,2023,1227035,0.1043,130173.16,7.47,41,['WF_letter']
WF-44c6b130,R-377b4f2e,2024,1911632,0.33799999999999997,110387.89,3.47,69,['WF_anything']
WF-5decb3b9,R-2e4ef024,2018,1380725,0.0666,142500.83,6.26,77,['WF_bed']
WF-92657bdb,R-2e4ef024,2019,1178794,0.36200000000000004,113798.48,6.55,60,['WF_discuss']
WF-64a40388,R-2e4ef024,2020,1291343,0.3651,30311.76,8.94,58,['WF_provide']
WF-74884bbb,R-2e4ef024,2021,1524714,0.1076,92877.57,8.57,55,['WF_base']
WF-6a0f470c,R-2e4ef024,2022,1442653,0.2316,25633.32,9.26,57,['WF_hot']
WF-adbde469,R-2e4ef024,2023,1301329,0.0895,120722.08,8.27,63,['WF_year']
WF-5cba6c43,R-2e4ef024,2024,1698224,0.3071,149188.21,6.44,52,['WF_air']
WF-2555e6e0,R-def8bc04,2018,5839,0.22760000000000002,63551.34,1.0,4,['WF_region']
WF-49ba5c04,R-def8bc04,2019,1938379,0.2774,146812.15,0.95,45,['WF_number']
WF-221cdc93,R-def8bc04,2020,43442,0.0889,38671.2,5.61,1,['WF_war']
WF-b7ce969d,R-def8bc04,2021,712397,0.3743,38774.0,1.11,23,['WF_success']
WF-647f6d27,R-def8bc04,2022,455359,0.3917,136692.07,4.47,95,['WF_stand']
WF-ffce946d,R-def8bc04,2023,1156268,0.07629999999999999,106853.15,8.16,50,['WF_size']
WF-250e2a86,R-def8bc04,2024,1632062,0.2475,96540.67,9.95,34,['WF_yeah']
WF-4355d423,R-163fd09d,2018,1214795,0.22870000000000001,27775.46,0.6,66,['WF_stay']
WF-d5060a07,R-163fd09d,2019,119835,0.3678,66738.01,1.01,53,['WF_already']
WF-881dbf59,R-163fd09d,2020,1843267,0.3129,51095.46,6.95,40,['WF_large']
WF-a63e54f6,R-163fd09d,2021,829792,0.1353,23037.07,8.13,33,['WF_color']
WF-f430dc55,R-163fd09d,2022,437278,0.12140000000000001,73518.47,0.94,30,['WF_situation']
WF-0bb917ce,R-163fd09d,2023,389967,0.22089999999999999,91836.2,8.04,42,['WF_suggest']
WF-bc1dc5ef,R-163fd09d,2024,363613,0.0783,70874.37,1.5,66,['WF_listen']
WF-918df939,R-b1296082,2018,824144,0.0882,55744.17,0.36,72,['WF_conference']
WF-40dcd41b,R-b1296082,2019,1777413,0.3563,72524.32,3.79,93,['WF_yeah']
WF-0b6d8db3,R-b1296082,2020,1245985,0.3494,79893.62,0.62,13,['WF_painting']
WF-2072783c,R-b1296082,2021,525508,0.1637,104968.88,1.24,7,['WF_matter']
WF-fbd20601,R-b1296082,2022,1839893,0.1542,30102.14,5.54,98,['WF_first']
WF-f74d0a26,R-b1296082,2023,1175332,0.23850000000000002,65839.11,2.57,1,['WF_baby']
WF-c2dcc7e0,R-b1296082,2024,1150974,0.3343,49500.3,10.0,65,['WF_college']
WF-5f1fe7b6,R-898edd39,2018,488630,0.31120000000000003,136523.17,0.18,24,['WF_medical']
WF-57238d2e,R-898edd39,2019,1599751,0.1936,76426.15,5.66,97,['WF_speech']
WF-d5feb41e,R-898edd39,2020,437918,0.2043,145024.42,4.68,70,['WF_safe']
WF-5836d76f,R-898edd39,2021,602635,0.3125,45324.4,8.21,86,['WF_network']
WF-9ac65b44,R-898edd39,2022,260209,0.34869999999999995,77224.86,0.02,90,['WF_civil']
WF-8c51f957,R-898edd39,2023,72928,0.2376,131288.0,9.96,48,['WF_view']
WF-7927d7ce,R-898edd39,2024,293019,0.1274,83176.01,5.15,58,['WF_cultural']
WF-36da8796,R-50779f07,2018,450710,0.2851,135694.55,3.16,57,['WF_concern']
WF-59fb7853,R-50779f07,2019,1176294,0.18489999999999998,139019.9,3.95,32,['WF_data']
WF-0bbd4981,R-50779f07,2020,1652286,0.2183,53893.52,3.3,31,['WF_few']
WF-9d1ebfd5,R-50779f07,2021,606433,0.2756,62776.59,7.52,64,['WF_world']
WF-27d1f18f,R-50779f07,2022,942331,0.078,85731.24,9.76,25,['WF_course']
WF-2c728b31,R-50779f07,2023,1576537,0.2421,105731.11,6.39,2,['WF_drug']
WF-88a095cc,R-50779f07,2024,216851,0.3172,65704.6,9.45,22,['WF_company']
WF-faa9669d,R-2ea7c139,2018,1965833,0.2506,65212.78,0.38,92,['WF_character']
WF-c87a3af7,R-2ea7c139,2019,1690383,0.3417,141508.32,0.97,20,['WF_rule']
WF-3dbfc274,R-2ea7c139,2020,1283198,0.09880000000000001,143974.45,2.02,94,['WF_describe']
WF-87f1a224,R-2ea7c139,2021,901210,0.2597,106618.46,0.3,34,['WF_also']
WF-e00af266,R-2ea7c139,2022,1291182,0.2477,26878.41,8.13,20,['WF_pay']
WF-5cf7fa8a,R-2ea7c139,2023,1733117,0.27399999999999997,46202.62,5.33,93,['WF_writer']
WF-2e03b1e5,R-2ea7c139,2024,182834,0.237,66582.72,0.39,94,['WF_provide']
WF-7f38246c,R-6539e69c,2018,128614,0.1085,59608.28,3.77,51,['WF_magazine']
WF-72baa3b1,R-6539e69c,2019,1940135,0.1778,58197.02,0.39,47,['WF_white']
WF-a62f264f,R-6539e69c,2020,420722,0.3875,62514.7,8.32,35,['WF_project']
WF-3e1052cd,R-6539e69c,2021,1249888,0.2742,39723.57,2.81,78,['WF_arrive']
WF-c2594a02,R-6539e69c,2022,1980041,0.2733,119487.09,6.6,91,['WF_scene']
WF-6e0ee85f,R-6539e69c,2023,986487,0.3651,23294.54,5.76,68,['WF_benefit']
WF-6ef8b58a,R-6539e69c,2024,1190809,0.10980000000000001,38702.79,1.09,0,['WF_section']
WF-10c92f8d,R-4035e76b,2018,304167,0.3292,126159.99,4.63,13,['WF_court']
WF-27f524f0,R-4035e76b,2019,1997609,0.2924,67541.6,5.39,41,['WF_imagine']
WF-fbede7cb,R-4035e76b,2020,293552,0.1752,101460.83,5.62,65,['WF_often']
WF-61af6823,R-4035e76b,2021,1355156,0.0682,73072.17,4.12,7,['WF_soldier']
WF-1d30f233,R-4035e76b,2022,1044042,0.34299999999999997,123604.05,2.62,6,['WF_suggest']
WF-97d99f0b,R-4035e76b,2023,879435,0.2125,123805.77,2.5,61,['WF_center']
WF-787f7e30,R-4035e76b,2024,687441,0.303,40569.12,4.26,44,['WF_south']
WF-55f989d8,R-a7ad00b8,2018,190246,0.326,28104.62,1.23,48,['WF_blue']
WF-9e8f409a,R-a7ad00b8,2019,646878,0.1208,62687.6,6.77,21,['WF_easy']
WF-2fce6a33,R-a7ad00b8,2020,1936010,0.3936,94701.75,8.87,21,['WF_deep']
WF-0caef8c9,R-a7ad00b8,2021,1242796,0.2662,43598.39,3.82,28,['WF_executive']
WF-8dfd0618,R-a7ad00b8,2022,1944329,0.3224,63231.67,5.45,66,['WF_career']
WF-32f71f9c,R-a7ad00b8,2023,200397,0.15960000000000002,101655.28,3.37,76,['WF_their']
WF-46093fb7,R-a7ad00b8,2024,1108704,0.0545,111901.68,7.17,6,['WF_data']
WF-98f9e1bd,R-a16fdac9,2018,622566,0.30219999999999997,127325.13,3.29,21,['WF_live']
WF-439033ca,R-a16fdac9,2019,519403,0.1131,68852.66,7.22,49,['WF_entire']
WF-de696b16,R-a16fdac9,2020,1418132,0.3155,102206.5,0.8,76,['WF_yet']
WF-d51c78c3,R-a16fdac9,2021,1554443,0.3608,45296.37,6.04,73,['WF_second']
WF-eedfb52d,R-a16fdac9,2022,503040,0.2646,141762.37,4.98,64,['WF_door']
WF-5a4c74ec,R-a16fdac9,2023,1726170,0.0725,94160.75,3.98,27,['WF_standard']
WF-fec6bb4a,R-a16fdac9,2024,1691949,0.1869,26826.49,1.27,29,['WF_summer']
WF-8b9fa571,R-8e793b02,2018,1502694,0.2914,44046.19,6.39,99,['WF_just']
WF-6e4ed1d4,R-8e793b02,2019,1128588,0.22640000000000002,94982.68,0.98,22,['WF_serve']
WF-d64edb56,R-8e793b02,2020,381041,0.20550000000000002,128194.82,3.31,42,['WF_tell']
WF-fe364406,R-8e793b02,2021,78997,0.0528,41710.52,1.9,7,['WF_choose']
WF-bbf0236b,R-8e793b02,2022,1623443,0.2464,54864.7,4.66,70,['WF_the']
WF-443bbec6,R-8e793b02,2023,1625397,0.1628,131939.6,4.6,33,['WF_something']
WF-9ed1660b,R-8e793b02,2024,943525,0.38159999999999994,120575.83,5.27,43,['WF_century']
WF-13ff238f,R-e2a16024,2018,1766150,0.213,29131.98,8.93,28,['WF_deal']
WF-37c0cb99,R-e2a16024,2019,495938,0.1703,83318.35,3.72,81,['WF_west']
WF-ee04d3e1,R-e2a16024,2020,236611,0.1521,60998.25,8.33,26,['WF_peace']
WF-2f2c412a,R-e2a16024,2021,1523018,0.3779,136802.37,7.93,82,['WF_network']
WF-61333efc,R-e2a16024,2022,871422,0.1433,51306.86,9.8,39,['WF_usually']
WF-f94cd063,R-e2a16024,2023,1166735,0.2725,48992.22,9.48,65,['WF_culture']
WF-617b684f,R-e2a16024,2024,165704,0.24359999999999998,23661.1,0.36,89,['WF_meeting']
WF-7b3b5e4f,R-b8c66b28,2018,1943910,0.2464,131762.46,4.96,78,['WF_arrive']
WF-449e7e3c,R-b8c66b28,2019,749503,0.3688,108170.77,5.44,24,['WF_affect']
WF-08a55338,R-b8c66b28,2020,631067,0.33240000000000003,36888.35,9.6,12,['WF_imagine']
WF-b4a11d9d,R-b8c66b28,2021,1609462,0.1369,88204.16,0.95,26,['WF_large']
WF-c44ad1f2,R-b8c66b28,2022,1856661,0.0848,57758.41,2.36,95,['WF_character']
WF-0cdc4b69,R-b8c66b28,2023,647992,0.26280000000000003,138299.04,9.4,63,['WF_possible']
WF-6e902dd2,R-b8c66b28,2024,549719,0.1736,37029.91,5.62,63,['WF_fact']
WF-267b0983,R-06844744,2018,951132,0.26780000000000004,129879.0,1.02,72,['WF_cup']
WF-c1500efc,R-06844744,2019,1572325,0.09369999999999999,109717.14,4.61,22,['WF_stage']
WF-aede67b1,R-06844744,2020,611399,0.2486,34781.67,2.33,89,['WF_owner']
WF-b9da2cdd,R-06844744,2021,370330,0.111,73891.85,3.8,78,['WF_meet']
WF-9f01770a,R-06844744,2022,1397583,0.3503,59413.99,7.87,73,['WF_property']
WF-fc7b5b49,R-06844744,2023,1619727,0.1234,64847.17,6.42,14,['WF_concern']
WF-58765c26,R-06844744,2024,250221,0.1573,41091.24,0.85,64,['WF_until']
WF-e33e19d1,R-9bd580b7,2018,1539111,0.3737,119330.49,7.87,31,['WF_evidence']
WF-9a03e7ac,R-9bd580b7,2019,1937910,0.30829999999999996,82921.0,6.29,99,['WF_century']
WF-b5bf60c8,R-9bd580b7,2020,1844991,0.2391,118695.67,1.86,90,['WF_cover']
WF-6a0ab715,R-9bd580b7,2021,986883,0.25170000000000003,92484.6,7.04,65,['WF_leg']
WF-a137cdc4,R-9bd580b7,2022,1306329,0.27190000000000003,115068.76,0.78,88,['WF_own']
WF-d8891708,R-9bd580b7,2023,810390,0.3985,110211.2,8.86,79,['WF_current']
WF-0e34d05a,R-9bd580b7,2024,603225,0.2146,91892.55,0.84,17,['WF_whatever']
WF-c73e12e5,R-e23c98bc,2018,1487860,0.1507,143852.05,1.67,36,['WF_find']
WF-63f447d9,R-e23c98bc,2019,1441656,0.3649,100649.27,3.14,31,['WF_shoulder']
WF-6f14b001,R-e23c98bc,2020,1525397,0.2263,99771.51,2.4,43,['WF_large']
WF-ae941524,R-e23c98bc,2021,349777,0.1335,24074.67,7.96,75,['WF_coach']
WF-5c67fb93,R-e23c98bc,2022,1728163,0.35619999999999996,47010.54,8.71,7,['WF_reason']
WF-ccf492a1,R-e23c98bc,2023,884647,0.1164,136182.2,2.26,57,['WF_prevent']
WF-850306ad,R-e23c98bc,2024,869464,0.29460000000000003,57905.26,3.02,68,['WF_among']
WF-9032afa9,R-57de5530,2018,1722413,0.33149999999999996,111505.79,9.09,58,['WF_may']
WF-0c967a1b,R-57de5530,2019,404181,0.31120000000000003,86823.6,1.11,33,['WF_gun']
WF-3dbac645,R-57de5530,2020,815473,0.2858,94008.95,0.88,48,['WF_suddenly']
WF-f6b2dc8e,R-57de5530,2021,681690,0.0693,38473.1,8.01,59,['WF_whether']
WF-f052b34b,R-57de5530,2022,1447751,0.1765,75044.28,3.66,67,['WF_claim']
WF-6d4aad22,R-57de5530,2023,132333,0.1917,33710.37,2.26,67,['WF_computer']
WF-7ea409dd,R-57de5530,2024,1524783,0.21899999999999997,125866.05,6.47,41,['WF_less']
WF-812683f8,R-385f848c,2018,827489,0.2766,78194.45,3.98,35,['WF_media']
WF-42a13637,R-385f848c,2019,1492905,0.2701,29535.22,6.0,47,['WF_guess']
WF-6b9f4da9,R-385f848c,2020,41744,0.1555,118315.54,5.01,30,['WF_newspaper']
WF-7c2db1c4,R-385f848c,2021,492621,0.24850000000000003,35885.5,9.72,46,['WF_movie']
WF-09695992,R-385f848c,2022,1601265,0.2957,30249.15,9.76,35,['WF_total']
WF-6684a356,R-385f848c,2023,1542160,0.221,115979.99,9.88,77,['WF_nice']
WF-4edb95e3,R-385f848c,2024,1944633,0.17329999999999998,58102.13,2.88,53,['WF_live']
WF-48273f09,R-af0e3d34,2018,561816,0.13019999999999998,148946.99,7.53,40,['WF_campaign']
WF-5c16a719,R-af0e3d34,2019,1501817,0.2874,68802.51,5.09,92,['WF_fear']
WF-24dabe68,R-af0e3d34,2020,316782,0.1437,62003.92,6.48,0,['WF_east']
WF-b0cc6be0,R-af0e3d34,2021,1486938,0.2279,106053.55,7.22,97,['WF_rise']
WF-ab5a4136,R-af0e3d34,2022,1719091,0.051399999999999994,89392.63,0.78,94,['WF_information']
WF-82298ba4,R-af0e3d34,2023,393196,0.335,22420.18,0.63,87,['WF_green']
WF-6084bf71,R-af0e3d34,2024,416460,0.204,122123.56,9.84,28,['WF_enjoy']
WF-aadd2860,R-e6235760,2018,1133684,0.0525,78355.42,6.84,73,['WF_represent']
WF-6d08da4c,R-e6235760,2019,1639046,0.35369999999999996,35561.72,9.41,14,['WF_particularly']
WF-3419776d,R-e6235760,2020,645111,0.1438,84710.68,4.68,63,['WF_decide']
WF-9b10155c,R-e6235760,2021,1171603,0.353,101080.76,3.12,92,['WF_everybody']
WF-78015a47,R-e6235760,2022,498097,0.3274,78968.32,9.51,88,['WF_major']
WF-a0a6a4d1,R-e6235760,2023,1585663,0.32880000000000004,100779.0,6.14,47,['WF_play']
WF-d44055f5,R-e6235760,2024,1060501,0.1882,146608.99,3.75,25,['WF_manager']
WF-4232fba5,R-266f1e58,2018,186695,0.0674,147566.42,5.01,3,['WF_argue']
WF-b97972f9,R-266f1e58,2019,1060877,0.2784,54270.61,5.19,13,['WF_deep']
WF-81747ae9,R-266f1e58,2020,1687279,0.3575,122929.29,2.44,87,['WF_car']
WF-5bd5405b,R-266f1e58,2021,1017354,0.1499,109813.2,6.97,44,['WF_nearly']
WF-4a058b41,R-266f1e58,2022,1084088,0.17920000000000003,105121.36,5.69,25,['WF_notice']
WF-25ecb30f,R-266f1e58,2023,106450,0.0737,104826.8,6.5,84,['WF_financial']
WF-800913ec,R-266f1e58,2024,675654,0.271,117438.37,6.05,0,['WF_significant']
WF-a8d77a52,R-9bda29d3,2018,455376,0.0709,111473.53,2.84,87,['WF_anything']
WF-331d751d,R-9bda29d3,2019,872982,0.2164,148442.49,4.44,32,['WF_executive']
WF-277c6a8c,R-9bda29d3,2020,1276898,0.2224,109351.36,0.44,29,['WF_source']
WF-26e06bce,R-9bda29d3,2021,1121329,0.39149999999999996,94398.4,1.07,24,['WF_figure']
WF-d2285b8a,R-9bda29d3,2022,1849625,0.24100000000000002,35696.62,3.06,21,['WF_law']
WF-f98d2c22,R-9bda29d3,2023,978135,0.21760000000000002,99727.83,5.02,91,['WF_two']
WF-2172f8c9,R-9bda29d3,2024,1182313,0.3436,114511.98,4.87,80,['WF_here']
WF-a37cd6eb,R-0aed0ffe,2018,558005,0.06269999999999999,107904.93,7.38,59,['WF_lead']
WF-ba411d15,R-0aed0ffe,2019,1351001,0.1043,27659.46,6.73,25,['WF_growth']
WF-5a1b1c35,R-0aed0ffe,2020,1794934,0.3643,108230.86,5.95,86,['WF_over']
WF-7cba678a,R-0aed0ffe,2021,665740,0.1709,137905.22,0.2,82,['WF_scene']
WF-a95bcabe,R-0aed0ffe,2022,1412108,0.318,58220.09,6.68,30,['WF_forget']
WF-c0a775c6,R-0aed0ffe,2023,1392797,0.3594,22832.94,4.48,76,['WF_number']
WF-bd32b977,R-0aed0ffe,2024,123741,0.0608,124608.98,1.14,19,['WF_prove']
WF-ef0bf8f6,R-8bed91e7,2018,193337,0.0649,123037.7,5.22,36,['WF_effort']
WF-b9d9c812,R-8bed91e7,2019,1935467,0.1275,87566.2,8.71,33,['WF_turn']
WF-fb8aa062,R-8bed91e7,2020,1926257,0.3093,148824.99,4.54,87,['WF_in']
WF-bb902e1e,R-8bed91e7,2021,1428124,0.3871,66023.61,5.25,34,['WF_situation']
WF-b25ecf8d,R-8bed91e7,2022,311144,0.1751,42647.21,4.4,25,['WF_measure']
WF-76d07d4e,R-8bed91e7,2023,1229921,0.2267,143148.72,7.49,90,['WF_pay']
WF-55454edb,R-8bed91e7,2024,1948480,0.38079999999999997,136378.98,2.07,55,['WF_catch']
WF-6df89fc0,R-9ec4c469,2018,1729203,0.37979999999999997,145768.8,6.35,34,['WF_what']
WF-5c580d2e,R-9ec4c469,2019,79437,0.2053,122010.38,1.42,85,['WF_trouble']
WF-5deaa40b,R-9ec4c469,2020,1115754,0.1618,25659.25,2.29,38,['WF_assume']
WF-9858e052,R-9ec4c469,2021,1549923,0.38670000000000004,115392.66,3.1,66,['WF_off']
WF-bdd082f4,R-9ec4c469,2022,1350026,0.1322,89652.31,7.15,2,['WF_prevent']
WF-1dd12f60,R-9ec4c469,2023,1779088,0.0766,86936.71,3.43,58,['WF_several']
WF-477f577c,R-9ec4c469,2024,1289443,0.1286,126421.5,9.54,78,['WF_financial']
WF-50b798fc,R-40aea921,2018,1739023,0.2701,124383.04,2.47,93,['WF_her']
WF-22d7cba7,R-40aea921,2019,1933541,0.2241,94779.15,6.28,51,['WF_interesting']
WF-80876023,R-40aea921,2020,1721631,0.33399999999999996,60963.44,0.03,10,['WF_both']
WF-56a15b8f,R-40aea921,2021,792649,0.3084,127474.83,1.4,81,['WF_road']
WF-749e2359,R-40aea921,2022,565737,0.1539,82444.58,2.47,7,['WF_civil']
WF-f1cb2994,R-40aea921,2023,1346266,0.3996,93883.9,6.19,67,['WF_seat']
WF-64965602,R-40aea921,2024,1683806,0.36229999999999996,103738.52,6.17,7,['WF_camera']
WF-735b8b1d,R-a175108e,2018,1237452,0.2303,115261.07,9.57,34,['WF_what']
WF-c501d8ce,R-a175108e,2019,881916,0.3973,78040.61,1.8,17,['WF_age']
WF-33bbf562,R-a175108e,2020,705310,0.3004,147190.2,9.48,3,['WF_matter']
WF-659422d6,R-a175108e,2021,1106404,0.1115,61936.3,8.05,29,['WF_good']
WF-2677c42b,R-a175108e,2022,1149834,0.2349,60335.56,4.56,8,['WF_measure']
WF-9eedb8b7,R-a175108e,2023,95291,0.2189,27250.27,8.19,65,['WF_system']
WF-d10fad65,R-a175108e,2024,50504,0.1597,87703.93,0.78,2,['WF_own']
WF-f6636d62,R-e27a5ff1,2018,1138366,0.2274,51415.77,1.12,51,['WF_attack']
WF-3bef3694,R-e27a5ff1,2019,370852,0.2921,77675.83,4.64,4,['WF_project']
WF-350c259a,R-e27a5ff1,2020,654534,0.3766,122242.63,3.33,68,['WF_only']
WF-55e3777a,R-e27a5ff1,2021,395179,0.353,87421.72,2.9,12,['WF_now']
WF-3c85998d,R-e27a5ff1,2022,1081154,0.11460000000000001,138507.46,5.06,52,['WF_clear']
WF-c4b1d4e1,R-e27a5ff1,2023,936205,0.3235,49511.0,1.83,9,['WF_language']
WF-0088b0e7,R-e27a5ff1,2024,1343879,0.2914,53081.21,2.06,79,['WF_last']
WF-5af0f2b1,R-882fec77,2018,320570,0.3569,120569.26,6.74,64,['WF_responsibility']
WF-278eb2c3,R-882fec77,2019,367232,0.2148,135530.46,3.7,84,['WF_camera']
WF-c9dfb1da,R-882fec77,2020,1145625,0.21710000000000002,131239.36,6.53,73,['WF_may']
WF-db8a2ff8,R-882fec77,2021,541430,0.10369999999999999,112605.18,3.97,64,['WF_assume']
WF-e5e4ab0f,R-882fec77,2022,1896453,0.39770000000000005,68742.1,0.34,63,['WF_behind']
WF-d5229897,R-882fec77,2023,1389900,0.3774,145367.89,4.93,71,['WF_public']
WF-b3bfcdd0,R-882fec77,2024,1787801,0.1678,138833.14,9.28,56,['WF_door']
WF-7571aad3,R-a3f86a25,2018,1676471,0.1542,65542.63,3.36,18,['WF_statement']
WF-599139de,R-a3f86a25,2019,1002729,0.28559999999999997,60022.45,2.06,44,['WF_kitchen']
WF-8f925880,R-a3f86a25,2020,763358,0.3025,63106.95,9.91,3,['WF_easy']
WF-1d1eebd8,R-a3f86a25,2021,1882521,0.37229999999999996,84922.91,9.77,48,['WF_talk']
WF-bb1a97f5,R-a3f86a25,2022,752696,0.19510000000000002,54591.01,9.56,90,['WF_hand']
WF-8f739e4c,R-a3f86a25,2023,449194,0.26170000000000004,147451.92,8.53,93,['WF_door']
WF-73c81751,R-a3f86a25,2024,1124309,0.32049999999999995,113452.74,5.55,47,['WF_all']
WF-d5dd8b93,R-dde34ffe,2018,1265527,0.3641,119610.46,1.62,74,['WF_ability']
WF-069fb95e,R-dde34ffe,2019,569088,0.2637,70481.71,8.2,34,['WF_young']
WF-a7beaba7,R-dde34ffe,2020,1546655,0.1718,60593.73,5.28,66,['WF_evening']
WF-fa2dc4c4,R-dde34ffe,2021,1658503,0.128,140881.84,0.09,24,['WF_question']
WF-eab9cbd8,R-dde34ffe,2022,1189569,0.2241,45344.42,5.76,27,['WF_town']
WF-1ed0bb15,R-dde34ffe,2023,925119,0.2614,131437.25,3.11,54,['WF_lay']
WF-43c34890,R-dde34ffe,2024,180827,0.11460000000000001,73020.02,8.72,78,['WF_heart']
WF-e07064af,R-2ef431c7,2018,198702,0.0693,106893.83,5.8,95,['WF_rich']
WF-d8360c90,R-2ef431c7,2019,1494372,0.36840000000000006,146801.76,5.03,56,['WF_close']
WF-6e9b45fe,R-2ef431c7,2020,172212,0.2888,64430.24,4.55,16,['WF_coach']
WF-bd451a9d,R-2ef431c7,2021,1250977,0.3153,95808.89,5.26,66,['WF_spring']
WF-c2f522d4,R-2ef431c7,2022,1409918,0.20559999999999998,128987.92,5.79,94,['WF_policy']
WF-3919ebf9,R-2ef431c7,2023,329069,0.1492,115644.48,4.97,57,['WF_like']
WF-0ef0caea,R-2ef431c7,2024,207505,0.22760000000000002,80004.88,0.6,0,['WF_nation']
WF-b8757dac,R-964f5dc9,2018,1084353,0.3309,31228.07,4.97,69,['WF_consider']
WF-8cc5970d,R-964f5dc9,2019,777776,0.3832,53003.35,4.71,43,['WF_open']
WF-1e0f2943,R-964f5dc9,2020,725659,0.3665,54672.94,1.35,25,['WF_agency']
WF-a8090af9,R-964f5dc9,2021,1245594,0.1727,45799.69,6.28,82,['WF_main']
WF-215ee6ff,R-964f5dc9,2022,185351,0.3603,35567.43,3.11,79,['WF_forward']
WF-f726ae3e,R-964f5dc9,2023,80481,0.0654,132821.86,1.93,52,['WF_during']
WF-0b64f92b,R-964f5dc9,2024,247725,0.26289999999999997,88257.19,6.3,81,['WF_hear']
WF-79b078f3,R-f20820c4,2018,1051873,0.1906,80866.58,2.9,87,['WF_those']
WF-2f7beb63,R-f20820c4,2019,591993,0.08839999999999999,118507.66,3.59,75,['WF_total']
WF-c64ebbe3,R-f20820c4,2020,1878018,0.2757,149032.85,5.95,34,['WF_stand']
WF-6e6ca18d,R-f20820c4,2021,1024974,0.38770000000000004,86684.01,4.82,83,['WF_strategy']
